ID,TableIndex,Season,League Rank,Squad,NumPlayers,Avg_Age,Avg_Poss,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Annual Wages,League,gf2,ga2,gfga,Available_Points,Pythagorean_%,Predicted_Points,Difference
663,1,2017-2018,,Liverpool,,,,13,7,4,2,41,16,25,25,,33,13.2,19.7,1.52,49960,,UEFA,1681,256,1937,39,0.867836861,33.84563758,-8.845637584
664,2,2017-2018,,Bayern Munich,,,,12,8,2,2,26,12,14,26,,27.4,14.2,13.2,1.1,70000,,UEFA,676,144,820,36,0.824390244,29.67804878,-3.67804878
665,3,2017-2018,,Roma,,,,12,6,2,4,21,19,2,20,,19.1,18.2,0.9,0.07,48587,,UEFA,441,361,802,36,0.549875312,19.79551122,0.204488778
666,4,2017-2018,,Barcelona,,,,10,6,3,1,17,6,11,21,,13.7,8.9,4.8,0.48,73861,,UEFA,289,36,325,30,0.889230769,26.67692308,-5.676923077
667,5,2017-2018,,Manchester City,,,,10,6,0,4,20,12,8,18,,15.7,11,4.6,0.46,48050,,UEFA,400,144,544,30,0.735294118,22.05882353,-4.058823529
668,6,2017-2018,,Juventus,,,,10,5,3,2,14,12,2,18,,16.9,13.6,3.3,0.33,38541,,UEFA,196,144,340,30,0.576470588,17.29411765,0.705882353
669,7,2017-2018,,Sevilla,,,,10,3,5,2,15,15,0,14,,16.1,13.9,2.2,0.22,38512,,UEFA,225,225,450,30,0.5,15,-1
670,8,2017-2018,,Tottenham,,,,8,5,2,1,18,8,10,17,,13.1,12.6,0.5,0.06,69454,,UEFA,324,64,388,24,0.835051546,20.04123711,-3.041237113
671,9,2017-2018,,Manchester Utd,,,,8,5,1,2,13,5,8,16,,18,8.2,9.8,1.23,74467,,UEFA,169,25,194,24,0.871134021,20.90721649,-4.907216495
672,10,2017-2018,,Paris S-G,,,,8,5,0,3,27,9,18,15,,17.2,9.5,7.7,0.96,46382,,UEFA,729,81,810,24,0.9,21.6,-6.6
673,11,2017-2018,,Basel,,,,8,5,0,3,13,10,3,15,,10.4,10.7,-0.3,-0.04,34854,,UEFA,169,100,269,24,0.628252788,15.07806691,-0.078066914
674,12,2017-2018,,Shakhtar,,,,8,5,0,3,11,11,0,15,,9.9,13.7,-3.8,-0.48,33652,,UEFA,121,121,242,24,0.5,12,3
675,13,2017-2018,,Beşiktaş,,,,8,4,2,2,12,13,-1,14,,8.6,15.1,-6.5,-0.81,37448,,UEFA,144,169,313,24,0.460063898,11.04153355,2.958466454
676,14,2017-2018,,Chelsea,,,,8,3,3,2,17,12,5,12,,15.5,7.7,7.8,0.97,40218,,UEFA,289,144,433,24,0.66743649,16.01847575,-4.018475751
677,15,2017-2018,,Porto,,,,8,3,2,3,15,15,0,11,,10.9,11.2,-0.3,-0.04,43568,,UEFA,225,225,450,24,0.5,12,-1
678,31,2017-2018,,Benfica,,,,6,0,0,6,1,14,-13,0,,6.2,10.4,-4.2,-0.69,39492,,UEFA,1,196,197,18,0.005076142,0.091370558,-0.091370558
679,32,2018-2019,,Liverpool,,,,13,8,1,4,24,12,12,25,,28.3,13.9,14.4,1.11,52907,,UEFA,576,144,720,39,0.8,31.2,-6.2
680,33,2018-2019,,Tottenham,,,,13,6,2,5,20,19,1,20,,20.5,16.1,4.4,0.34,62947,,UEFA,400,361,761,39,0.525624179,20.49934297,-0.49934297
681,34,2018-2019,,Barcelona,,,,12,8,3,1,26,10,16,27,,23.1,14.4,8.6,0.72,86178,,UEFA,676,100,776,36,0.871134021,31.36082474,-4.360824742
682,35,2018-2019,,Ajax,,,,12,6,4,2,22,13,9,22,,22.3,17.8,4.5,0.38,52056,,UEFA,484,169,653,36,0.741194487,26.68300153,-4.683001531
683,36,2018-2019,,Manchester City,,,,10,7,1,2,30,12,18,22,,22.9,10.1,12.8,1.28,49535,,UEFA,900,144,1044,30,0.862068966,25.86206897,-3.862068966
684,37,2018-2019,,Porto,,,,10,6,1,3,20,15,5,19,,16.9,19.4,-2.5,-0.25,43415,,UEFA,400,225,625,30,0.64,19.2,-0.2
685,38,2018-2019,,Juventus,,,,10,5,1,4,14,9,5,16,,18.9,10.1,8.8,0.88,40766,,UEFA,196,81,277,30,0.707581227,21.22743682,-5.227436823
686,39,2018-2019,,Manchester Utd,,,,10,4,1,5,10,11,-1,13,,10.4,13.7,-3.2,-0.32,73708,,UEFA,100,121,221,30,0.452488688,13.57466063,-0.574660633
687,40,2018-2019,,Atlético Madrid,,,,8,5,1,2,11,9,2,16,,8.1,9.1,-1,-0.12,60068,,UEFA,121,81,202,24,0.599009901,14.37623762,1.623762376
688,41,2018-2019,,Bayern Munich,,,,8,4,3,1,16,8,8,15,,14.7,9.3,5.4,0.68,69536,,UEFA,256,64,320,24,0.8,19.2,-4.2
689,42,2018-2019,,Real Madrid,,,,8,5,0,3,15,10,5,15,,16.9,10.8,6.1,0.76,66314,,UEFA,225,100,325,24,0.692307692,16.61538462,-1.615384615
690,43,2018-2019,,Paris S-G,,,,8,4,2,2,20,12,8,14,,16.9,10.5,6.4,0.8,45144,,UEFA,400,144,544,24,0.735294118,17.64705882,-3.647058824
691,44,2018-2019,,Dortmund,,,,8,4,1,3,10,6,4,13,,12.2,6.8,5.5,0.68,66099,,UEFA,100,36,136,24,0.735294118,17.64705882,-4.647058824
692,45,2018-2019,,Roma,,,,8,4,0,4,14,12,2,12,,15,14,1,0.12,49525,,UEFA,196,144,340,24,0.576470588,13.83529412,-1.835294118
693,46,2018-2019,,Schalke 04,,,,8,3,2,3,8,14,-6,11,,10.5,11.9,-1.4,-0.17,50949,,UEFA,64,196,260,24,0.246153846,5.907692308,5.092307692
694,47,2018-2019,,Lyon,,,,8,1,6,1,13,16,-3,9,,12.3,17.2,-5,-0.62,41945,,UEFA,169,256,425,24,0.397647059,9.543529412,-0.543529412
695,48,2018-2019,,Napoli,,,,6,2,3,1,7,5,2,9,,10.9,6.5,4.4,0.73,45672,,UEFA,49,25,74,18,0.662162162,11.91891892,-2.918918919
696,49,2018-2019,,Valencia,,,,6,2,2,2,6,6,0,8,,6.9,11.1,-4.2,-0.7,39697,,UEFA,36,36,72,18,0.5,9,-1
697,50,2018-2019,,Inter,,,,6,2,2,2,6,7,-1,8,,8.6,7.8,0.8,0.13,65857,,UEFA,36,49,85,18,0.423529412,7.623529412,0.376470588
698,51,2018-2019,,CSKA Moscow,,,,6,2,1,3,8,9,-1,7,,6.9,11.6,-4.8,-0.79,63052,,UEFA,64,81,145,18,0.44137931,7.944827586,-0.944827586
699,52,2018-2019,,Benfica,,,,6,2,1,3,6,11,-5,7,,6.2,10.7,-4.5,-0.75,48412,,UEFA,36,121,157,18,0.229299363,4.127388535,2.872611465
700,53,2018-2019,,Viktoria Plzeň,,,,6,2,1,3,7,16,-9,7,,7.8,12.3,-4.5,-0.75,11337,,UEFA,49,256,305,18,0.160655738,2.891803279,4.108196721
701,54,2018-2019,,Club Brugge,,,,6,1,3,2,6,5,1,6,,5.4,6.3,-0.9,-0.15,24928,,UEFA,36,25,61,18,0.590163934,10.62295082,-4.62295082
702,55,2018-2019,,Shakhtar,,,,6,1,3,2,8,16,-8,6,,6.9,13.2,-6.3,-1.04,34786,,UEFA,64,256,320,18,0.2,3.6,2.4
703,56,2018-2019,,Galatasaray,,,,6,1,1,4,5,8,-3,4,,9.9,9.6,0.2,0.04,41394,,UEFA,25,64,89,18,0.280898876,5.056179775,-1.056179775
704,57,2018-2019,,Young Boys,,,,6,1,1,4,4,12,-8,4,,6.5,11.5,-5,-0.83,30785,,UEFA,16,144,160,18,0.1,1.8,2.2
705,58,2018-2019,,Red Star,,,,6,1,1,4,5,17,-12,4,,2.9,19.4,-16.6,-2.76,49596,,UEFA,25,289,314,18,0.079617834,1.433121019,2.566878981
706,59,2018-2019,,Hoffenheim,,,,6,0,3,3,11,14,-3,3,,11.1,12.3,-1.2,-0.21,23972,,UEFA,121,196,317,18,0.38170347,6.870662461,-3.870662461
707,60,2018-2019,,Loko Moscow,,,,6,1,0,5,4,12,-8,3,,6.6,9.2,-2.5,-0.42,17181,,UEFA,16,144,160,18,0.1,1.8,1.2
708,61,2018-2019,,PSV Eindhoven,,,,6,0,2,4,6,13,-7,2,,7.1,13.9,-6.8,-1.13,34783,,UEFA,36,169,205,18,0.175609756,3.16097561,-1.16097561
709,62,2018-2019,,Monaco,,,,6,0,1,5,2,14,-12,1,,5.1,11,-5.9,-0.99,9218,,UEFA,4,196,200,18,0.02,0.36,0.64
710,63,2018-2019,,AEK Athens,,,,6,0,0,6,2,13,-11,0,,4.7,11.9,-7.2,-1.2,39377,,UEFA,4,169,173,18,0.023121387,0.416184971,-0.416184971
711,64,2019-2020,,Bayern Munich,,,,11,11,0,0,43,8,35,33,,35.5,10.2,25.3,2.3,50000,,UEFA,1849,64,1913,33,0.966544694,31.89597491,1.104025091
712,65,2019-2020,,Paris S-G,,,,11,8,1,2,25,6,19,25,,26.2,12.3,13.9,1.27,28058,,UEFA,625,36,661,33,0.945537065,31.20272315,-6.202723147
713,66,2019-2020,,RB Leipzig,,,,10,6,2,2,16,12,4,20,,18,13,5,0.5,32347,,UEFA,256,144,400,30,0.64,19.2,0.8
714,67,2019-2020,,Lyon,,,,10,4,2,4,14,14,0,14,,12.7,18.4,-5.7,-0.57,41780,,UEFA,196,196,392,30,0.5,15,-1
715,68,2019-2020,,Manchester City,,,,9,6,2,1,21,9,12,20,,25.1,7.9,17.2,1.91,37594,,UEFA,441,81,522,27,0.844827586,22.81034483,-2.810344828
716,69,2019-2020,,Barcelona,,,,9,5,3,1,15,14,1,18,,14.4,17.9,-3.5,-0.39,60809,,UEFA,225,196,421,27,0.534441805,14.42992874,3.570071259
717,70,2019-2020,,Atlético Madrid,,,,9,5,1,3,13,9,4,16,,15.3,9.1,6.1,0.68,62232,,UEFA,169,81,250,27,0.676,18.252,-2.252
718,71,2019-2020,,Atalanta,,,,9,4,1,4,17,18,-1,13,,17.7,18.9,-1.2,-0.14,32770,,UEFA,289,324,613,27,0.471451876,12.72920065,0.270799347
719,72,2019-2020,,Juventus,,,,8,6,1,1,14,6,8,19,,12,10.9,1.2,0.15,28390,,UEFA,196,36,232,24,0.844827586,20.27586207,-1.275862069
720,73,2019-2020,,Napoli,,,,8,3,4,1,13,8,5,13,,14.9,11,3.9,0.48,34598,,UEFA,169,64,233,24,0.725321888,17.40772532,-4.407725322
721,74,2019-2020,,Liverpool,,,,8,4,1,3,15,12,3,13,,16.2,8.8,7.4,0.92,52312,,UEFA,225,144,369,24,0.609756098,14.63414634,-1.634146341
722,75,2019-2020,,Dortmund,,,,8,4,1,3,10,11,-1,13,,14.4,13.1,1.4,0.17,65844,,UEFA,100,121,221,24,0.452488688,10.85972851,2.140271493
723,76,2019-2020,,Real Madrid,,,,8,3,2,3,16,12,4,11,,16.6,13.7,2.8,0.36,70438,,UEFA,256,144,400,24,0.64,15.36,-4.36
724,77,2019-2020,,Valencia,,,,8,3,2,3,13,15,-2,11,,14.7,15.7,-1,-0.13,31599,,UEFA,169,225,394,24,0.42893401,10.29441624,0.705583756
725,78,2019-2020,,Chelsea,,,,8,3,2,3,12,16,-4,11,,17.5,12.7,4.7,0.59,38845,,UEFA,144,256,400,24,0.36,8.64,2.36
726,79,2019-2020,,Tottenham,,,,8,3,1,4,18,18,0,10,,14.5,11.2,3.3,0.42,57247,,UEFA,324,324,648,24,0.5,12,-2
727,80,2019-2020,,Ajax,,,,6,3,1,2,12,6,6,10,,7.5,13.8,-6.3,-1.05,51951,,UEFA,144,36,180,18,0.8,14.4,-4.4
728,81,2019-2020,,RB Salzburg,,,,6,2,1,3,16,13,3,7,,13.7,11.9,1.8,0.3,29520,,UEFA,256,169,425,18,0.602352941,10.84235294,-3.842352941
729,82,2019-2020,,Inter,,,,6,2,1,3,10,9,1,7,,10,10.3,-0.3,-0.05,62540,,UEFA,100,81,181,18,0.552486188,9.944751381,-2.944751381
730,83,2019-2020,,Benfica,,,,6,2,1,3,10,11,-1,7,,8.1,9.4,-1.3,-0.22,46576,,UEFA,100,121,221,18,0.452488688,8.14479638,-1.14479638
731,84,2019-2020,,Zenit,,,,6,2,1,3,7,9,-2,7,,6.1,9.5,-3.3,-0.55,51106,,UEFA,49,81,130,18,0.376923077,6.784615385,0.215384615
732,85,2019-2020,,Leverkusen,,,,6,2,0,4,5,9,-4,6,,6.7,6.8,0,-0.01,28098,,UEFA,25,81,106,18,0.235849057,4.245283019,1.754716981
733,86,2019-2020,,Shakhtar,,,,6,1,3,2,8,13,-5,6,,8.3,13.1,-4.8,-0.81,28246,,UEFA,64,169,233,18,0.274678112,4.944206009,1.055793991
734,87,2019-2020,,Dinamo Zagreb,,,,6,1,2,3,10,13,-3,5,,7.5,16.3,-8.8,-1.46,28855,,UEFA,100,169,269,18,0.371747212,6.691449814,-1.691449814
735,88,2019-2020,,Olympiacos,,,,6,1,1,4,8,14,-6,4,,7.9,12.1,-4.3,-0.71,31523,,UEFA,64,196,260,18,0.246153846,4.430769231,-0.430769231
736,89,2019-2020,,Loko Moscow,,,,6,1,0,5,4,11,-7,3,,6,13.1,-7,-1.17,26557,,UEFA,16,121,137,18,0.116788321,2.102189781,0.897810219
737,90,2019-2020,,Club Brugge,,,,6,0,3,3,4,12,-8,3,,7.4,10.4,-3,-0.51,26957,,UEFA,16,144,160,18,0.1,1.8,1.2
738,91,2019-2020,,Red Star,,,,6,1,0,5,3,20,-17,3,,4,19.8,-15.8,-2.64,43263,,UEFA,9,400,409,18,0.02200489,0.39608802,2.60391198
739,92,2019-2020,,Slavia Prague,,,,6,0,2,4,4,10,-6,2,,9.4,12.2,-2.8,-0.46,19303,,UEFA,16,100,116,18,0.137931034,2.482758621,-0.482758621
740,93,2019-2020,,Galatasaray,,,,6,0,2,4,1,14,-13,2,,4.2,16.4,-12.2,-2.03,43306,,UEFA,1,196,197,18,0.005076142,0.091370558,1.908629442
741,94,2019-2020,,Lille,,,,6,0,1,5,4,14,-10,1,,8.8,10.1,-1.3,-0.22,48208,,UEFA,16,196,212,18,0.075471698,1.358490566,-0.358490566
742,95,2019-2020,,Genk,,,,6,0,1,5,5,20,-15,1,,6.9,18.2,-11.3,-1.88,18957,,UEFA,25,400,425,18,0.058823529,1.058823529,-0.058823529
743,96,2020-2021,,Chelsea,,,,13,9,3,1,23,4,19,30,,26,9,17,1.31,333,,UEFA,529,16,545,39,0.970642202,37.85504587,-7.855045872
744,97,2020-2021,,Manchester City,,,,13,11,1,1,25,5,20,34,,22.5,7.2,15.3,1.18,2016,,UEFA,625,25,650,39,0.961538462,37.5,-3.5
745,98,2020-2021,,Real Madrid,,,,12,6,3,3,19,14,5,21,,19.2,15.6,3.7,0.3,,,UEFA,361,196,557,36,0.648114901,23.33213645,-2.332136445
746,99,2020-2021,,Paris S-G,,,,12,6,1,5,22,15,7,19,,21.4,18.8,2.6,0.22,,,UEFA,484,225,709,36,0.682651622,24.57545839,-5.575458392
747,100,2020-2021,,Bayern Munich,,,,10,8,1,1,27,10,17,25,,21.8,14,7.8,0.78,,,UEFA,729,100,829,30,0.879372738,26.38118215,-1.381182147
748,101,2020-2021,,Liverpool,,,,10,6,2,2,15,6,9,20,,14.7,13.9,0.8,0.08,,,UEFA,225,36,261,30,0.862068966,25.86206897,-5.862068966
749,102,2020-2021,,Porto,,,,10,6,1,3,15,9,6,19,,12.5,15.1,-2.6,-0.26,490,,UEFA,225,81,306,30,0.735294118,22.05882353,-3.058823529
750,103,2020-2021,,Dortmund,,,,10,5,2,3,19,13,6,17,,14.4,13.6,0.8,0.08,,,UEFA,361,169,530,30,0.681132075,20.43396226,-3.433962264
751,104,2020-2021,,Juventus,,,,8,6,0,2,18,8,10,18,,15.8,9.8,6,0.76,,,UEFA,324,64,388,24,0.835051546,20.04123711,-2.041237113
752,105,2020-2021,,Barcelona,,,,8,5,1,2,18,10,8,16,,20.4,12.9,7.5,0.94,,,UEFA,324,100,424,24,0.764150943,18.33962264,-2.339622642
753,106,2020-2021,,Sevilla,,,,8,4,2,2,13,13,0,14,,12.1,11.1,1,0.12,,,UEFA,169,169,338,24,0.5,12,2
754,107,2020-2021,,RB Leipzig,,,,8,4,0,4,11,16,-5,12,,10.6,12.8,-2.2,-0.27,250,,UEFA,121,256,377,24,0.320954907,7.702917772,4.297082228
755,108,2020-2021,,Atalanta,,,,8,3,2,3,11,12,-1,11,,11.7,10.4,1.3,0.16,,,UEFA,121,144,265,24,0.456603774,10.95849057,0.041509434
756,109,2020-2021,,Lazio,,,,8,2,4,2,13,13,0,10,,13.1,11.6,1.5,0.19,250,,UEFA,169,169,338,24,0.5,12,-2
757,110,2020-2021,,Atlético Madrid,,,,8,2,3,3,7,11,-4,9,,9.2,10.3,-1.1,-0.14,,,UEFA,49,121,170,24,0.288235294,6.917647059,2.082352941
758,111,2020-2021,,M'Gladbach,,,,8,2,2,4,16,13,3,8,,11.6,13.8,-2.3,-0.28,,,UEFA,256,169,425,24,0.602352941,14.45647059,-6.456470588
759,112,2020-2021,,Manchester Utd,,,,6,3,0,3,15,10,5,9,,11.5,8.4,3.1,0.51,374,,UEFA,225,100,325,18,0.692307692,12.46153846,-3.461538462
760,113,2020-2021,,Club Brugge,,,,6,2,2,2,8,10,-2,8,,8.5,9.3,-0.8,-0.13,,,UEFA,64,100,164,18,0.390243902,7.024390244,0.975609756
761,114,2020-2021,,Shakhtar,,,,6,2,2,2,5,12,-7,8,,4.7,11,-6.3,-1.05,3393,,UEFA,25,144,169,18,0.147928994,2.662721893,5.337278107
762,115,2020-2021,,Ajax,,,,6,2,1,3,7,7,0,7,,8.1,8,0,0.01,,,UEFA,49,49,98,18,0.5,9,-2
763,116,2020-2021,,Inter,,,,6,1,3,2,7,9,-2,6,,8.3,6.5,1.8,0.3,333,,UEFA,49,81,130,18,0.376923077,6.784615385,-0.784615385
764,117,2020-2021,,Krasnodar,,,,6,1,2,3,6,11,-5,5,,6.4,11.9,-5.5,-0.92,9948,,UEFA,36,121,157,18,0.229299363,4.127388535,0.872611465
765,118,2020-2021,,RB Salzburg,,,,6,1,1,4,10,17,-7,4,,11.2,9.3,2,0.33,1000,,UEFA,100,289,389,18,0.257069409,4.627249357,-0.627249357
766,119,2020-2021,,Dynamo Kyiv,,,,6,1,1,4,4,13,-9,4,,6.3,13,-6.7,-1.12,4950,,UEFA,16,169,185,18,0.086486486,1.556756757,2.443243243
767,120,2020-2021,,Loko Moscow,,,,6,0,3,3,5,10,-5,3,,4.9,11.1,-6.2,-1.03,7701,,UEFA,25,100,125,18,0.2,3.6,-0.6
768,121,2020-2021,,Olympiacos,,,,6,1,0,5,2,10,-8,3,,4.1,9.5,-5.4,-0.9,,,UEFA,4,100,104,18,0.038461538,0.692307692,2.307692308
769,122,2020-2021,,Başakşehir,,,,6,1,0,5,7,18,-11,3,,5.2,12.2,-7,-1.16,233,,UEFA,49,324,373,18,0.131367292,2.36461126,0.63538874
770,123,2020-2021,,Marseille,,,,6,1,0,5,2,13,-11,3,,5.9,10.1,-4.3,-0.71,,,UEFA,4,169,173,18,0.023121387,0.416184971,2.583815029
771,124,2020-2021,,Midtjylland,,,,6,0,2,4,4,13,-9,2,,7.1,11.3,-4.2,-0.71,88,,UEFA,16,169,185,18,0.086486486,1.556756757,0.443243243
772,125,2020-2021,,Rennes,,,,6,0,1,5,3,11,-8,1,,7.6,12.4,-4.8,-0.8,1658,,UEFA,9,121,130,18,0.069230769,1.246153846,-0.246153846
773,126,2020-2021,,Zenit,,,,6,0,1,5,4,13,-9,1,,5.6,11.3,-5.7,-0.95,14990,,UEFA,16,169,185,18,0.086486486,1.556756757,-0.556756757
774,127,2020-2021,,Ferencváros,,,,6,0,1,5,5,17,-12,1,,5.6,12.7,-7.1,-1.19,8234,,UEFA,25,289,314,18,0.079617834,1.433121019,-0.433121019
775,128,2021-2022,,Real Madrid,,,,13,9,0,4,29,14,15,27,,21.7,20.8,0.8,0.06,48111,,UEFA,841,196,1037,39,0.81099325,31.62873674,-4.628736741
776,129,2021-2022,,Liverpool,,,,13,10,1,2,30,14,16,31,,27.3,13.1,14.2,1.09,64118,,UEFA,900,196,1096,39,0.821167883,32.02554745,-1.025547445
777,130,2021-2022,,Manchester City,,,,12,7,2,3,29,16,13,23,,26.6,11.5,15.1,1.26,49295,,UEFA,841,256,1097,36,0.766636281,27.59890611,-4.598906108
778,131,2021-2022,,Villarreal,,,,12,5,3,4,20,16,4,18,,19.4,18.6,0.9,0.07,18610,,UEFA,400,256,656,36,0.609756098,21.95121951,-3.951219512
779,132,2021-2022,,Bayern Munich,,,,10,7,2,1,31,7,24,23,,26.3,7.7,18.6,1.86,34000,,UEFA,961,49,1010,30,0.951485149,28.54455446,-5.544554455
780,133,2021-2022,,Chelsea,,,,10,7,1,2,21,10,11,22,,19,11,8,0.8,39076,,UEFA,441,100,541,30,0.815157116,24.45471349,-2.454713494
781,134,2021-2022,,Benfica,,,,10,3,4,3,14,17,-3,13,,11.8,21.4,-9.7,-0.97,47128,,UEFA,196,289,485,30,0.404123711,12.12371134,0.87628866
782,135,2021-2022,,Atlético Madrid,,,,10,3,3,4,9,10,-1,12,,12.2,13.2,-1.1,-0.11,58158,,UEFA,81,100,181,30,0.447513812,13.42541436,-1.425414365
783,136,2021-2022,,Ajax,,,,8,6,1,1,22,8,14,19,,19,10,8.9,1.12,40181,,UEFA,484,64,548,24,0.883211679,21.19708029,-2.197080292
784,137,2021-2022,,Juventus,,,,8,5,1,2,11,10,1,16,,13.3,10.6,2.7,0.34,21968,,UEFA,121,100,221,24,0.547511312,13.14027149,2.859728507
785,138,2021-2022,,Paris S-G,,,,8,4,2,2,15,11,4,14,,15.2,13.9,1.3,0.16,44911,,UEFA,225,121,346,24,0.650289017,15.60693642,-1.606936416
786,139,2021-2022,,Inter,,,,8,4,1,3,9,7,2,13,,12.8,7.8,5,0.62,41133,,UEFA,81,49,130,24,0.623076923,14.95384615,-1.953846154
787,140,2021-2022,,Manchester Utd,,,,8,3,3,2,12,10,2,12,,9.4,10.6,-1.2,-0.15,72893,,UEFA,144,100,244,24,0.590163934,14.16393443,-2.163934426
788,141,2021-2022,,Lille,,,,8,3,2,3,8,8,0,11,,10.5,7.5,2.9,0.37,37824,,UEFA,64,64,128,24,0.5,12,-1
789,142,2021-2022,,RB Salzburg,,,,8,3,2,3,10,14,-4,11,,12.3,12.7,-0.5,-0.06,20812,,UEFA,100,196,296,24,0.337837838,8.108108108,2.891891892
790,143,2021-2022,,Sporting CP,,,,8,3,1,4,14,17,-3,10,,12.2,12.7,-0.5,-0.07,37672,,UEFA,196,289,485,24,0.404123711,9.698969072,0.301030928
791,144,2021-2022,,Dortmund,,,,6,3,0,3,10,11,-1,9,,11.5,7.6,3.8,0.64,31607,,UEFA,100,121,221,18,0.452488688,8.14479638,0.85520362
792,145,2021-2022,,RB Leipzig,,,,6,2,1,3,15,14,1,7,,13.4,11,2.4,0.4,21098,,UEFA,225,196,421,18,0.534441805,9.619952494,-2.619952494
793,146,2021-2022,,Sheriff Tiraspol,,,,6,2,1,3,7,11,-4,7,,4.4,12.2,-7.9,-1.32,5689,,UEFA,49,121,170,18,0.288235294,5.188235294,1.811764706
794,147,2021-2022,,Barcelona,,,,6,2,1,3,2,9,-7,7,,6.2,9.4,-3.2,-0.53,45092,,UEFA,4,81,85,18,0.047058824,0.847058824,6.152941176
795,148,2021-2022,,Sevilla,,,,6,1,3,2,5,5,0,6,,7.2,7.8,-0.6,-0.09,25468,,UEFA,25,25,50,18,0.5,9,-3
796,149,2021-2022,,Atalanta,,,,6,1,3,2,12,13,-1,6,,10.2,9.1,1.1,0.18,11556,,UEFA,144,169,313,18,0.460063898,8.28115016,-2.28115016
797,150,2021-2022,,Zenit,,,,6,1,2,3,10,10,0,5,,9.8,8,1.9,0.31,21135,,UEFA,100,100,200,18,0.5,9,-4
798,151,2021-2022,,Young Boys,,,,6,1,2,3,7,12,-5,5,,7.4,10.3,-3,-0.5,29879,,UEFA,49,144,193,18,0.25388601,4.569948187,0.430051813
799,152,2021-2022,,Wolfsburg,,,,6,1,2,3,5,10,-5,5,,4.8,11.1,-6.2,-1.04,11463,,UEFA,25,100,125,18,0.2,3.6,1.4
800,153,2021-2022,,Porto,,,,6,1,2,3,4,11,-7,5,,8,8.8,-0.8,-0.13,31493,,UEFA,16,121,137,18,0.116788321,2.102189781,2.897810219
801,154,2021-2022,,Milan,,,,6,1,1,4,6,9,-3,4,,5.8,10.2,-4.5,-0.74,43762,,UEFA,36,81,117,18,0.307692308,5.538461538,-1.538461538
802,155,2021-2022,,Club Brugge,,,,6,1,1,4,6,20,-14,4,,6.1,19.5,-13.4,-2.23,25511,,UEFA,36,400,436,18,0.082568807,1.486238532,2.513761468
803,156,2021-2022,,Shakhtar,,,,6,0,2,4,2,12,-10,2,,6.8,10.1,-3.3,-0.55,22349,,UEFA,4,144,148,18,0.027027027,0.486486486,1.513513514
804,157,2021-2022,,Dynamo Kyiv,,,,6,0,1,5,1,11,-10,1,,4.2,8.9,-4.8,-0.79,27256,,UEFA,1,121,122,18,0.008196721,0.147540984,0.852459016
805,158,2021-2022,,Malmö,,,,6,0,1,5,1,14,-13,1,,1.6,15.1,-13.5,-2.25,13634,,UEFA,1,196,197,18,0.005076142,0.091370558,0.908629442
806,159,2021-2022,,Beşiktaş,,,,6,0,0,6,3,19,-16,0,,6.2,19.7,-13.5,-2.26,19031,,UEFA,9,361,370,18,0.024324324,0.437837838,-0.437837838
