ID,TableIndex,Season,League Rank,Squad,NumPlayers,Avg_Age,Avg_Poss,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Annual Wages,League,gf2,ga2,gfga,Available_Points,Pythagorean_%,Predicted_Points,Difference
238,49,2019-2020,12,Levante,71,27.7,48.3,38,14,7,17,47,53,-6,49,1.29,48.1,62.9,-14.8,-0.39,13196,19108346,La Liga,2209,2809,5018,114,0.440215225,50.18453567,-1.184535672
239,50,2019-2020,14,Eibar,70,29.3,46.3,38,11,9,18,39,56,-17,42,1.11,42,53,-11,-0.29,4151,18833186,La Liga,1521,3136,4657,114,0.326605111,37.23298261,4.767017393
240,51,2019-2020,13,Valladolid,78,27.1,44.7,38,9,15,14,32,43,-11,42,1.11,36.6,54.5,-18,-0.47,13580,15378396,La Liga,1024,1849,2873,114,0.356421859,40.63209189,1.36790811
241,52,2019-2020,15,Betis,73,27.5,56.7,38,10,11,17,48,60,-12,41,1.08,51,54.8,-3.7,-0.1,35969,36912224,La Liga,2304,3600,5904,114,0.390243902,44.48780488,-3.487804878
242,53,2019-2020,16,Alavés,82,27.6,41.5,38,10,9,19,34,59,-25,39,1.03,39.3,57.8,-18.5,-0.49,12177,24830655,La Liga,1156,3481,4637,114,0.249299116,28.4200992,10.5799008
243,54,2019-2020,17,Celta Vigo,75,25.8,51.7,38,7,16,15,37,49,-12,37,0.97,39.2,45.3,-6.1,-0.16,11995,38247261,La Liga,1369,2401,3770,114,0.363129973,41.39681698,-4.396816976
244,55,2019-2020,18,Leganés,77,26.9,43.9,38,8,12,18,30,51,-21,36,0.95,39.9,42.8,-2.9,-0.08,7539,35995024,La Liga,900,2601,3501,114,0.257069409,29.3059126,6.694087404
245,56,2019-2020,19,Mallorca,82,26.8,45,38,9,6,23,40,65,-25,33,0.87,41.1,63.5,-22.4,-0.59,10877,12759279,La Liga,1600,4225,5825,114,0.274678112,31.31330472,1.686695279
246,57,2019-2020,20,Espanyol,81,27.7,47.4,38,5,10,23,27,58,-31,25,0.66,38.6,51,-12.4,-0.33,16260,34160623,La Liga,729,3364,4093,114,0.178108967,20.30442218,4.695577816
247,58,2020-2021,1,Atlético Madrid,68,27.3,52.3,38,26,8,4,67,25,42,86,2.26,52.8,37.1,15.7,0.41,,173646443,La Liga,4489,625,5114,114,0.877786469,100.0676574,-14.06765741
248,59,2020-2021,2,Real Madrid,70,27.9,59.3,38,25,9,4,67,28,39,84,2.21,61.5,37.6,23.9,0.63,,320296616,La Liga,4489,784,5273,114,0.851318035,97.05025602,-13.05025602
249,60,2020-2021,3,Barcelona,83,26.4,65.5,38,24,7,7,85,38,47,79,2.08,73.5,40.8,32.7,0.86,,358605024,La Liga,7225,1444,8669,114,0.833429461,95.01095859,-16.01095859
250,61,2020-2021,4,Sevilla,78,28.1,60.9,38,24,5,9,53,33,20,77,2.03,54.4,34.8,19.6,0.52,,95276751,La Liga,2809,1089,3898,114,0.720625962,82.15135967,-5.151359672
251,62,2020-2021,5,Real Sociedad,81,25,54.9,38,17,11,10,59,38,21,62,1.63,60.7,39.2,21.5,0.57,,52015463,La Liga,3481,1444,4925,114,0.70680203,80.57543147,-18.57543147
252,63,2020-2021,6,Betis,81,27.9,53.6,38,17,10,11,50,50,0,61,1.61,49.1,46.8,2.2,0.06,,40295678,La Liga,2500,2500,5000,114,0.5,57,4
253,64,2020-2021,7,Villarreal,78,28,55.2,38,15,13,10,60,44,16,58,1.53,56.4,42.5,13.9,0.37,253,98415618,La Liga,3600,1936,5536,114,0.650289017,74.13294798,-16.13294798
254,65,2020-2021,8,Celta Vigo,72,26.6,53.3,38,14,11,13,55,57,-2,53,1.39,50.4,51,-0.6,-0.02,91,43189954,La Liga,3025,3249,6274,114,0.48214855,54.96493465,-1.964934651
255,66,2020-2021,9,Granada,80,27.4,41.4,38,13,7,18,47,65,-18,46,1.21,41.1,56.2,-15,-0.4,,27577161,La Liga,2209,4225,6434,114,0.343332297,39.13988188,6.860118122
256,67,2020-2021,10,Athletic Club,80,26.6,49.9,38,11,13,14,46,42,4,46,1.21,43.1,37.7,5.4,0.14,,73905978,La Liga,2116,1764,3880,114,0.545360825,62.17113402,-16.17113402
257,68,2020-2021,11,Osasuna,77,27.9,43.2,38,11,11,16,37,48,-11,44,1.16,38.7,47.8,-9,-0.24,,25620469,La Liga,1369,2304,3673,114,0.372719848,42.49006262,1.509937381
258,69,2020-2021,12,Cádiz,85,28.8,34.8,38,11,11,16,36,58,-22,44,1.16,34.7,55.4,-20.7,-0.54,,19780961,La Liga,1296,3364,4660,114,0.278111588,31.70472103,12.29527897
259,70,2020-2021,13,Valencia,78,25.2,46.9,38,10,13,15,50,53,-3,43,1.13,42.6,52.2,-9.6,-0.25,142,76830834,La Liga,2500,2809,5309,114,0.470898474,53.68242607,-10.68242607
260,71,2020-2021,14,Levante,72,28,52.2,38,9,14,15,46,57,-11,41,1.08,40.4,53.4,-13,-0.34,,19006435,La Liga,2116,3249,5365,114,0.394408201,44.96253495,-3.962534949
261,72,2020-2021,15,Getafe,71,26.7,43.3,38,9,11,18,28,43,-15,38,1,34.4,40.3,-5.9,-0.16,,26282889,La Liga,784,1849,2633,114,0.29775921,33.94454994,4.055450057
262,73,2020-2021,16,Alavés,77,28.7,42.8,38,9,11,18,36,57,-21,38,1,42.6,49.9,-7.3,-0.19,,23857405,La Liga,1296,3249,4545,114,0.285148515,32.50693069,5.493069307
263,74,2020-2021,17,Elche,72,28.1,47.5,38,8,12,18,34,55,-21,36,0.95,29.9,60.9,-31,-0.82,185,13763102,La Liga,1156,3025,4181,114,0.276488878,31.51973212,4.480267878
264,75,2020-2021,18,Huesca,81,28,48.3,38,7,13,18,34,53,-19,34,0.89,38.9,48.4,-9.5,-0.25,,17538912,La Liga,1156,2809,3965,114,0.291551072,33.23682219,0.763177806
265,76,2020-2021,19,Valladolid,79,28.1,45.2,38,5,16,17,34,57,-23,31,0.82,40.1,52.9,-12.8,-0.34,,23673967,La Liga,1156,3249,4405,114,0.262429058,29.9169126,1.083087401
266,77,2020-2021,20,Eibar,74,28.2,49.3,38,6,12,20,29,52,-23,30,0.79,45.2,45.7,-0.5,-0.01,,18996243,La Liga,841,2704,3545,114,0.237235543,27.0448519,2.955148096
267,78,2021-2022,1,Real Madrid,77,27.7,59.9,38,26,8,4,80,31,49,86,2.26,71.7,43.9,27.8,0.73,41235,328755245,La Liga,6400,961,7361,114,0.869447086,99.1169678,-13.1169678
268,79,2021-2022,2,Barcelona,91,26.2,64.2,38,21,10,7,68,38,30,73,1.92,63.4,34.4,29,0.76,53982,257575384,La Liga,4624,1444,6068,114,0.762030323,86.87145682,-13.87145682
269,80,2021-2022,3,Atlético Madrid,70,28.1,50.6,38,21,8,9,65,43,22,71,1.87,54.4,33.4,21.1,0.56,48039,170527961,La Liga,4225,1849,6074,114,0.695587751,79.29700362,-8.297003622
270,81,2021-2022,4,Sevilla,82,28.6,59.4,38,18,16,4,53,30,23,70,1.84,42.4,36.9,5.4,0.14,29756,101136644,La Liga,2809,900,3709,114,0.757346994,86.33755729,-16.33755729
271,82,2021-2022,5,Betis,83,28.9,53.7,38,19,8,11,62,40,22,65,1.71,53.5,43.4,10.1,0.27,41749,48886789,La Liga,3844,1600,5444,114,0.706098457,80.4952241,-15.4952241
272,83,2021-2022,6,Real Sociedad,80,25.7,54.3,38,17,11,10,40,37,3,62,1.63,51.5,38.7,12.8,0.34,26813,51414186,La Liga,1600,1369,2969,114,0.538901987,61.43482654,0.565173459
273,84,2021-2022,7,Villarreal,78,28,56.8,38,16,11,11,63,37,26,59,1.55,64.2,44.8,19.4,0.51,14293,108086988,La Liga,3969,1369,5338,114,0.743536905,84.76320719,-25.76320719
274,85,2021-2022,8,Athletic Club,78,26.9,48.1,38,14,13,11,43,36,7,55,1.45,49.6,38.4,11.3,0.3,32949,65325058,La Liga,1849,1296,3145,114,0.587917329,67.02257552,-12.02257552
275,86,2021-2022,9,Valencia,80,24.8,43.6,38,11,15,12,48,53,-5,48,1.26,39,47.7,-8.7,-0.23,27349,70135269,La Liga,2304,2809,5113,114,0.450616077,51.37023274,-3.37023274
276,87,2021-2022,10,Osasuna,78,27.7,46.9,38,12,11,15,37,51,-14,47,1.24,36.7,46.3,-9.6,-0.25,17107,17222987,La Liga,1369,2601,3970,114,0.344836272,39.31133501,7.688664987
277,88,2021-2022,11,Celta Vigo,64,28.4,55.2,38,12,10,16,43,43,0,46,1.21,43.1,45.7,-2.6,-0.07,10014,39113509,La Liga,1849,1849,3698,114,0.5,57,-11
278,89,2021-2022,13,Elche,73,29.1,48.4,38,11,9,18,40,52,-12,42,1.11,33.7,59.1,-25.4,-0.67,15640,19684141,La Liga,1600,2704,4304,114,0.371747212,42.37918216,-0.379182156
279,90,2021-2022,12,Rayo Vallecano,76,27.5,49.9,38,11,9,18,39,50,-11,42,1.11,42.8,48.4,-5.6,-0.15,7866,10838253,La Liga,1521,2500,4021,114,0.378264113,43.12210893,-1.122108928
280,91,2021-2022,14,Espanyol,78,27.7,46.9,38,10,12,16,40,53,-13,42,1.11,36.7,51.2,-14.5,-0.38,17362,30124941,La Liga,1600,2809,4409,114,0.36289408,41.36992515,0.630074847
281,92,2021-2022,16,Mallorca,83,27.9,45.3,38,10,9,19,36,63,-27,39,1.03,38.8,49.3,-10.5,-0.28,12712,21798801,La Liga,1296,3969,5265,114,0.246153846,28.06153846,10.93846154
282,93,2021-2022,17,Cádiz,89,28.5,41.3,38,8,15,15,35,51,-16,39,1.03,39.5,48.3,-8.7,-0.23,14055,20331279,La Liga,1225,2601,3826,114,0.320177731,36.50026137,2.49973863
283,94,2021-2022,15,Getafe,81,26.6,41.5,38,8,15,15,33,41,-8,39,1.03,29.3,38.6,-9.3,-0.25,8702,38731337,La Liga,1089,1681,2770,114,0.393140794,44.81805054,-5.818050542
284,95,2021-2022,18,Granada,84,28.1,44.7,38,8,14,16,44,61,-17,38,1,39,61.2,-22.2,-0.59,13710,26435758,La Liga,1936,3721,5657,114,0.342230864,39.01431854,-1.014318543
285,96,2021-2022,19,Levante,83,28,47.2,38,8,11,19,51,76,-25,35,0.92,55.1,55,0.1,0,14961,19918540,La Liga,2601,5776,8377,114,0.310493017,35.39620389,-0.396203892
286,97,2021-2022,20,Alavés,72,27.9,42,38,8,7,23,31,65,-34,31,0.82,37.3,57,-19.7,-0.52,10952,24127471,La Liga,961,4225,5186,114,0.185306595,21.12495179,9.875048207
287,0,2017-2018,1,Paris S-G,35,26.1,66.3,38,29,6,3,108,29,79,93,2.45,86.1,34.3,51.7,1.36,46930,206435344,Ligue1,11664,841,12505,114,0.932746901,106.3331467,-13.33314674
288,1,2017-2018,2,Monaco,38,25.8,50.9,38,24,8,6,85,45,40,80,2.11,62.3,48.5,13.8,0.36,9243,69656287,Ligue1,7225,2025,9250,114,0.781081081,89.04324324,-9.043243243
289,2,2017-2018,4,Lyon,34,24.4,55.6,38,23,9,6,87,43,44,78,2.05,63.4,40.1,23.3,0.61,44047,37781525,Ligue1,7569,1849,9418,114,0.803673816,91.61881504,-13.61881504
290,3,2017-2018,3,Marseille,29,27.2,57.8,38,22,11,5,80,47,33,77,2.03,78.1,41.8,36.3,0.96,46616,53281198,Ligue1,6400,2209,8609,114,0.743408061,84.74851899,-7.748518992
291,4,2017-2018,11,Rennes,35,24.2,49.9,38,16,10,12,50,44,6,58,1.53,49.8,49.3,0.5,0.01,23111,14425526,Ligue1,2500,1936,4436,114,0.563570784,64.24706943,-6.247069432
292,5,2017-2018,8,Bordeaux,37,25.1,50.6,38,16,7,15,53,48,5,55,1.45,51,43.6,7.5,0.2,26048,19977645,Ligue1,2809,2304,5113,114,0.549383923,62.62976726,-7.62976726
293,6,2017-2018,7,Saint-Étienne,40,26.6,51.3,38,15,10,13,47,50,-3,55,1.45,51,54.1,-3.1,-0.08,27563,20871408,Ligue1,2209,2500,4709,114,0.46910172,53.47759609,1.522403907
294,7,2017-2018,6,Nice,39,25,58.1,38,15,9,14,53,52,1,54,1.42,49.2,49.5,-0.3,-0.01,22876,22226825,Ligue1,2809,2704,5513,114,0.509522946,58.08561582,-4.085615817
295,8,2017-2018,10,Nantes,36,25.6,43.7,38,14,10,14,36,41,-5,52,1.37,41.8,38.1,3.7,0.1,24559,1563490,Ligue1,1296,1681,2977,114,0.435337588,49.62848505,2.371514948
296,9,2017-2018,14,Montpellier,30,26.4,47,38,11,18,9,36,33,3,51,1.34,42.6,39,3.6,0.1,13458,12235453,Ligue1,1296,1089,2385,114,0.543396226,61.94716981,-10.94716981
297,10,2017-2018,15,Dijon,35,26.6,48.4,38,13,9,16,55,73,-18,48,1.26,41.6,63.8,-22.2,-0.58,12228,11215324,Ligue1,3025,5329,8354,114,0.362101987,41.27962653,6.720373474
298,11,2017-2018,19,Guingamp,30,27.2,49.7,38,12,11,15,48,59,-11,47,1.24,45.5,49,-3.5,-0.09,14502,9388060,Ligue1,2304,3481,5785,114,0.398271392,45.40293863,1.597061366
299,12,2017-2018,13,Amiens,34,27.5,43.3,38,12,9,17,37,42,-5,45,1.18,32.8,54.9,-22.1,-0.58,9521,12565645,Ligue1,1369,1764,3133,114,0.436961379,49.81359719,-4.813597191
300,13,2017-2018,18,Angers,33,27.1,45.1,38,9,14,15,42,52,-10,41,1.08,47.6,45.8,1.8,0.05,11065,10323602,Ligue1,1764,2704,4468,114,0.39480752,45.0080573,-4.008057296
301,14,2017-2018,16,Strasbourg,31,27.2,49.1,38,9,11,18,44,67,-23,38,1,45.5,58.4,-12.9,-0.34,24064,1110479,Ligue1,1936,4489,6425,114,0.301322957,34.35081712,3.649182879
302,15,2017-2018,17,Caen,33,27.3,45.5,38,10,8,20,27,52,-25,38,1,42.8,48,-5.2,-0.14,17187,10658893,Ligue1,729,2704,3433,114,0.212350714,24.20798136,13.79201864
303,16,2017-2018,5,Lille,32,22.6,53.8,38,10,8,20,41,67,-26,38,1,36.4,57.9,-21.5,-0.57,31453,27601617,Ligue1,1681,4489,6170,114,0.272447326,31.05899514,6.941004862
304,17,2017-2018,9,Toulouse,28,23.9,45.7,38,9,10,19,38,54,-16,37,0.97,45.5,52.1,-6.6,-0.17,16929,19101212,Ligue1,1444,2916,4360,114,0.331192661,37.7559633,-0.755963303
305,18,2017-2018,20,Troyes,30,26.7,42.6,38,9,6,23,32,59,-27,33,0.87,38,52,-14,-0.37,11723,71300,Ligue1,1024,3481,4505,114,0.227302997,25.91254162,7.08745838
306,19,2017-2018,12,Metz,44,27.4,45.5,38,6,8,24,34,76,-42,26,0.68,40.3,71.3,-31,-0.81,14844,13454314,Ligue1,1156,5776,6932,114,0.166762839,19.01096365,6.989036353
307,20,2018-2019,1,Paris S-G,94,26.2,63.7,38,29,4,5,105,35,70,91,2.39,88.9,37.6,51.3,1.35,46911,204733422,Ligue1,11025,1225,12250,114,0.9,102.6,-11.6
308,21,2018-2019,6,Lille,78,24.1,51.4,38,22,9,7,68,33,35,75,1.97,59.5,42.1,17.4,0.46,34079,28493341,Ligue1,4624,1089,5713,114,0.809382111,92.26956065,-17.26956065
309,22,2018-2019,4,Lyon,90,24.4,60.4,38,21,9,8,70,47,23,72,1.89,73.7,43.9,29.8,0.78,49079,4938638,Ligue1,4900,2209,7109,114,0.689267126,78.57645238,-6.576452384
310,23,2018-2019,8,Saint-Étienne,91,27.8,52.5,38,19,9,10,59,41,18,66,1.74,56.7,50.4,6.3,0.16,28400,23534345,Ligue1,3481,1681,5162,114,0.674351027,76.87601705,-10.87601705
311,24,2018-2019,3,Marseille,87,26.9,55.2,38,18,7,13,60,52,8,61,1.61,52.7,45.6,7.1,0.19,50140,76745228,Ligue1,3600,2704,6304,114,0.57106599,65.10152284,-4.101522843
312,25,2018-2019,15,Montpellier,80,28,48,38,15,14,9,53,42,11,59,1.55,50.1,41.8,8.2,0.22,13829,13483867,Ligue1,2809,1764,4573,114,0.614257599,70.02536628,-11.02536628
313,26,2018-2019,5,Nice,94,24.2,54.8,38,15,11,12,30,35,-5,56,1.47,46.3,50,-3.7,-0.1,19126,30659976,Ligue1,900,1225,2125,114,0.423529412,48.28235294,7.717647059
314,27,2018-2019,16,Reims,92,26.2,43.6,38,13,16,9,39,42,-3,55,1.45,38.1,45,-6.9,-0.18,14342,13438006,Ligue1,1521,1764,3285,114,0.463013699,52.78356164,2.216438356
315,28,2018-2019,20,Nîmes,84,24.1,45.7,38,15,8,15,57,58,-1,53,1.39,50,56.5,-6.5,-0.17,13994,976207,Ligue1,3249,3364,6613,114,0.491305005,56.0087706,-3.008770603
316,29,2018-2019,7,Rennes,96,25.7,50.6,38,13,13,12,55,52,3,52,1.37,55.6,47.6,8,0.21,23675,27188881,Ligue1,3025,2704,5729,114,0.52801536,60.19375109,-8.193751091
317,30,2018-2019,14,Strasbourg,88,26.2,50.1,38,11,16,11,58,48,10,49,1.29,41.3,51.2,-9.9,-0.26,25216,13944506,Ligue1,3364,2304,5668,114,0.59350741,67.65984474,-18.65984474
318,31,2018-2019,10,Nantes,97,25.9,50.1,38,13,9,16,48,48,0,48,1.26,49.1,47,2.1,0.05,25185,23244917,Ligue1,2304,2304,4608,114,0.5,57,-9
319,32,2018-2019,13,Angers,90,28,43.3,38,10,16,12,44,49,-5,46,1.21,50.7,47.9,2.8,0.07,11189,15889986,Ligue1,1936,2401,4337,114,0.446391515,50.8886327,-4.888632695
320,33,2018-2019,9,Bordeaux,91,25.3,50.1,38,10,11,17,34,42,-8,41,1.08,39.7,53.5,-13.7,-0.36,20838,23292819,Ligue1,1156,1764,2920,114,0.395890411,45.13150685,-4.131506849
321,34,2018-2019,19,Amiens,86,26.5,46.5,38,9,11,18,31,52,-21,38,1,35.4,49.8,-14.5,-0.38,11043,11551631,Ligue1,961,2704,3665,114,0.262210095,29.89195089,8.108049113
322,35,2018-2019,11,Toulouse,95,25.5,48.2,38,8,14,16,35,57,-22,38,1,45.7,56.4,-10.7,-0.28,16224,18778150,Ligue1,1225,3249,4474,114,0.273804202,31.21367903,6.786320966
323,36,2018-2019,2,Monaco,116,25.6,49.8,38,8,12,18,38,57,-19,36,0.95,47.4,50.2,-2.8,-0.07,8447,83710853,Ligue1,1444,3249,4693,114,0.307692308,35.07692308,0.923076923
324,37,2018-2019,18,Dijon,83,27.1,47.9,38,9,7,22,31,60,-29,34,0.89,39.8,58.2,-18.5,-0.49,13044,12606411,Ligue1,961,3600,4561,114,0.210699408,24.01973251,9.980267485
325,38,2018-2019,17,Caen,91,25.8,44,38,7,12,19,29,54,-25,33,0.87,31,63.8,-32.8,-0.86,16654,12661444,Ligue1,841,2916,3757,114,0.223848816,25.51876497,7.481235028
326,39,2018-2019,12,Guingamp,86,26,44.1,38,5,12,21,28,68,-40,27,0.71,40.4,53.4,-12.9,-0.34,14731,16751140,Ligue1,784,4624,5408,114,0.144970414,16.52662722,10.47337278
327,40,2019-2020,6,Lille,74,25.4,53.8,38,24,11,3,64,23,41,83,2.18,48.5,29.8,18.7,0.49,209,27801367,Ligue1,4096,529,4625,114,0.885621622,100.9608649,-17.96086486
328,41,2019-2020,1,Paris S-G,96,26.7,63.1,38,26,4,8,86,28,58,82,2.16,80.1,40.6,39.5,1.04,,247175346,Ligue1,7396,784,8180,114,0.904156479,103.0738386,-21.07383863
329,42,2019-2020,2,Monaco,89,24.8,55.8,38,24,6,8,76,42,34,78,2.05,68.7,34.6,34.1,0.9,,6154978,Ligue1,5776,1764,7540,114,0.766047745,87.32944297,-9.329442971
330,43,2019-2020,3,Lyon,78,25.8,54.9,38,22,10,6,81,43,38,76,2,81.4,41.5,39.9,1.05,231,56489360,Ligue1,6561,1849,8410,114,0.780142687,88.93626635,-12.93626635
331,44,2019-2020,4,Marseille,98,27.2,53.6,38,16,12,10,54,47,7,60,1.58,47,47.4,-0.4,-0.01,,54145401,Ligue1,2916,2209,5125,114,0.56897561,64.86321951,-4.863219512
332,45,2019-2020,5,Rennes,77,25.5,59.1,38,16,10,12,52,40,12,58,1.53,47.8,38.1,9.7,0.26,,29493093,Ligue1,2704,1600,4304,114,0.628252788,71.62081784,-13.62081784
333,46,2019-2020,19,Lens,83,26.4,51.1,38,15,12,11,55,54,1,57,1.5,56.4,46.8,9.6,0.25,,8662447,Ligue1,3025,2916,5941,114,0.50917354,58.04578354,-1.045783538
334,47,2019-2020,11,Montpellier,87,28,45.7,38,14,12,12,60,62,-2,54,1.42,51.9,66.2,-14.3,-0.38,,16112152,Ligue1,3600,3844,7444,114,0.483610962,55.13164965,-1.131649651
335,48,2019-2020,8,Nice,81,23.5,54.3,38,15,7,16,50,53,-3,52,1.37,48,55.6,-7.7,-0.2,,23806448,Ligue1,2500,2809,5309,114,0.470898474,53.68242607,-1.682426069
336,49,2019-2020,16,Metz,84,25.7,45.2,38,12,11,15,44,48,-4,47,1.24,44.1,49.2,-5.2,-0.14,498,9742707,Ligue1,1936,2304,4240,114,0.456603774,52.05283019,-5.052830189
337,50,2019-2020,9,Saint-Étienne,85,25.4,48.3,38,12,10,16,42,54,-12,46,1.21,48.7,50.1,-1.3,-0.04,,20372045,Ligue1,1764,2916,4680,114,0.376923077,42.96923077,3.030769231
338,51,2019-2020,7,Bordeaux,76,27.6,49.8,38,13,6,19,42,56,-14,45,1.18,43.5,54.9,-11.4,-0.3,,2529381,Ligue1,1764,3136,4900,114,0.36,41.04,3.96
339,52,2019-2020,12,Angers,94,27.9,46.4,38,12,8,18,40,58,-18,44,1.16,41.6,52.3,-10.7,-0.28,,14512148,Ligue1,1600,3364,4964,114,0.322320709,36.74456084,7.255439162
340,53,2019-2020,17,Reims,72,24.6,44.9,38,9,15,14,42,50,-8,42,1.11,32.7,59,-26.3,-0.69,,9722323,Ligue1,1764,2500,4264,114,0.41369606,47.16135084,-5.161350844
341,54,2019-2020,13,Strasbourg,76,26.8,45.7,38,11,9,18,49,58,-9,42,1.11,52.8,50.7,2.1,0.06,,14287947,Ligue1,2401,3364,5765,114,0.416478751,47.47857762,-5.478577624
342,55,2019-2020,18,Lorient,85,26.8,44.6,38,11,9,18,50,68,-18,42,1.11,48.6,52.5,-4,-0.1,,9508312,Ligue1,2500,4624,7124,114,0.350926446,40.00561482,1.994385177
343,56,2019-2020,15,Brest,81,24.9,49.3,38,11,8,19,50,66,-16,41,1.08,50,58.1,-8.1,-0.21,,10221691,Ligue1,2500,4356,6856,114,0.364644107,41.56942824,-0.569428238
344,57,2019-2020,10,Nantes,80,25.8,43.9,38,9,13,16,47,55,-8,40,1.05,49,53.6,-4.6,-0.12,,19159301,Ligue1,2209,3025,5234,114,0.422048147,48.11348873,-8.113488728
345,58,2019-2020,20,Nîmes,90,25.8,44.4,38,9,8,21,40,71,-31,35,0.92,43.3,64.2,-20.9,-0.55,,8458630,Ligue1,1600,5041,6641,114,0.240927571,27.46574311,7.534256889
346,59,2019-2020,14,Dijon,83,25.7,46.2,38,4,9,25,25,73,-48,21,0.55,33.7,72.5,-38.8,-1.02,,10873920,Ligue1,625,5329,5954,114,0.104971448,11.96674505,9.033254955
347,60,2020-2021,1,Paris S-G,108,27.8,63,38,26,8,4,90,36,54,86,2.26,76.7,39.8,36.9,0.97,41589,440969630,Ligue1,8100,1296,9396,114,0.862068966,98.27586207,-12.27586207
348,61,2020-2021,3,Marseille,89,25,61.7,38,21,8,9,63,38,25,71,1.87,58.2,39,19.2,0.51,51755,56774712,Ligue1,3969,1444,5413,114,0.733234805,83.58876778,-12.58876778
349,62,2020-2021,4,Monaco,88,24.4,54.1,38,20,9,9,65,40,25,69,1.82,59.3,40.3,19,0.5,5877,53849858,Ligue1,4225,1600,5825,114,0.725321888,82.68669528,-13.68669528
350,63,2020-2021,8,Rennes,83,25.3,55.9,38,20,6,12,82,40,42,66,1.74,62.8,42.9,19.8,0.52,25493,24377150,Ligue1,6724,1600,8324,114,0.807784719,92.08745795,-26.08745795
351,64,2020-2021,5,Nice,82,25,51.5,38,20,7,11,52,36,16,66,1.74,55.6,42.5,13.1,0.35,16055,29656151,Ligue1,2704,1296,4000,114,0.676,77.064,-11.064
352,65,2020-2021,11,Strasbourg,77,27,49.5,38,17,12,9,60,43,17,63,1.66,55.6,43.5,12.1,0.32,23555,1494315,Ligue1,3600,1849,5449,114,0.660671683,75.31657185,-12.31657185
353,66,2020-2021,18,Lens,80,26.1,50.7,38,17,11,10,62,48,14,62,1.63,50.2,42.7,7.5,0.2,28950,1038249,Ligue1,3844,2304,6148,114,0.625243982,71.27781392,-9.277813923
354,67,2020-2021,2,Lyon,88,25.6,58.4,38,17,11,10,66,51,15,61,1.61,66.9,54.6,12.4,0.33,32329,69656285,Ligue1,4356,2601,6957,114,0.626131953,71.37904269,-10.37904269
355,68,2020-2021,10,Nantes,84,26.1,43.9,38,15,10,13,55,48,7,55,1.45,45.5,52.7,-7.2,-0.19,20803,19352931,Ligue1,3025,2304,5329,114,0.567648715,64.71195346,-9.711953462
356,69,2020-2021,6,Lille,77,26.1,50.8,38,14,13,11,48,48,0,55,1.45,50.5,39.9,10.6,0.28,34346,28637040,Ligue1,2304,2304,4608,114,0.5,57,-2
357,70,2020-2021,16,Brest,80,25.4,43.9,38,13,9,16,49,57,-8,48,1.26,43.4,56.3,-12.8,-0.34,11804,10670099,Ligue1,2401,3249,5650,114,0.424955752,48.44495575,-0.444955752
358,71,2020-2021,15,Reims,84,24,42.2,38,11,13,14,43,44,-1,46,1.21,37.7,46.4,-8.7,-0.23,11071,10843344,Ligue1,1849,1936,3785,114,0.488507266,55.68982827,-9.689828269
359,72,2020-2021,12,Montpellier,75,25.8,48.2,38,12,7,19,49,61,-12,43,1.13,42.7,57.1,-14.4,-0.38,10711,12555455,Ligue1,2401,3721,6122,114,0.392192094,44.70989873,-1.709898726
360,73,2020-2021,13,Angers,81,27.4,48.4,38,10,11,17,44,55,-11,41,1.08,46.5,50,-3.6,-0.09,7758,12382204,Ligue1,1936,3025,4961,114,0.390243902,44.48780488,-3.487804878
361,74,2020-2021,14,Troyes,105,27.1,44.4,38,9,11,18,37,53,-16,38,1,39.2,50.8,-11.5,-0.3,9491,10935068,Ligue1,1369,2809,4178,114,0.327668741,37.35423648,0.645763523
362,75,2020-2021,19,Lorient,85,26.2,44.4,38,8,12,18,35,63,-28,36,0.95,41.3,50.5,-9.2,-0.24,12738,9182194,Ligue1,1225,3969,5194,114,0.235849057,26.88679245,9.113207547
363,76,2020-2021,20,Clermont Foot,89,26.9,50,38,9,9,20,38,69,-31,36,0.95,44.4,52.4,-8,-0.21,10569,4912120,Ligue1,1444,4761,6205,114,0.232715552,26.52957293,9.470427075
364,77,2020-2021,9,Saint-Étienne,91,25.1,48.5,38,7,11,20,42,77,-35,32,0.84,38.3,58.2,-19.9,-0.52,21806,20718543,Ligue1,1764,5929,7693,114,0.229299363,26.14012739,5.859872611
365,78,2020-2021,17,Metz,93,25.9,42.9,38,6,13,19,35,69,-34,31,0.82,29.2,62.5,-33.4,-0.88,14876,10445894,Ligue1,1225,4761,5986,114,0.20464417,23.32943535,7.670564651
366,79,2020-2021,7,Bordeaux,93,25.7,47.4,38,6,13,19,52,91,-39,31,0.82,44.9,66.8,-21.9,-0.58,22141,28198819,Ligue1,2704,8281,10985,114,0.246153846,28.06153846,2.938461538
367,80,2021-2022,1,Paris S-G,32,27.5,60.3,30,22,3,5,70,29,41,69,2.3,62,35.5,26.5,0.88,40067,372233147,Ligue1,4900,841,5741,90,0.853509841,76.81588573,-7.815885734
368,81,2021-2022,13,Lens,25,27,56.5,30,18,9,3,50,22,28,63,2.1,52.4,32.3,20.1,0.67,37577,724357,Ligue1,2500,484,2984,90,0.837801609,75.40214477,-12.40214477
