league,seasons,league_rank,squad,player,goals,team_total,league_total,goals_rank
Serie A,2021-2022,3,Napoli,Alessandro Zanoli,0,74,1089,24
Serie A,2021-2022,3,Napoli,Adam Ounas,0,74,1089,25
Serie A,2021-2022,3,Napoli,Gianluca Gaetano,0,74,1089,26
Serie A,2021-2022,3,Napoli,MÃ¡rio Rui,0,74,1089,27
Serie A,2021-2022,4,Roma,Tammy Abraham,17,59,1089,1
Serie A,2021-2022,4,Roma,Lorenzo Pellegrini,9,59,1089,2
Serie A,2021-2022,4,Roma,Henrikh Mkhitaryan,5,59,1089,3
Serie A,2021-2022,4,Roma,Jordan Veretout,4,59,1089,4
Serie A,2021-2022,4,Roma,Stephan El Shaarawy,3,59,1089,5
Serie A,2021-2022,4,Roma,Chris Smalling,3,59,1089,6
Serie A,2021-2022,4,Roma,Eldor Shomurodov,3,59,1089,7
Serie A,2021-2022,4,Roma,Roger Ibanez,3,59,1089,8
Serie A,2021-2022,4,Roma,SÃ©rgio Oliveira,2,59,1089,9
Serie A,2021-2022,4,Roma,Bryan Cristante,2,59,1089,10
Serie A,2021-2022,4,Roma,Felix Afena-Gyan,2,59,1089,11
Serie A,2021-2022,4,Roma,NicolÃ² Zaniolo,2,59,1089,12
Serie A,2021-2022,4,Roma,Carles PÃ©rez,1,59,1089,13
Serie A,2021-2022,4,Roma,Cristian Volpato,1,59,1089,14
Serie A,2021-2022,4,Roma,Edoardo Bove,1,59,1089,15
Serie A,2021-2022,4,Roma,Ebrima Darboe,0,59,1089,16
Serie A,2021-2022,4,Roma,Ainsley Maitland-Niles,0,59,1089,17
Serie A,2021-2022,4,Roma,Amadou Diawara,0,59,1089,18
Serie A,2021-2022,4,Roma,Borja Mayoral,0,59,1089,19
Serie A,2021-2022,4,Roma,Dimitrios Keramitsis,0,59,1089,20
Serie A,2021-2022,4,Roma,Gianluca Mancini,0,59,1089,21
Serie A,2021-2022,4,Roma,Leonardo Spinazzola,0,59,1089,22
Serie A,2021-2022,4,Roma,Marash Kumbulla,0,59,1089,23
Serie A,2021-2022,4,Roma,MatÃ­as ViÃ±a,0,59,1089,24
Serie A,2021-2022,4,Roma,Nicola Zalewski,0,59,1089,25
Serie A,2021-2022,4,Roma,Riccardo Calafiori,0,59,1089,26
Serie A,2021-2022,4,Roma,Rick Karsdorp,0,59,1089,27
Serie A,2021-2022,4,Roma,Rui PatrÃ­cio,0,59,1089,28
Serie A,2021-2022,4,Roma,Bryan Reynolds,0,59,1089,29
Serie A,2021-2022,5,Milan,Olivier Giroud,11,69,1089,1
Serie A,2021-2022,5,Milan,Rafael LeÃ£o,11,69,1089,2
Serie A,2021-2022,5,Milan,Zlatan IbrahimoviÄ‡,8,69,1089,3
Serie A,2021-2022,5,Milan,Franck KessiÃ©,6,69,1089,4
Serie A,2021-2022,5,Milan,Junior Messias,5,69,1089,5
Serie A,2021-2022,5,Milan,Sandro Tonali,5,69,1089,6
Serie A,2021-2022,5,Milan,Theo HernÃ¡ndez,5,69,1089,7
Serie A,2021-2022,5,Milan,Brahim DÃ­az,3,69,1089,8
Serie A,2021-2022,5,Milan,Alessandro Florenzi,2,69,1089,9
Serie A,2021-2022,5,Milan,Davide Calabria,2,69,1089,10
Serie A,2021-2022,5,Milan,IsmaÃ«l Bennacer,2,69,1089,11
Serie A,2021-2022,5,Milan,Ante RebiÄ‡,2,69,1089,12
Serie A,2021-2022,5,Milan,Daniel Maldini,1,69,1089,13
Serie A,2021-2022,5,Milan,Pierre Kalulu,1,69,1089,14
Serie A,2021-2022,5,Milan,Alexis Saelemaekers,1,69,1089,15
Serie A,2021-2022,5,Milan,Alessio Romagnoli,1,69,1089,16
Serie A,2021-2022,5,Milan,Simon KjÃ¦r,0,69,1089,17
Serie A,2021-2022,5,Milan,Andrea Conti,0,69,1089,18
Serie A,2021-2022,5,Milan,Fikayo Tomori,0,69,1089,19
Serie A,2021-2022,5,Milan,FodÃ© Ballo-TourÃ©,0,69,1089,20
Serie A,2021-2022,5,Milan,Luca Stanga,0,69,1089,21
Serie A,2021-2022,5,Milan,Matteo Gabbia,0,69,1089,22
Serie A,2021-2022,5,Milan,Mike Maignan,0,69,1089,23
Serie A,2021-2022,5,Milan,Pietro Pellegri,0,69,1089,24
Serie A,2021-2022,5,Milan,Ciprian TÄƒtÄƒruÈ™anu,0,69,1089,25
Serie A,2021-2022,5,Milan,Samu Castillejo,0,69,1089,26
Serie A,2021-2022,5,Milan,TiemouÃ© Bakayoko,0,69,1089,27
Serie A,2021-2022,5,Milan,Rade KruniÄ‡,0,69,1089,28
Serie A,2021-2022,6,Lazio,Ciro Immobile,27,77,1089,1
Serie A,2021-2022,6,Lazio,Sergej MilinkoviÄ‡-SaviÄ‡,11,77,1089,2
Serie A,2021-2022,6,Lazio,Pedro,9,77,1089,3
Serie A,2021-2022,6,Lazio,Felipe Anderson,6,77,1089,4
Serie A,2021-2022,6,Lazio,Luis Alberto,5,77,1089,5
Serie A,2021-2022,6,Lazio,Mattia Zaccagni,4,77,1089,6
Serie A,2021-2022,6,Lazio,Francesco Acerbi,4,77,1089,7
Serie A,2021-2022,6,Lazio,Manuel Lazzari,3,77,1089,8
Serie A,2021-2022,6,Lazio,Adam MaruÅ¡iÄ‡,1,77,1089,9
Serie A,2021-2022,6,Lazio,Patric,1,77,1089,10
Serie A,2021-2022,6,Lazio,Jovane Cabral,1,77,1089,11
Serie A,2021-2022,6,Lazio,Elseid Hysaj,1,77,1089,12
Serie A,2021-2022,6,Lazio,Danilo Cataldi,1,77,1089,13
Serie A,2021-2022,6,Lazio,Luiz Felipe,0,77,1089,14
Serie A,2021-2022,6,Lazio,Vedat Muriqi,0,77,1089,15
Serie A,2021-2022,6,Lazio,Toma BaÅ¡iÄ‡,0,77,1089,16
Serie A,2021-2022,6,Lazio,Thomas Strakosha,0,77,1089,17
Serie A,2021-2022,6,Lazio,RaÃºl Moro,0,77,1089,18
Serie A,2021-2022,6,Lazio,Luka Romero,0,77,1089,19
Serie A,2021-2022,6,Lazio,Lucas Leiva,0,77,1089,20
Serie A,2021-2022,6,Lazio,Jean-Daniel Akpa-Akpro,0,77,1089,21
Serie A,2021-2022,6,Lazio,Gonzalo Escalante,0,77,1089,22
Serie A,2021-2022,6,Lazio,È˜tefan Radu,0,77,1089,23
Serie A,2021-2022,6,Lazio,Dimitrije KamenoviÄ‡,0,77,1089,24
Serie A,2021-2022,6,Lazio,Denis Vavro,0,77,1089,25
Serie A,2021-2022,6,Lazio,Anderson Lima,0,77,1089,26
