Player,Squad,MP,Starts,Min,90s,Goals,Goals,Seasons,League
Tom Bischof,Hoffenheim,1,0,14,0.2,0,0.00,2021-2022,Bundesliga
Danny Blum,Bochum,13,2,346,3.8,2,0.52,2021-2022,Bundesliga
Kevin-Prince Boateng,Hertha BSC,18,8,696,7.7,0,0.00,2021-2022,Bundesliga
Herbert Bockhorn,Bochum,18,7,850,9.4,0,0.00,2021-2022,Bundesliga
Jean-Paul Boëtius,Mainz 05,33,19,"1,800",20.0,2,0.10,2021-2022,Bundesliga
Tarsis Bonga,Bochum,3,0,17,0.2,0,0.00,2021-2022,Bundesliga
Solomon Bonnah,RB Leipzig,1,0,6,0.1,0,0.00,2021-2022,Bundesliga
Sebastiaan Bornauw,Wolfsburg,27,23,"2,007",22.3,1,0.04,2021-2022,Bundesliga
Rafael Borré,Eint Frankfurt,31,28,"2,378",26.4,8,0.30,2021-2022,Bundesliga
Dedryck Boyata,Hertha BSC,23,22,"1,898",21.1,0,0.00,2021-2022,Bundesliga
Julian Brandt,Dortmund,31,22,"2,078",23.1,9,0.39,2021-2022,Bundesliga
Iker Bravo,Leverkusen,1,0,12,0.1,0,0.00,2021-2022,Bundesliga
Fabian Bredlow,Stuttgart,4,4,360,4.0,0,0.00,2021-2022,Bundesliga
Josip Brekalo,Wolfsburg,1,0,21,0.2,0,0.00,2021-2022,Bundesliga
Brian Brobbey,RB Leipzig,9,1,131,1.5,0,0.00,2021-2022,Bundesliga
John Brooks,Wolfsburg,31,29,"2,615",29.1,1,0.03,2021-2022,Bundesliga
Daniel Brosinski,Mainz 05,11,4,390,4.3,0,0.00,2021-2022,Bundesliga
Cédric Brunner,Arminia,27,26,"2,183",24.3,0,0.00,2021-2022,Bundesliga
Jacob Bruun Larsen,Hoffenheim,25,9,812,9.0,4,0.44,2021-2022,Bundesliga
Sascha Burchert,Greuther Fürth,14,14,"1,260",14.0,0,0.00,2021-2022,Bundesliga
Delano Burgzorg,Mainz 05,3,0,27,0.3,1,3.33,2021-2022,Bundesliga
Jonathan Burkardt,Mainz 05,34,32,"2,611",29.0,11,0.38,2021-2022,Bundesliga
Roman Bürki,Dortmund,1,1,90,1.0,0,0.00,2021-2022,Bundesliga
,,,,,,,,2021-2022,Bundesliga
Jamie Bynoe-Gittens,Dortmund,4,1,134,1.5,0,0.00,2021-2022,Bundesliga
Daniel Caligiuri,Augsburg,28,24,"2,004",22.3,4,0.18,2021-2022,Bundesliga
Emre Can,Dortmund,24,19,"1,690",18.8,5,0.27,2021-2022,Bundesliga
Koen Casteels,Wolfsburg,28,28,"2,520",28.0,0,0.00,2021-2022,Bundesliga
Gonzalo Castro,Arminia,12,4,436,4.8,1,0.21,2021-2022,Bundesliga
Julian Chabot,Köln,4,2,209,2.3,0,0.00,2021-2022,Bundesliga
Timothy Chandler,Eint Frankfurt,17,15,"1,212",13.5,0,0.00,2021-2022,Bundesliga
Justin Che,Hoffenheim,2,0,41,0.5,0,0.00,2021-2022,Bundesliga
Max Christiansen,Greuther Fürth,27,22,"2,054",22.8,0,0.00,2021-2022,Bundesliga
Kingsley Coman,Bayern Munich,21,16,"1,359",15.1,6,0.40,2021-2022,Bundesliga
Lucas Copado,Bayern Munich,1,0,16,0.2,0,0.00,2021-2022,Bundesliga
Sergio Córdova,Augsburg,13,2,328,3.6,0,0.00,2021-2022,Bundesliga
Danny da Costa,Eint Frankfurt,11,7,725,8.1,0,0.00,2021-2022,Bundesliga
Tanguy Coulibaly,Stuttgart,21,11,"1,079",12.0,0,0.00,2021-2022,Bundesliga
Mickaël Cuisance,Bayern Munich,1,0,13,0.1,0,0.00,2021-2022,Bundesliga
Matheus Cunha,Hertha BSC,1,1,64,0.7,0,0.00,2021-2022,Bundesliga
Rafael Czichos,Köln,17,16,"1,402",15.6,0,0.00,2021-2022,Bundesliga
Lennart-Marten Czyborra,Arminia,4,1,131,1.5,0,0.00,2021-2022,Bundesliga
Moanes Dabbur,Hoffenheim,27,17,"1,310",14.6,3,0.21,2021-2022,Bundesliga
Finn Dahmen,Mainz 05,2,2,180,2.0,0,0.00,2021-2022,Bundesliga
Mahmoud Dahoud,Dortmund,22,20,"1,658",18.4,2,0.11,2021-2022,Bundesliga
Márton Dárdai,Hertha BSC,12,9,755,8.4,0,0.00,2021-2022,Bundesliga
Vladimír Darida,Hertha BSC,25,23,"1,786",19.8,2,0.10,2021-2022,Bundesliga
Alphonso Davies,Bayern Munich,22,20,"1,740",19.3,0,0.00,2021-2022,Bundesliga
Saulo Decarli,Bochum,1,0,9,0.1,0,0.00,2021-2022,Bundesliga
,,,,,,,,2021-2022,Bundesliga
Thomas Delaney,Dortmund,1,0,18,0.2,0,0.00,2021-2022,Bundesliga
Kerem Demirbay,Leverkusen,29,23,"2,049",22.8,1,0.04,2021-2022,Bundesliga
Ermedin Demirović,Freiburg,31,9,871,9.7,2,0.21,2021-2022,Bundesliga
Mike van der Hoorn,Arminia,1,0,14,0.2,0,0.00,2021-2022,Bundesliga
Moussa Diaby,Leverkusen,32,32,"2,760",30.7,13,0.42,2021-2022,Bundesliga
Daniel Didavi,Stuttgart,10,2,277,3.1,0,0.00,2021-2022,Bundesliga
Javairô Dilrosun,Hertha BSC,2,1,138,1.5,0,0.00,2021-2022,Bundesliga
Lee Dongjun,Hertha BSC,4,1,118,1.3,0,0.00,2021-2022,Bundesliga
Niklas Dorsch,Augsburg,30,27,"2,324",25.8,1,0.04,2021-2022,Bundesliga
Ondrej Duda,Köln,31,20,"1,611",17.9,2,0.11,2021-2022,Bundesliga
Jeremy Dudziak,Greuther Fürth,22,15,"1,134",12.6,2,0.16,2021-2022,Bundesliga
Erik Durm,Eint Frankfurt,7,7,474,5.3,0,0.00,2021-2022,Bundesliga
Maximilian Eggestein,Freiburg,31,26,"2,194",24.4,1,0.04,2021-2022,Bundesliga
Lilian Egloff,Stuttgart,4,0,31,0.3,0,0.00,2021-2022,Bundesliga
Kingsley Ehizibue,Köln,16,6,681,7.6,0,0.00,2021-2022,Bundesliga
Julian Eitschberger,Hertha BSC,1,1,45,0.5,0,0.00,2021-2022,Bundesliga
Jurgen Ekkelenkamp,Hertha BSC,21,6,718,8.0,3,0.38,2021-2022,Bundesliga
Nico Elvedi,M'Gladbach,28,28,"2,430",27.0,1,0.04,2021-2022,Bundesliga
Breel Embolo,M'Gladbach,29,24,"2,166",24.1,9,0.37,2021-2022,Bundesliga
Keita Endo,Union Berlin,4,0,55,0.6,0,0.00,2021-2022,Bundesliga
Wataru Endo,Stuttgart,33,33,"2,899",32.2,4,0.12,2021-2022,Bundesliga
Michael Esser,Bochum,3,3,270,3.0,0,0.00,2021-2022,Bundesliga
Wahidullah Faghir,Stuttgart,6,0,123,1.4,1,0.73,2021-2022,Bundesliga
Ömer Faruk Beyaz,Stuttgart,4,0,71,0.8,0,0.00,2021-2022,Bundesliga
Adrian Fein,Greuther Fürth,3,0,32,0.4,0,0.00,2021-2022,Bundesliga
,,,,,,,,2021-2022,Bundesliga
Ohis Felix Uduokhai,Augsburg,13,8,787,8.7,0,0.00,2021-2022,Bundesliga
Edimilson Fernandes,Arminia,7,2,283,3.1,0,0.00,2021-2022,Bundesliga
Alfreð Finnbogason,Augsburg,10,3,292,3.2,2,0.62,2021-2022,Bundesliga
Mark Flekken,Freiburg,32,32,"2,880",32.0,0,0.00,2021-2022,Bundesliga
Emil Forsberg,RB Leipzig,31,20,"1,706",19.0,6,0.32,2021-2022,Bundesliga
Philipp Förster,Stuttgart,20,11,967,10.7,2,0.19,2021-2022,Bundesliga
Timothy Fosu-Mensah,Leverkusen,6,0,145,1.6,0,0.00,2021-2022,Bundesliga
Raphael Framberger,Augsburg,23,9,848,9.4,0,0.00,2021-2022,Bundesliga
Marvin Friedrich,M'Gladbach,8,7,600,6.7,0,0.00,2021-2022,Bundesliga
Marvin Friedrich,Union Berlin,13,13,"1,169",13.0,0,0.00,2021-2022,Bundesliga
Jeremie Frimpong,Leverkusen,25,25,"2,052",22.8,1,0.04,2021-2022,Bundesliga
Christian Früchtl,Bayern Munich,1,0,10,0.1,0,0.00,2021-2022,Bundesliga
Chris Führich,Stuttgart,25,21,"1,714",19.0,3,0.16,2021-2022,Bundesliga
Marius Funk,Greuther Fürth,8,8,720,8.0,0,0.00,2021-2022,Bundesliga
Stephan Fürstner,Mainz 05,1,0,5,0.1,0,0.00,2021-2022,Bundesliga
Mijat Gaćinović,Hoffenheim,4,1,110,1.2,0,0.00,2021-2022,Bundesliga
Cristian Gamboa,Bochum,23,20,"1,722",19.1,1,0.05,2021-2022,Bundesliga
Silvère Ganvoula M'Boussy,Bochum,9,0,153,1.7,0,0.00,2021-2022,Bundesliga
Linus Gechter,Hertha BSC,13,6,716,8.0,1,0.13,2021-2022,Bundesliga
Dennis Geiger,Hoffenheim,20,17,"1,377",15.3,2,0.13,2021-2022,Bundesliga
Yannick Gerhardt,Wolfsburg,27,17,"1,574",17.5,1,0.06,2021-2022,Bundesliga
Hamadi Al Ghaddioui,Stuttgart,10,7,498,5.5,2,0.36,2021-2022,Bundesliga
Niko Gießelmann,Union Berlin,28,25,"2,083",23.1,3,0.13,2021-2022,Bundesliga
Rafał Gikiewicz,Augsburg,34,34,"3,060",34.0,0,0.00,2021-2022,Bundesliga
Daniel Ginczek,Wolfsburg,2,0,13,0.1,0,0.00,2021-2022,Bundesliga
,,,,,,,,2021-2022,Bundesliga
Matthias Ginter,M'Gladbach,28,27,"2,355",26.2,1,0.04,2021-2022,Bundesliga
Serge Gnabry,Bayern Munich,34,25,"2,185",24.3,14,0.58,2021-2022,Bundesliga
Leon Goretzka,Bayern Munich,19,19,"1,396",15.5,3,0.19,2021-2022,Bundesliga
Jeffrey Gouweleeuw,Augsburg,29,29,"2,576",28.6,2,0.07,2021-2022,Bundesliga
Jens Grahl,Eint Frankfurt,1,1,90,1.0,0,0.00,2021-2022,Bundesliga
Julian Green,Greuther Fürth,24,12,"1,054",11.7,0,0.00,2021-2022,Bundesliga
Michael Gregoritsch,Augsburg,25,15,"1,392",15.5,9,0.58,2021-2022,Bundesliga
Sebastian Griesbeck,Greuther Fürth,29,28,"2,439",27.1,1,0.04,2021-2022,Bundesliga
Sebastian Griesbeck,Union Berlin,1,0,9,0.1,0,0.00,2021-2022,Bundesliga
Vincenzo Grifo,Freiburg,34,33,"2,775",30.8,9,0.29,2021-2022,Bundesliga
Lennart Grill,Leverkusen,1,1,90,1.0,0,0.00,2021-2022,Bundesliga
Florian Grillitsch,Hoffenheim,18,16,"1,496",16.6,0,0.00,2021-2022,Bundesliga
Carlos Gruezo,Augsburg,17,9,970,10.8,0,0.00,2021-2022,Bundesliga
Raphaël Guerreiro,Dortmund,23,21,"1,795",19.9,4,0.20,2021-2022,Bundesliga
Josuha Guilavogui,Wolfsburg,15,10,942,10.5,0,0.00,2021-2022,Bundesliga
Péter Gulácsi,RB Leipzig,33,33,"2,967",33.0,0,0.00,2021-2022,Bundesliga
Manuel Gulde,Freiburg,20,14,"1,225",13.6,0,0.00,2021-2022,Bundesliga
Robert Gumny,Augsburg,28,27,"2,272",25.2,0,0.00,2021-2022,Bundesliga
Christian Günter,Freiburg,34,34,"3,060",34.0,2,0.06,2021-2022,Bundesliga
Lasse Günther,Augsburg,5,1,161,1.8,0,0.00,2021-2022,Bundesliga
Joško Gvardiol,RB Leipzig,29,28,"2,409",26.8,2,0.07,2021-2022,Bundesliga
Erling Haaland,Dortmund,24,21,"1,911",21.2,22,1.04,2021-2022,Bundesliga
Janik Haberer,Freiburg,26,7,818,9.1,3,0.33,2021-2022,Bundesliga
Alexander Hack,Mainz 05,28,24,"2,074",23.0,3,0.13,2021-2022,Bundesliga
Robin Hack,Arminia,30,13,"1,364",15.2,0,0.00,2021-2022,Bundesliga
,,,,,,,,2021-2022,Bundesliga
André Hahn,Augsburg,32,25,"2,101",23.3,5,0.21,2021-2022,Bundesliga
Amadou Haidara,RB Leipzig,20,15,"1,326",14.7,3,0.20,2021-2022,Bundesliga
Marcel Halstenberg,RB Leipzig,8,5,507,5.6,1,0.18,2021-2022,Bundesliga
Genki Haraguchi,Union Berlin,30,23,"1,755",19.5,2,0.10,2021-2022,Bundesliga
Luis Hartwig,Bochum,1,0,2,0.0,0,0.00,2021-2022,Bundesliga
Makoto Hasebe,Eint Frankfurt,18,12,"1,187",13.2,0,0.00,2021-2022,Bundesliga
Thorgan Hazard,Dortmund,23,14,"1,337",14.9,4,0.27,2021-2022,Bundesliga
Jonas Hector,Köln,30,30,"2,553",28.4,0,0.00,2021-2022,Bundesliga
Hwang Hee-chan,RB Leipzig,2,0,49,0.5,0,0.00,2021-2022,Bundesliga
Dominique Heintz,Union Berlin,7,7,467,5.2,0,0.00,2021-2022,Bundesliga
Dominique Heintz,Freiburg,1,0,29,0.3,0,0.00,2021-2022,Bundesliga
Benjamin Henrichs,RB Leipzig,22,12,"1,143",12.7,3,0.24,2021-2022,Bundesliga
Lucas Hernández,Bayern Munich,25,25,"2,030",22.6,0,0.00,2021-2022,Bundesliga
Patrick Herrmann,M'Gladbach,23,5,754,8.4,0,0.00,2021-2022,Bundesliga
Piero Hincapié,Leverkusen,27,20,"1,754",19.5,1,0.05,2021-2022,Bundesliga
Martin Hinteregger,Eint Frankfurt,27,25,"2,222",24.7,1,0.04,2021-2022,Bundesliga
Marwin Hitz,Dortmund,5,4,405,4.5,0,0.00,2021-2022,Bundesliga
Nicolas Höfler,Freiburg,30,30,"2,600",28.9,2,0.07,2021-2022,Bundesliga
Jonas Hofmann,M'Gladbach,26,24,"2,078",23.1,12,0.52,2021-2022,Bundesliga
Lucas Höler,Freiburg,34,30,"2,583",28.7,7,0.24,2021-2022,Bundesliga
Gerrit Holtmann,Bochum,29,23,"1,840",20.4,5,0.24,2021-2022,Bundesliga
Justin Hoogma,Greuther Fürth,3,3,270,3.0,0,0.00,2021-2022,Bundesliga
Jannes Horn,Köln,11,3,478,5.3,0,0.00,2021-2022,Bundesliga
Timo Horn,Köln,13,13,"1,170",13.0,0,0.00,2021-2022,Bundesliga
Lukáš Hrádecký,Leverkusen,32,32,"2,880",32.0,0,0.00,2021-2022,Bundesliga
,,,,,,,,2021-2022,Bundesliga
Branimir Hrgota,Greuther Fürth,34,33,"2,777",30.9,9,0.29,2021-2022,Bundesliga
Ajdin Hrustic,Eint Frankfurt,23,9,964,10.7,2,0.19,2021-2022,Bundesliga
Timo Hübers,Köln,20,20,"1,740",19.3,1,0.05,2021-2022,Bundesliga
Benjamin Hübner,Hoffenheim,5,5,375,4.2,1,0.24,2021-2022,Bundesliga
Mats Hummels,Dortmund,23,20,"1,765",19.6,1,0.05,2021-2022,Bundesliga
Iago,Augsburg,28,26,"2,174",24.2,2,0.08,2021-2022,Bundesliga
Stefan Ilsanker,Eint Frankfurt,12,3,266,3.0,0,0.00,2021-2022,Bundesliga
Burak İnce,Arminia,5,1,139,1.5,0,0.00,2021-2022,Bundesliga
Marcus Ingvartsen,Union Berlin,2,2,122,1.4,0,0.00,2021-2022,Bundesliga
Marcus Ingvartsen,Mainz 05,26,6,680,7.6,6,0.79,2021-2022,Bundesliga
Hiroki Ito,Stuttgart,29,26,"2,348",26.1,1,0.04,2021-2022,Bundesliga
Cedric Itten,Greuther Fürth,12,7,635,7.1,2,0.28,2021-2022,Bundesliga
Gian-Luca Itter,Greuther Fürth,24,16,"1,455",16.2,0,0.00,2021-2022,Bundesliga
Lee Jae-sung,Mainz 05,27,19,"1,436",16.0,4,0.25,2021-2022,Bundesliga
Paul Jaeckel,Union Berlin,24,22,"2,047",22.7,0,0.00,2021-2022,Bundesliga
Kristijan Jakić,Eint Frankfurt,26,21,"1,879",20.9,1,0.05,2021-2022,Bundesliga
Tony Jantschke,M'Gladbach,3,3,225,2.5,0,0.00,2021-2022,Bundesliga
Dennis Jastrzembski,Hertha BSC,8,1,225,2.5,0,0.00,2021-2022,Bundesliga
Fredrik Jensen,Augsburg,12,2,418,4.6,0,0.00,2021-2022,Bundesliga
Marco John,Hoffenheim,2,0,42,0.5,0,0.00,2021-2022,Bundesliga
Stevan Jovetić,Hertha BSC,18,13,"1,017",11.3,6,0.53,2021-2022,Bundesliga
Gideon Jung,Greuther Fürth,5,1,142,1.6,0,0.00,2021-2022,Bundesliga
Anton Kade,Hertha BSC,4,0,77,0.9,0,0.00,2021-2022,Bundesliga
Pavel Kadeřábek,Hoffenheim,19,14,"1,195",13.3,1,0.08,2021-2022,Bundesliga
Florian Kainz,Köln,32,31,"2,320",25.8,4,0.16,2021-2022,Bundesliga
,,,,,,,,2021-2022,Bundesliga
Sasa Kalajdzic,Stuttgart,15,13,"1,221",13.6,6,0.44,2021-2022,Bundesliga
Daichi Kamada,Eint Frankfurt,32,23,"2,139",23.8,4,0.17,2021-2022,Bundesliga
Kevin Kampl,RB Leipzig,27,25,"1,899",21.1,0,0.00,2021-2022,Bundesliga
Stefanos Kapino,Arminia,1,1,90,1.0,0,0.00,2021-2022,Bundesliga
Atakan Karazor,Stuttgart,24,23,"1,898",21.1,0,0.00,2021-2022,Bundesliga
Silas Katompa,Stuttgart,9,3,277,3.1,0,0.00,2021-2022,Bundesliga
Noah Katterbach,Köln,1,0,16,0.2,0,0.00,2021-2022,Bundesliga
Yannik Keitel,Freiburg,12,5,504,5.6,0,0.00,2021-2022,Bundesliga
Marc-Oliver Kempf,Hertha BSC,12,12,"1,051",11.7,0,0.00,2021-2022,Bundesliga
Marc-Oliver Kempf,Stuttgart,12,10,840,9.3,3,0.32,2021-2022,Bundesliga
Rani Khedira,Union Berlin,32,32,"2,757",30.6,0,0.00,2021-2022,Bundesliga
Luca Kilian,Mainz 05,1,0,1,0.0,0,0.00,2021-2022,Bundesliga
Luca Kilian,Köln,30,25,"2,281",25.3,1,0.04,2021-2022,Bundesliga
Joshua Kimmich,Bayern Munich,28,28,"2,474",27.5,3,0.11,2021-2022,Bundesliga
Philipp Klement,Stuttgart,6,3,338,3.8,1,0.27,2021-2022,Bundesliga
Mateo Klimowicz,Stuttgart,15,7,603,6.7,0,0.00,2021-2022,Bundesliga
Fabian Klos,Arminia,25,14,"1,420",15.8,3,0.19,2021-2022,Bundesliga
Lukas Klostermann,RB Leipzig,23,17,"1,648",18.3,0,0.00,2021-2022,Bundesliga
Lukas Klünter,Hertha BSC,5,2,194,2.2,0,0.00,2021-2022,Bundesliga
Ansgar Knauff,Dortmund,5,0,114,1.3,0,0.00,2021-2022,Bundesliga
Ansgar Knauff,Eint Frankfurt,12,8,759,8.4,1,0.12,2021-2022,Bundesliga
Robin Knoche,Union Berlin,33,33,"2,970",33.0,0,0.00,2021-2022,Bundesliga
Gregor Kobel,Dortmund,29,29,"2,565",28.5,0,0.00,2021-2022,Bundesliga
Dominik Kohr,Mainz 05,22,19,"1,614",17.9,0,0.00,2021-2022,Bundesliga
Kouadio Koné,M'Gladbach,27,26,"2,183",24.3,2,0.08,2021-2022,Bundesliga
,,,,,,,,2021-2022,Bundesliga
Odilon Kossonou,Leverkusen,27,20,"1,793",19.9,0,0.00,2021-2022,Bundesliga
Filip Kostić,Eint Frankfurt,31,28,"2,522",28.0,4,0.14,2021-2022,Bundesliga
Andrej Kramarić,Hoffenheim,32,30,"2,707",30.1,6,0.20,2021-2022,Bundesliga
Christoph Kramer,M'Gladbach,18,7,748,8.3,0,0.00,2021-2022,Bundesliga
Florian Krüger,Arminia,27,12,"1,129",12.5,1,0.08,2021-2022,Bundesliga
Max Kruse,Wolfsburg,14,14,"1,128",12.5,7,0.56,2021-2022,Bundesliga
Max Kruse,Union Berlin,16,16,"1,270",14.1,5,0.35,2021-2022,Bundesliga
Lukas Kübler,Freiburg,29,27,"2,327",25.9,2,0.08,2021-2022,Bundesliga
Fabian Kunze,Arminia,22,13,"1,260",14.0,0,0.00,2021-2022,Bundesliga
Maxence Lacroix,Wolfsburg,29,29,"2,491",27.7,0,0.00,2021-2022,Bundesliga
Konrad Laimer,RB Leipzig,26,15,"1,240",13.8,4,0.29,2021-2022,Bundesliga
Stefan Lainer,M'Gladbach,21,19,"1,471",16.3,1,0.06,2021-2022,Bundesliga
Vassilis Lambropoulos,Bochum,13,13,"1,168",13.0,0,0.00,2021-2022,Bundesliga
Sam Lammers,Eint Frankfurt,15,5,517,5.7,1,0.17,2021-2022,Bundesliga
Bryan Lasme,Arminia,23,7,877,9.7,2,0.21,2021-2022,Bundesliga
Maxim Leitsch,Bochum,19,17,"1,538",17.1,1,0.06,2021-2022,Bundesliga
Tim Lemperle,Köln,13,0,149,1.7,2,1.21,2021-2022,Bundesliga
Christopher Lenz,Eint Frankfurt,15,6,664,7.4,0,0.00,2021-2022,Bundesliga
Robert Lewandowski,Bayern Munich,34,34,"2,946",32.7,35,1.07,2021-2022,Bundesliga
Jamie Leweling,Greuther Fürth,33,22,"1,959",21.8,5,0.23,2021-2022,Bundesliga
Philipp Lienhart,Freiburg,32,32,"2,870",31.9,5,0.16,2021-2022,Bundesliga
Andreas Linde,Greuther Fürth,12,12,"1,080",12.0,0,0.00,2021-2022,Bundesliga
Jesper Lindstrøm,Eint Frankfurt,29,26,"1,976",22.0,5,0.23,2021-2022,Bundesliga
Dejan Ljubicic,Köln,30,22,"1,969",21.9,3,0.14,2021-2022,Bundesliga
Jürgen Locadia,Bochum,11,4,444,4.9,2,0.41,2021-2022,Bundesliga
,,,,,,,,2021-2022,Bundesliga
Anthony Losilla,Bochum,33,33,"2,935",32.6,2,0.06,2021-2022,Bundesliga
Marcel Lotka,Hertha BSC,10,9,885,9.8,0,0.00,2021-2022,Bundesliga
Eduard Löwen,Bochum,26,15,"1,416",15.7,2,0.13,2021-2022,Bundesliga
Anderson Lucoqui,Mainz 05,13,9,743,8.3,1,0.12,2021-2022,Bundesliga
Dodi Lukebakio,Hertha BSC,3,2,176,2.0,1,0.51,2021-2022,Bundesliga
Dodi Lukebakio,Wolfsburg,19,7,882,9.8,1,0.10,2021-2022,Bundesliga
Andrey Lunyov,Leverkusen,1,1,90,1.0,0,0.00,2021-2022,Bundesliga
Andreas Luthe,Union Berlin,27,27,"2,430",27.0,0,0.00,2021-2022,Bundesliga
Matej Maglica,Stuttgart,1,0,6,0.1,0,0.00,2021-2022,Bundesliga
Arne Maier,Augsburg,29,21,"1,864",20.7,1,0.05,2021-2022,Bundesliga
Donyell Malen,Dortmund,27,20,"1,684",18.7,5,0.27,2021-2022,Bundesliga
Lennard Maloney,Dortmund,2,0,9,0.1,0,0.00,2021-2022,Bundesliga
Orel Mangala,Stuttgart,28,22,"1,853",20.6,1,0.05,2021-2022,Bundesliga
Myziane Maolida,Hertha BSC,14,9,776,8.6,1,0.12,2021-2022,Bundesliga
Omar Marmoush,Wolfsburg,2,0,24,0.3,0,0.00,2021-2022,Bundesliga
Omar Marmoush,Stuttgart,21,19,"1,571",17.5,3,0.17,2021-2022,Bundesliga
Aarón Martín,Mainz 05,28,25,"2,292",25.5,1,0.04,2021-2022,Bundesliga
Josep Martinez,RB Leipzig,1,1,90,1.0,0,0.00,2021-2022,Bundesliga
Erhan Mašović,Bochum,20,17,"1,552",17.2,0,0.00,2021-2022,Bundesliga
Roberto Massimo,Stuttgart,19,11,877,9.7,2,0.21,2021-2022,Bundesliga
Konstantinos Mavropanos,Stuttgart,31,31,"2,705",30.1,4,0.13,2021-2022,Bundesliga
Eric Maxim Choupo-Moting,Bayern Munich,20,1,377,4.2,4,0.95,2021-2022,Bundesliga
Kevin Mbabu,Wolfsburg,24,14,"1,391",15.5,0,0.00,2021-2022,Bundesliga
Nathan de Medina,Arminia,19,7,775,8.6,0,0.00,2021-2022,Bundesliga
Admir Mehmedi,Wolfsburg,1,0,4,0.0,0,0.00,2021-2022,Bundesliga
,,,,,,,,2021-2022,Bundesliga
Jorge Meré,Köln,8,5,490,5.4,0,0.00,2021-2022,Bundesliga
Thomas Meunier,Dortmund,17,17,"1,402",15.6,2,0.13,2021-2022,Bundesliga
Marco Meyerhöfer,Greuther Fürth,26,25,"2,280",25.3,1,0.04,2021-2022,Bundesliga
Sven Michel,Union Berlin,13,2,338,3.8,3,0.80,2021-2022,Bundesliga
Enzo Millot,Stuttgart,6,0,53,0.6,0,0.00,2021-2022,Bundesliga
Maximilian Mittelstädt,Hertha BSC,24,16,"1,493",16.6,0,0.00,2021-2022,Bundesliga
Anthony Modeste,Köln,32,31,"2,606",29.0,20,0.69,2021-2022,Bundesliga
Kevin Möhwald,Union Berlin,16,3,354,3.9,0,0.00,2021-2022,Bundesliga
Clinton Mola,Stuttgart,3,1,113,1.3,0,0.00,2021-2022,Bundesliga
Jan Morávek,Augsburg,17,5,471,5.2,0,0.00,2021-2022,Bundesliga
Ilaix Moriba,RB Leipzig,2,0,32,0.4,0,0.00,2021-2022,Bundesliga
Youssoufa Moukoko,Dortmund,16,1,223,2.5,2,0.81,2021-2022,Bundesliga
Nordi Mukiele,RB Leipzig,28,21,"1,842",20.5,1,0.05,2021-2022,Bundesliga
Florian Müller,Stuttgart,30,30,"2,700",30.0,0,0.00,2021-2022,Bundesliga
Thomas Müller,Bayern Munich,32,32,"2,558",28.4,8,0.28,2021-2022,Bundesliga
Torben Müsel,M'Gladbach,1,0,5,0.1,0,0.00,2021-2022,Bundesliga
Jamal Musiala,Bayern Munich,30,12,"1,465",16.3,5,0.31,2021-2022,Bundesliga
Obite N'Dicka,Eint Frankfurt,32,32,"2,857",31.7,4,0.13,2021-2022,Bundesliga
Nikolas Nartey,Stuttgart,8,4,404,4.5,0,0.00,2021-2022,Bundesliga
Paul Nebel,Mainz 05,10,2,228,2.5,0,0.00,2021-2022,Bundesliga
David Nemeth,Mainz 05,6,2,311,3.5,0,0.00,2021-2022,Bundesliga
Luca Netz,M'Gladbach,24,17,"1,396",15.5,0,0.00,2021-2022,Bundesliga
Manuel Neuer,Bayern Munich,28,28,"2,510",27.9,0,0.00,2021-2022,Bundesliga
Florian Neuhaus,M'Gladbach,29,24,"2,121",23.6,4,0.17,2021-2022,Bundesliga
Jessic Ngankam,Greuther Fürth,6,4,341,3.8,2,0.53,2021-2022,Bundesliga
,,,,,,,,2021-2022,Bundesliga
Moussa Niakhate,Mainz 05,30,29,"2,567",28.5,4,0.14,2021-2022,Bundesliga
Tanguy Nianzou,Bayern Munich,17,6,582,6.5,1,0.15,2021-2022,Bundesliga
Florian Niederlechner,Augsburg,26,13,"1,165",12.9,5,0.39,2021-2022,Bundesliga
Håvard Nielsen,Greuther Fürth,26,14,"1,367",15.2,2,0.13,2021-2022,Bundesliga
Joakim Nilsson,Arminia,31,31,"2,735",30.4,2,0.07,2021-2022,Bundesliga
Christopher Nkunku,RB Leipzig,34,31,"2,723",30.3,20,0.66,2021-2022,Bundesliga
Felix Nmecha,Wolfsburg,16,1,323,3.6,0,0.00,2021-2022,Bundesliga
Lukas Nmecha,Wolfsburg,25,18,"1,627",18.1,8,0.44,2021-2022,Bundesliga
Håvard Nordtveit,Hoffenheim,11,1,304,3.4,0,0.00,2021-2022,Bundesliga
Connor Noß,M'Gladbach,3,0,52,0.6,0,0.00,2021-2022,Bundesliga
Hugo Novoa,RB Leipzig,8,1,136,1.5,1,0.66,2021-2022,Bundesliga
Soma Novothny,Bochum,6,0,80,0.9,1,1.13,2021-2022,Bundesliga
Kasim Nuhu,Hoffenheim,3,0,5,0.1,0,0.00,2021-2022,Bundesliga
Hans Nunoo Sarpei,Greuther Fürth,8,7,643,7.1,0,0.00,2021-2022,Bundesliga
Bastian Oczipka,Union Berlin,18,9,932,10.4,0,0.00,2021-2022,Bundesliga
Masaya Okugawa,Arminia,33,30,"2,531",28.1,8,0.28,2021-2022,Bundesliga
Mathias Olesen,Köln,3,0,17,0.2,0,0.00,2021-2022,Bundesliga
Dani Olmo,RB Leipzig,19,7,743,8.3,3,0.36,2021-2022,Bundesliga
