Player,Squad,MP,Starts,Min,90s,Goals,Goals,Seasons,League
Michael Langer,Schalke 04,3,2,239,2.7,0,0.00,2020-2021,Bundesliga
Danny Latza,Mainz 05,29,21,"1,800",20.0,0,0.00,2020-2021,Bundesliga
Valentino Lazaro,M'Gladbach,22,13,"1,240",13.8,2,0.15,2020-2021,Bundesliga
Mathew Leckie,Hertha BSC,17,5,506,5.6,0,0.00,2020-2021,Bundesliga
Christopher Lenz,Union Berlin,27,27,"2,248",25.0,0,0.00,2020-2021,Bundesliga
Robert Lewandowski,Bayern Munich,29,28,"2,458",27.3,41,1.50,2020-2021,Bundesliga
Philipp Lienhart,Freiburg,34,34,"2,993",33.3,4,0.12,2020-2021,Bundesliga
Dimitris Limnios,Köln,12,2,378,4.2,0,0.00,2020-2021,Bundesliga
Niklas Lomb,Leverkusen,2,1,135,1.5,0,0.00,2020-2021,Bundesliga
,,,,,,,,2020-2021,Bundesliga
Eduard Löwen,Hertha BSC,7,1,85,0.9,0,0.00,2020-2021,Bundesliga
Jan Luca Schuler,Schalke 04,2,0,40,0.4,0,0.00,2020-2021,Bundesliga
Anderson Lucoqui,Arminia,21,18,"1,604",17.8,0,0.00,2020-2021,Bundesliga
Kilian Ludewig,Schalke 04,6,6,520,5.8,0,0.00,2020-2021,Bundesliga
Dodi Lukebakio,Hertha BSC,29,21,"1,855",20.6,5,0.24,2020-2021,Bundesliga
Andreas Luthe,Union Berlin,31,31,"2,768",30.8,0,0.00,2020-2021,Bundesliga
Tim Maciejewski,Union Berlin,1,0,8,0.1,0,0.00,2020-2021,Bundesliga
Luca Mack,Stuttgart,1,0,6,0.1,0,0.00,2020-2021,Bundesliga
Mikail Maden,Schalke 04,1,0,6,0.1,0,0.00,2020-2021,Bundesliga
Arne Maier,Arminia,16,13,"1,034",11.5,0,0.00,2020-2021,Bundesliga
Arne Maier,Hertha BSC,2,0,30,0.3,0,0.00,2020-2021,Bundesliga
Yunus Mallı,Wolfsburg,1,1,58,0.6,0,0.00,2020-2021,Bundesliga
Orel Mangala,Stuttgart,24,24,"2,109",23.4,1,0.04,2020-2021,Bundesliga
Omar Marmoush,Wolfsburg,1,0,1,0.0,0,0.00,2020-2021,Bundesliga
Aarón Martín,Mainz 05,5,3,262,2.9,0,0.00,2020-2021,Bundesliga
Javi Martínez,Bayern Munich,19,4,466,5.2,0,0.00,2020-2021,Bundesliga
Josep Martinez,RB Leipzig,1,1,90,1.0,0,0.00,2020-2021,Bundesliga
Omar Mascarell,Schalke 04,24,21,"1,762",19.6,1,0.05,2020-2021,Bundesliga
Roberto Massimo,Stuttgart,18,7,757,8.4,0,0.00,2020-2021,Bundesliga
Jean-Philippe Mateta,Mainz 05,15,12,997,11.1,7,0.63,2020-2021,Bundesliga
Rabbi Matondo,Schalke 04,3,3,220,2.4,0,0.00,2020-2021,Bundesliga
Henning Matriciani,Schalke 04,1,0,24,0.3,0,0.00,2020-2021,Bundesliga
Konstantinos Mavropanos,Stuttgart,21,19,"1,463",16.3,0,0.00,2020-2021,Bundesliga
Eric Maxim Choupo-Moting,Bayern Munich,22,8,820,9.1,3,0.33,2020-2021,Bundesliga
Kevin Mbabu,Wolfsburg,22,19,"1,642",18.2,0,0.00,2020-2021,Bundesliga
,,,,,,,,2020-2021,Bundesliga
Jean-Manuel Mbom,Werder Bremen,21,15,"1,160",12.9,0,0.00,2020-2021,Bundesliga
Nathan de Medina,Arminia,16,7,639,7.1,0,0.00,2020-2021,Bundesliga
Joshua Mees,Union Berlin,1,0,5,0.1,0,0.00,2020-2021,Bundesliga
Admir Mehmedi,Wolfsburg,18,8,820,9.1,0,0.00,2020-2021,Bundesliga
Hamza Mendyl,Schalke 04,3,1,95,1.1,0,0.00,2020-2021,Bundesliga
Levent Mercan,Schalke 04,1,0,5,0.1,0,0.00,2020-2021,Bundesliga
Jorge Meré,Köln,16,14,"1,300",14.4,0,0.00,2020-2021,Bundesliga
Thomas Meunier,Dortmund,21,17,"1,472",16.4,1,0.06,2020-2021,Bundesliga
Max Meyer,Köln,10,3,351,3.9,0,0.00,2020-2021,Bundesliga
Jonas Michel Dirkner,Hertha BSC,1,0,16,0.2,0,0.00,2020-2021,Bundesliga
Jonas Michelbrink,Hertha BSC,2,0,39,0.4,0,0.00,2020-2021,Bundesliga
Maximilian Mittelstädt,Hertha BSC,27,22,"1,797",20.0,0,0.00,2020-2021,Bundesliga
Anthony Modeste,Köln,8,1,221,2.5,0,0.00,2020-2021,Bundesliga
Kevin Möhwald,Werder Bremen,27,17,"1,555",17.3,5,0.29,2020-2021,Bundesliga
Niklas Moisander,Werder Bremen,18,12,"1,222",13.6,0,0.00,2020-2021,Bundesliga
Alkhaly Momo Cissé,Stuttgart,5,0,38,0.4,0,0.00,2020-2021,Bundesliga
Jan Morávek,Augsburg,5,3,267,3.0,0,0.00,2020-2021,Bundesliga
Mateu Morey,Dortmund,13,10,829,9.2,0,0.00,2020-2021,Bundesliga
Youssoufa Moukoko,Dortmund,14,2,422,4.7,3,0.64,2020-2021,Bundesliga
Nordi Mukiele,RB Leipzig,28,21,"1,677",18.6,3,0.16,2020-2021,Bundesliga
Florian Müller,Freiburg,31,31,"2,790",31.0,0,0.00,2020-2021,Bundesliga
Sebastian Müller,Arminia,2,0,4,0.0,0,0.00,2020-2021,Bundesliga
Thomas Müller,Bayern Munich,32,31,"2,674",29.7,11,0.37,2020-2021,Bundesliga
Petar Musa,Union Berlin,14,8,715,7.9,1,0.13,2020-2021,Bundesliga
Jamal Musiala,Bayern Munich,26,7,881,9.8,6,0.61,2020-2021,Bundesliga
,,,,,,,,2020-2021,Bundesliga
Shkodran Mustafi,Schalke 04,13,11,"1,037",11.5,1,0.09,2020-2021,Bundesliga
Phillipp Mwene,Mainz 05,20,19,"1,674",18.6,1,0.05,2020-2021,Bundesliga
Obite N'Dicka,Eint Frankfurt,23,23,"2,044",22.7,3,0.13,2020-2021,Bundesliga
Matija Nastasić,Schalke 04,15,14,"1,221",13.6,0,0.00,2020-2021,Bundesliga
Paul Nebel,Mainz 05,4,0,51,0.6,0,0.00,2020-2021,Bundesliga
Luca Netz,Hertha BSC,11,2,309,3.4,1,0.29,2020-2021,Bundesliga
Manuel Neuer,Bayern Munich,33,33,"2,970",33.0,0,0.00,2020-2021,Bundesliga
Florian Neuhaus,M'Gladbach,33,30,"2,622",29.1,6,0.21,2020-2021,Bundesliga
Jessic Ngankam,Hertha BSC,15,2,296,3.3,2,0.61,2020-2021,Bundesliga
Moussa Niakhate,Mainz 05,32,32,"2,866",31.8,3,0.09,2020-2021,Bundesliga
Tanguy Nianzou,Bayern Munich,6,0,118,1.3,0,0.00,2020-2021,Bundesliga
Florian Niederlechner,Augsburg,28,21,"1,737",19.3,5,0.26,2020-2021,Bundesliga
Joakim Nilsson,Arminia,25,24,"2,162",24.0,0,0.00,2020-2021,Bundesliga
Christopher Nkunku,RB Leipzig,28,19,"1,892",21.0,6,0.29,2020-2021,Bundesliga
Håvard Nordtveit,Hoffenheim,12,6,700,7.8,0,0.00,2020-2021,Bundesliga
Alexander Nübel,Bayern Munich,1,1,90,1.0,0,0.00,2020-2021,Bundesliga
Kasim Nuhu,Hoffenheim,12,11,987,11.0,0,0.00,2020-2021,Bundesliga
Bastian Oczipka,Schalke 04,27,20,"1,922",21.4,0,0.00,2020-2021,Bundesliga
Masaya Okugawa,Arminia,13,11,914,10.2,1,0.10,2020-2021,Bundesliga
Dani Olmo,RB Leipzig,32,26,"2,194",24.4,5,0.21,2020-2021,Bundesliga
Karim Onisiwo,Mainz 05,31,19,"1,843",20.5,4,0.20,2020-2021,Bundesliga
Willi Orban,RB Leipzig,29,25,"2,363",26.3,4,0.15,2020-2021,Bundesliga
Stefan Ortega,Arminia,34,34,"3,060",34.0,0,0.00,2020-2021,Bundesliga
Yuya Osako,Werder Bremen,24,7,762,8.5,0,0.00,2020-2021,Bundesliga
Paulo Otávio,Wolfsburg,23,19,"1,737",19.3,0,0.00,2020-2021,Bundesliga
,,,,,,,,2020-2021,Bundesliga
Reece Oxford,Augsburg,24,13,"1,358",15.1,0,0.00,2020-2021,Bundesliga
Salih Özcan,Köln,28,15,"1,371",15.2,0,0.00,2020-2021,Bundesliga
Levin Öztunalı,Mainz 05,17,7,758,8.4,1,0.12,2020-2021,Bundesliga
Gonçalo Paciência,Schalke 04,15,9,749,8.3,1,0.12,2020-2021,Bundesliga
Exequiel Palacios,Leverkusen,9,7,572,6.4,0,0.00,2020-2021,Bundesliga
Matondo-Merveille Papela,Mainz 05,1,0,2,0.0,0,0.00,2020-2021,Bundesliga
Felix Passlack,Dortmund,7,3,362,4.0,1,0.25,2020-2021,Bundesliga
Paulinho,Leverkusen,1,1,65,0.7,0,0.00,2020-2021,Bundesliga
Benjamin Pavard,Bayern Munich,24,22,"1,943",21.6,0,0.00,2020-2021,Bundesliga
Jiří Pavlenka,Werder Bremen,34,34,"3,060",34.0,0,0.00,2020-2021,Bundesliga
Vasileios Pavlidis,Schalke 04,1,0,2,0.0,0,0.00,2020-2021,Bundesliga
Mads Pedersen,Augsburg,15,9,887,9.9,0,0.00,2020-2021,Bundesliga
Peter Pekarík,Hertha BSC,23,22,"1,692",18.8,3,0.16,2020-2021,Bundesliga
Philipp Pentke,Hoffenheim,3,3,270,3.0,0,0.00,2020-2021,Bundesliga
Pavao Pervan,Wolfsburg,2,2,180,2.0,0,0.00,2020-2021,Bundesliga
Nils Petersen,Freiburg,32,12,"1,301",14.5,8,0.55,2020-2021,Bundesliga
Lukas Petkov,Augsburg,1,0,4,0.0,0,0.00,2020-2021,Bundesliga
Maximilian Philipp,Wolfsburg,24,13,"1,111",12.3,6,0.49,2020-2021,Bundesliga
Krzysztof Piątek,Hertha BSC,32,18,"1,630",18.1,7,0.39,2020-2021,Bundesliga
Amos Pieper,Arminia,30,30,"2,682",29.8,1,0.03,2020-2021,Bundesliga
Łukasz Piszczek,Dortmund,11,5,455,5.1,0,0.00,2020-2021,Bundesliga
Marvin Plattenhardt,Hertha BSC,16,12,"1,071",11.9,0,0.00,2020-2021,Bundesliga
Alassane Pléa,M'Gladbach,29,19,"1,803",20.0,6,0.30,2020-2021,Bundesliga
Joel Pohjanpalo,Union Berlin,19,10,851,9.5,6,0.63,2020-2021,Bundesliga
Joel Pohjanpalo,Leverkusen,1,0,6,0.1,0,0.00,2020-2021,Bundesliga
,,,,,,,,2020-2021,Bundesliga
Marin Pongračić,Wolfsburg,10,7,575,6.4,0,0.00,2020-2021,Bundesliga
Stefan Posch,Hoffenheim,26,25,"2,119",23.5,0,0.00,2020-2021,Bundesliga
Yussuf Poulsen,RB Leipzig,27,14,"1,354",15.0,5,0.33,2020-2021,Bundesliga
Manuel Prietl,Arminia,28,28,"2,517",28.0,1,0.04,2020-2021,Bundesliga
Grischa Prömel,Union Berlin,24,21,"1,816",20.2,3,0.15,2020-2021,Bundesliga
Robin Quaison,Mainz 05,28,18,"1,476",16.4,6,0.37,2020-2021,Bundesliga
Nemanja Radonjić,Hertha BSC,12,5,611,6.8,1,0.15,2020-2021,Bundesliga
Benito Raman,Schalke 04,25,13,"1,246",13.8,2,0.14,2020-2021,Bundesliga
Milot Rashica,Werder Bremen,24,14,"1,462",16.2,3,0.18,2020-2021,Bundesliga
Daishawn Redan,Hertha BSC,7,0,102,1.1,0,0.00,2020-2021,Bundesliga
Reinier,Dortmund,14,1,257,2.9,1,0.35,2020-2021,Bundesliga
Rocco Reitz,M'Gladbach,2,1,60,0.7,0,0.00,2020-2021,Bundesliga
Marco Reus,Dortmund,32,27,"2,279",25.3,8,0.32,2020-2021,Bundesliga
Elvis Rexhbeçaj,Köln,30,20,"1,833",20.4,5,0.25,2020-2021,Bundesliga
Gio Reyna,Dortmund,32,23,"1,976",22.0,4,0.18,2020-2021,Bundesliga
Chris Richards,Hoffenheim,11,11,944,10.5,0,0.00,2020-2021,Bundesliga
Chris Richards,Bayern Munich,3,1,89,1.0,0,0.00,2020-2021,Bundesliga
Marco Richter,Augsburg,29,16,"1,416",15.7,3,0.19,2020-2021,Bundesliga
Marc Roca,Bayern Munich,6,2,177,2.0,0,0.00,2020-2021,Bundesliga
Sebastian Rode,Eint Frankfurt,27,19,"1,625",18.1,1,0.06,2020-2021,Bundesliga
Jérôme Roussillon,Wolfsburg,20,14,"1,229",13.7,0,0.00,2020-2021,Bundesliga
Sebastian Rudy,Hoffenheim,25,21,"1,678",18.6,1,0.05,2020-2021,Bundesliga
Sebastian Rudy,Schalke 04,2,2,180,2.0,0,0.00,2020-2021,Bundesliga
Georginio Rutter,Hoffenheim,9,2,241,2.7,1,0.37,2020-2021,Bundesliga
Julian Ryerson,Union Berlin,24,10,"1,069",11.9,0,0.00,2020-2021,Bundesliga
,,,,,,,,2020-2021,Bundesliga
Frederik Rønnow,Schalke 04,11,10,945,10.5,0,0.00,2020-2021,Bundesliga
João Victor Santos Sá,Wolfsburg,21,3,469,5.2,1,0.19,2020-2021,Bundesliga
Marcel Sabitzer,RB Leipzig,27,24,"2,026",22.5,8,0.36,2020-2021,Bundesliga
Roland Sallai,Freiburg,28,22,"1,661",18.5,8,0.43,2020-2021,Bundesliga
Lazar Samardzic,RB Leipzig,7,2,200,2.2,0,0.00,2020-2021,Bundesliga
Diadie Samassékou,Hoffenheim,31,31,"2,563",28.5,0,0.00,2020-2021,Bundesliga
Jadon Sancho,Dortmund,26,24,"2,062",22.9,8,0.35,2020-2021,Bundesliga
Leroy Sané,Bayern Munich,32,18,"1,805",20.1,6,0.30,2020-2021,Bundesliga
Salif Sané,Schalke 04,14,11,"1,071",11.9,0,0.00,2020-2021,Bundesliga
Mohamed Sankoh,Stuttgart,1,0,17,0.2,0,0.00,2020-2021,Bundesliga
Baptiste Santamaria,Freiburg,30,28,"2,209",24.5,1,0.04,2020-2021,Bundesliga
Josh Sargent,Werder Bremen,32,30,"2,506",27.8,5,0.18,2020-2021,Bundesliga
Bouna Sarr,Bayern Munich,8,5,452,5.0,0,0.00,2020-2021,Bundesliga
Patrik Schick,Leverkusen,29,20,"1,866",20.7,9,0.43,2020-2021,Bundesliga
Sven Schipplock,Arminia,32,5,744,8.3,1,0.12,2020-2021,Bundesliga
Xaver Schlager,Wolfsburg,32,30,"2,626",29.2,2,0.07,2020-2021,Bundesliga
Keven Schlotterbeck,Freiburg,24,18,"1,654",18.4,0,0.00,2020-2021,Bundesliga
Nico Schlotterbeck,Union Berlin,16,15,"1,285",14.3,1,0.07,2020-2021,Bundesliga
Jonathan Schmid,Freiburg,31,27,"2,393",26.6,2,0.08,2020-2021,Bundesliga
Romano Schmid,Werder Bremen,22,13,"1,177",13.1,0,0.00,2020-2021,Bundesliga
Benno Schmitz,Köln,12,4,416,4.6,0,0.00,2020-2021,Bundesliga
Alessandro Schöpf,Schalke 04,19,10,942,10.5,0,0.00,2020-2021,Bundesliga
Nico Schulz,Dortmund,13,6,610,6.8,0,0.00,2020-2021,Bundesliga
Alexander Schwolow,Hertha BSC,26,26,"2,340",26.0,0,0.00,2020-2021,Bundesliga
Christopher Scott,Bayern Munich,2,0,34,0.4,0,0.00,2020-2021,Bundesliga
,,,,,,,,2020-2021,Bundesliga
Davie Selke,Werder Bremen,23,7,813,9.0,3,0.33,2020-2021,Bundesliga
Suat Serdar,Schalke 04,25,24,"1,953",21.7,1,0.05,2020-2021,Bundesliga
Ryan Sessegnon,Hoffenheim,23,17,"1,574",17.5,2,0.11,2020-2021,Bundesliga
Nils Seufert,Arminia,13,2,343,3.8,0,0.00,2020-2021,Bundesliga
Tim Siersleben,Wolfsburg,1,0,34,0.4,0,0.00,2020-2021,Bundesliga
André Silva,Eint Frankfurt,32,32,"2,760",30.7,28,0.91,2020-2021,Bundesliga
Jóan Símun Edmundsson,Arminia,5,0,58,0.6,1,1.55,2020-2021,Bundesliga
Daley Sinkgraven,Leverkusen,22,19,"1,570",17.4,0,0.00,2020-2021,Bundesliga
Tobias Sippel,M'Gladbach,4,3,344,3.8,0,0.00,2020-2021,Bundesliga
Ellyes Skhiri,Köln,32,32,"2,785",30.9,5,0.16,2020-2021,Bundesliga
Robert Skov,Hoffenheim,23,12,"1,164",12.9,1,0.08,2020-2021,Bundesliga
Steven Skrzybski,Schalke 04,13,3,419,4.7,0,0.00,2020-2021,Bundesliga
Yann Sommer,M'Gladbach,31,31,"2,712",30.1,0,0.00,2020-2021,Bundesliga
Borna Sosa,Stuttgart,26,25,"2,042",22.7,0,0.00,2020-2021,Bundesliga
Cebio Soukou,Arminia,14,5,458,5.1,1,0.20,2020-2021,Bundesliga
Djibril Sow,Eint Frankfurt,28,25,"2,175",24.2,0,0.00,2020-2021,Bundesliga
Jerry St. Juste,Mainz 05,32,32,"2,880",32.0,0,0.00,2020-2021,Bundesliga
Benjamin Stambouli,Schalke 04,24,22,"1,956",21.7,0,0.00,2020-2021,Bundesliga
Josip Stanišić,Bayern Munich,1,1,90,1.0,0,0.00,2020-2021,Bundesliga
Niklas Stark,Hertha BSC,33,31,"2,793",31.0,0,0.00,2020-2021,Bundesliga
Renato Steffen,Wolfsburg,21,19,"1,566",17.4,5,0.29,2020-2021,Bundesliga
Pascal Stenzel,Stuttgart,23,14,"1,276",14.2,0,0.00,2020-2021,Bundesliga
Lars Stindl,M'Gladbach,30,23,"1,961",21.8,14,0.64,2020-2021,Bundesliga
Kevin Stöger,Mainz 05,19,4,538,6.0,3,0.50,2020-2021,Bundesliga
Tobias Strobl,Augsburg,29,21,"1,846",20.5,0,0.00,2020-2021,Bundesliga
,,,,,,,,2020-2021,Bundesliga
Marek Suchý,Augsburg,5,3,305,3.4,0,0.00,2020-2021,Bundesliga
Niklas Süle,Bayern Munich,20,16,"1,505",16.7,1,0.06,2020-2021,Bundesliga
Ádám Szalai,Mainz 05,18,8,733,8.1,1,0.12,2020-2021,Bundesliga
Frederik Sørensen,Köln,3,1,99,1.1,0,0.00,2020-2021,Bundesliga
Alexander Sørloth,RB Leipzig,29,13,"1,443",16.0,5,0.31,2020-2021,Bundesliga
Jonathan Tah,Leverkusen,27,24,"2,219",24.7,1,0.04,2020-2021,Bundesliga
Edmond Tapsoba,Leverkusen,31,29,"2,652",29.5,1,0.03,2020-2021,Bundesliga
Niklas Tauer,Mainz 05,5,0,69,0.8,0,0.00,2020-2021,Bundesliga
Lino Tempelmann,Freiburg,10,2,270,3.0,0,0.00,2020-2021,Bundesliga
Cedric Teuchert,Union Berlin,24,5,754,8.4,3,0.36,2020-2021,Bundesliga
Malick Thiaw,Schalke 04,19,15,"1,452",16.1,1,0.06,2020-2021,Bundesliga
Jan Thielmann,Köln,24,9,"1,029",11.4,2,0.17,2020-2021,Bundesliga
Erik Thommy,Stuttgart,8,3,313,3.5,0,0.00,2020-2021,Bundesliga
Marcus Thuram,M'Gladbach,29,20,"1,731",19.2,8,0.42,2020-2021,Bundesliga
Steffen Tigges,Dortmund,6,0,56,0.6,0,0.00,2020-2021,Bundesliga
Guus Til,Freiburg,7,1,125,1.4,0,0.00,2020-2021,Bundesliga
Corentin Tolisso,Bayern Munich,16,7,781,8.7,1,0.12,2020-2021,Bundesliga
Ömer Toprak,Werder Bremen,26,24,"1,940",21.6,2,0.09,2020-2021,Bundesliga
Jordan Torunarigha,Hertha BSC,14,11,969,10.8,0,0.00,2020-2021,Bundesliga
Almamy Touré,Eint Frankfurt,17,8,704,7.8,1,0.13,2020-2021,Bundesliga
Lucas Tousart,Hertha BSC,26,25,"2,090",23.2,1,0.04,2020-2021,Bundesliga
Ibrahima Traoré,M'Gladbach,7,1,98,1.1,0,0.00,2020-2021,Bundesliga
Kevin Trapp,Eint Frankfurt,33,33,"2,970",33.0,0,0.00,2020-2021,Bundesliga
Christopher Trimmel,Union Berlin,31,30,"2,572",28.6,1,0.03,2020-2021,Bundesliga
Tuta,Eint Frankfurt,19,16,"1,459",16.2,0,0.00,2020-2021,Bundesliga
,,,,,,,,2020-2021,Bundesliga
Dayot Upamecano,RB Leipzig,29,27,"2,330",25.9,1,0.04,2020-2021,Bundesliga
Mark Uth,Schalke 04,20,18,"1,494",16.6,3,0.18,2020-2021,Bundesliga
Ruben Vargas,Augsburg,30,18,"1,612",17.9,6,0.33,2020-2021,Bundesliga
Miloš Veljković,Werder Bremen,23,19,"1,723",19.1,0,0.00,2020-2021,Bundesliga
Michel Vlap,Arminia,7,5,371,4.1,1,0.24,2020-2021,Bundesliga
Andreas Voglsammer,Arminia,18,11,"1,000",11.1,2,0.18,2020-2021,Bundesliga
Kevin Vogt,Hoffenheim,24,20,"1,841",20.5,0,0.00,2020-2021,Bundesliga
Wout Weghorst,Wolfsburg,34,33,"2,941",32.7,20,0.61,2020-2021,Bundesliga
Mitchell Weiser,Leverkusen,5,2,226,2.5,1,0.40,2020-2021,Bundesliga
Wendell,Leverkusen,22,15,"1,457",16.2,0,0.00,2020-2021,Bundesliga
Oscar Wendt,M'Gladbach,22,15,"1,254",13.9,1,0.07,2020-2021,Bundesliga
William,Wolfsburg,2,0,2,0.0,0,0.00,2020-2021,Bundesliga
William,Schalke 04,8,7,474,5.3,0,0.00,2020-2021,Bundesliga
Marten Winkler,Hertha BSC,1,0,1,0.0,0,0.00,2020-2021,Bundesliga
Florian Wirtz,Leverkusen,29,25,"2,224",24.7,5,0.20,2020-2021,Bundesliga
Axel Witsel,Dortmund,15,13,"1,130",12.6,0,0.00,2020-2021,Bundesliga
Hannes Wolf,M'Gladbach,32,14,"1,378",15.3,3,0.20,2020-2021,Bundesliga
Marius Wolf,Köln,31,29,"2,551",28.3,2,0.07,2020-2021,Bundesliga
Nick Woltemade,Werder Bremen,6,1,147,1.6,0,0.00,2020-2021,Bundesliga
Jeong Woo-yeong,Freiburg,26,7,823,9.1,4,0.44,2020-2021,Bundesliga
Joscha Wosz,RB Leipzig,2,0,34,0.4,0,0.00,2020-2021,Bundesliga
Reinhold Yabo,Arminia,13,8,647,7.2,1,0.14,2020-2021,Bundesliga
Amin Younes,Eint Frankfurt,26,16,"1,391",15.5,3,0.19,2020-2021,Bundesliga
Dan-Axel Zagadou,Dortmund,9,3,276,3.1,0,0.00,2020-2021,Bundesliga
Denis Zakaria,M'Gladbach,25,15,"1,419",15.8,1,0.06,2020-2021,Bundesliga
,,,,,,,,2020-2021,Bundesliga
Deyovaisio Zeefuik,Hertha BSC,22,10,905,10.1,1,0.10,2020-2021,Bundesliga
Robin Zentner,Mainz 05,31,31,"2,790",31.0,0,0.00,2020-2021,Bundesliga
Ron-Robert Zieler,Köln,1,0,51,0.6,0,0.00,2020-2021,Bundesliga
Joshua Zirkzee,Bayern Munich,3,1,92,1.0,0,0.00,2020-2021,Bundesliga
Steven Zuber,Eint Frankfurt,20,6,585,6.5,0,0.00,2020-2021,Bundesliga
Dickson Abiama,Greuther Fürth,24,5,726,8.1,0,0.00,2021-2022,Bundesliga
Ragnar Ache,Eint Frankfurt,13,1,259,2.9,0,0.00,2021-2022,Bundesliga
Tyler Adams,RB Leipzig,24,12,"1,351",15.0,0,0.00,2021-2022,Bundesliga
Sargis Adamyan,Hoffenheim,13,2,331,3.7,1,0.27,2021-2022,Bundesliga
Amine Adli,Leverkusen,25,13,"1,256",14.0,3,0.21,2021-2022,Bundesliga
Naouirou Ahamada,Stuttgart,3,0,61,0.7,0,0.00,2021-2022,Bundesliga
Manuel Akanji,Dortmund,26,25,"2,261",25.1,1,0.04,2021-2022,Bundesliga
Kevin Akpoguma,Hoffenheim,26,19,"1,527",17.0,2,0.12,2021-2022,Bundesliga
Lucas Alario,Leverkusen,27,5,655,7.3,6,0.82,2021-2022,Bundesliga
Nadiem Amiri,Leverkusen,13,3,369,4.1,1,0.24,2021-2022,Bundesliga
Sebastian Andersson,Köln,26,13,"1,257",14.0,3,0.21,2021-2022,Bundesliga
Andrés Andrade Cedeño,Arminia,17,12,"1,046",11.6,0,0.00,2021-2022,Bundesliga
Fredrik André Bjørkan,Hertha BSC,9,2,353,3.9,0,0.00,2021-2022,Bundesliga
Robert Andrich,Leverkusen,26,21,"1,817",20.2,4,0.20,2021-2022,Bundesliga
Angeliño,RB Leipzig,29,26,"2,298",25.5,2,0.08,2021-2022,Bundesliga
Waldemar Anton,Stuttgart,29,29,"2,595",28.8,2,0.07,2021-2022,Bundesliga
Christopher Antwi-Adjei,Bochum,25,12,"1,130",12.6,1,0.08,2021-2022,Bundesliga
Charles Aránguiz,Leverkusen,26,16,"1,578",17.5,1,0.06,2021-2022,Bundesliga
Maximilian Arnold,Wolfsburg,34,34,"2,994",33.3,4,0.12,2021-2022,Bundesliga
Takuma Asano,Bochum,27,20,"1,608",17.9,3,0.17,2021-2022,Bundesliga
Santiago Ascacíbar,Hertha BSC,28,27,"2,375",26.4,0,0.00,2021-2022,Bundesliga
Fisnik Asllani,Hoffenheim,2,0,9,0.1,0,0.00,2021-2022,Bundesliga
Simon Asta,Greuther Fürth,13,9,783,8.7,0,0.00,2021-2022,Bundesliga
Taiwo Awoniyi,Union Berlin,31,29,"2,174",24.2,15,0.62,2021-2022,Bundesliga
Sardar Azmoun,Leverkusen,9,4,359,4.0,1,0.25,2021-2022,Bundesliga
,,,,,,,,2021-2022,Bundesliga
Mitchel Bakker,Leverkusen,25,19,"1,822",20.2,1,0.05,2021-2022,Bundesliga
Ridle Baku,Wolfsburg,34,28,"2,446",27.2,3,0.11,2021-2022,Bundesliga
Aymen Barkok,Eint Frankfurt,5,2,160,1.8,0,0.00,2021-2022,Bundesliga
Leandro Barreiro Martins,Mainz 05,31,20,"1,789",19.9,1,0.05,2021-2022,Bundesliga
Jacob Barrett Laursen,Arminia,24,20,"1,632",18.1,2,0.11,2021-2022,Bundesliga
Abdourahmane Barry,Greuther Fürth,8,1,210,2.3,0,0.00,2021-2022,Bundesliga
Maximilian Bauer,Greuther Fürth,26,18,"1,690",18.8,0,0.00,2021-2022,Bundesliga
Oliver Baumann,Hoffenheim,33,33,"2,970",33.0,0,0.00,2021-2022,Bundesliga
Timo Baumgartl,Union Berlin,25,25,"2,166",24.1,1,0.04,2021-2022,Bundesliga
Julian Baumgartlinger,Leverkusen,6,1,88,1.0,0,0.00,2021-2022,Bundesliga
Christoph Baumgartner,Hoffenheim,29,23,"1,888",21.0,7,0.33,2021-2022,Bundesliga
Noah Joel Sarenren Bazee,Augsburg,14,1,241,2.7,1,0.37,2021-2022,Bundesliga
Ihlas Bebou,Hoffenheim,28,25,"2,091",23.2,7,0.30,2021-2022,Bundesliga
Sheraldo Becker,Union Berlin,28,22,"1,758",19.5,4,0.20,2021-2022,Bundesliga
Kevin Behrens,Union Berlin,24,2,499,5.5,2,0.36,2021-2022,Bundesliga
Ishak Belfodil,Hertha BSC,26,17,"1,636",18.2,5,0.28,2021-2022,Bundesliga
Stefan Bell,Mainz 05,33,33,"2,864",31.8,2,0.06,2021-2022,Bundesliga
Armel Bella Kotchap,Bochum,22,20,"1,768",19.6,0,0.00,2021-2022,Bundesliga
Karim Bellarabi,Leverkusen,16,9,683,7.6,3,0.40,2021-2022,Bundesliga
Jude Bellingham,Dortmund,32,32,"2,790",31.0,3,0.10,2021-2022,Bundesliga
George Bello,Arminia,10,3,434,4.8,0,0.00,2021-2022,Bundesliga
László Bénes,M'Gladbach,13,2,246,2.7,0,0.00,2021-2022,Bundesliga
Keanan Bennetts,M'Gladbach,4,0,50,0.6,0,0.00,2021-2022,Bundesliga
Ramy Bensebaini,M'Gladbach,23,22,"2,020",22.4,4,0.18,2021-2022,Bundesliga
Jordan Beyer,M'Gladbach,17,15,"1,384",15.4,0,0.00,2021-2022,Bundesliga
,,,,,,,,2021-2022,Bundesliga
Bartosz Bialek,Wolfsburg,12,1,178,2.0,0,0.00,2021-2022,Bundesliga
Ermin Bičakčić,Hoffenheim,1,0,5,0.1,0,0.00,2021-2022,Bundesliga
