Player,Squad,MP,Starts,Min,90s,Goals,Goals,Seasons,League
Roger Martí,Levante,36,26,"2,267",25.2,11,0.44,2019-2020,La Liga
Daniel Martín,Betis,6,5,531,5.9,0,0.00,2019-2020,La Liga
Álex Martínez,Granada,1,0,15,0.2,0,0.00,2019-2020,La Liga
Iñigo Martínez,Athletic Club,33,33,"2,970",33.0,1,0.03,2019-2020,La Liga
Javi Martínez,Osasuna,1,0,10,0.1,0,0.00,2019-2020,La Liga
José Martínez,Granada,20,13,"1,191",13.2,0,0.00,2019-2020,La Liga
Pablo Martínez,Levante,5,0,33,0.4,0,0.00,2019-2020,La Liga
Jordi Masip,Valladolid,35,35,"3,150",35.0,0,0.00,2019-2020,La Liga
Jaime Mata,Getafe,34,33,"2,747",30.5,11,0.36,2019-2020,La Liga
Borja Mayoral,Levante,34,24,"2,140",23.8,8,0.34,2019-2020,La Liga
,,,,,,,,2019-2020,La Liga
Óscar Melendo,Espanyol,24,12,"1,115",12.4,0,0.00,2019-2020,La Liga
Gonzalo Melero,Levante,25,14,"1,236",13.7,2,0.15,2019-2020,La Liga
Arthur Melo,Barcelona,21,14,"1,182",13.1,3,0.23,2019-2020,La Liga
Brais Méndez,Celta Vigo,31,15,"1,477",16.4,0,0.00,2019-2020,La Liga
Édgar Méndez,Alavés,16,10,864,9.6,1,0.10,2019-2020,La Liga
Ferland Mendy,Real Madrid,25,19,"1,809",20.1,1,0.05,2019-2020,La Liga
Fran Mérida,Osasuna,23,12,"1,161",12.9,0,0.00,2019-2020,La Liga
Mikel Merino,Real Sociedad,36,35,"3,139",34.9,5,0.14,2019-2020,La Liga
Sabin Merino,Leganés,2,1,78,0.9,0,0.00,2019-2020,La Liga
Roque Mesa,Leganés,29,22,"2,012",22.4,1,0.04,2019-2020,La Liga
Lionel Messi,Barcelona,33,32,"2,880",32.0,25,0.78,2019-2020,La Liga
Míchel,Valladolid,29,27,"2,178",24.2,1,0.04,2019-2020,La Liga
Miguel,Valladolid,7,2,232,2.6,0,0.00,2019-2020,La Liga
Éder Militão,Real Madrid,15,10,"1,022",11.4,0,0.00,2019-2020,La Liga
Santi Mina,Celta Vigo,34,21,"1,944",21.6,6,0.28,2019-2020,La Liga
Jorge Miramón,Levante,32,27,"2,432",27.0,0,0.00,2019-2020,La Liga
Luka Modrić,Real Madrid,31,22,"1,996",22.2,3,0.14,2019-2020,La Liga
Jorge Molina,Getafe,34,23,"1,886",21.0,5,0.24,2019-2020,La Liga
Jon Moncayola,Osasuna,27,15,"1,496",16.6,1,0.06,2019-2020,La Liga
Nacho Monreal,Real Sociedad,29,27,"2,390",26.6,2,0.08,2019-2020,La Liga
Joan Monterde,Levante,1,0,9,0.1,0,0.00,2019-2020,La Liga
Ángel Montoro,Granada,15,11,973,10.8,2,0.18,2019-2020,La Liga
Álvaro Morata,Atlético Madrid,34,25,"2,098",23.3,12,0.51,2019-2020,La Liga
Alberto Moreno,Villarreal,18,17,"1,471",16.3,0,0.00,2019-2020,La Liga
Álex Moreno,Betis,31,25,"2,265",25.2,0,0.00,2019-2020,La Liga
,,,,,,,,2019-2020,La Liga
Gerard Moreno,Villarreal,35,33,"2,744",30.5,18,0.59,2019-2020,La Liga
Manu Morlanes,Villarreal,9,3,253,2.8,0,0.00,2019-2020,La Liga
Loren Morón,Betis,36,21,"2,031",22.6,10,0.44,2019-2020,La Liga
Toni Moya,Atlético Madrid,1,0,4,0.0,0,0.00,2019-2020,La Liga
Javi Moyano,Valladolid,26,26,"2,227",24.7,0,0.00,2019-2020,La Liga
Iker Muniain,Athletic Club,31,26,"2,382",26.5,5,0.19,2019-2020,La Liga
Aihen Muñoz,Real Sociedad,15,11,981,10.9,0,0.00,2019-2020,La Liga
Javier Muñoz,Alavés,1,1,52,0.6,0,0.00,2019-2020,La Liga
Jeison Murillo,Celta Vigo,18,17,"1,529",17.0,1,0.06,2019-2020,La Liga
Nacho,Valladolid,23,21,"1,893",21.0,0,0.00,2019-2020,La Liga
Nacho,Real Madrid,6,4,439,4.9,1,0.21,2019-2020,La Liga
Naldo,Espanyol,18,15,"1,332",14.8,0,0.00,2019-2020,La Liga
Marc Navarro,Leganés,4,3,219,2.4,0,0.00,2019-2020,La Liga
Ximo Navarro,Alavés,23,22,"1,903",21.1,0,0.00,2019-2020,La Liga
Jesús Navas,Sevilla,38,37,"3,369",37.4,0,0.00,2019-2020,La Liga
Raúl Navas,Osasuna,9,8,711,7.9,0,0.00,2019-2020,La Liga
Neto,Barcelona,2,2,180,2.0,0,0.00,2019-2020,La Liga
Carlos Neva,Granada,26,25,"2,205",24.5,0,0.00,2019-2020,La Liga
Saúl Ñíguez,Atlético Madrid,35,35,"3,072",34.1,6,0.18,2019-2020,La Liga
Fernando Niño,Villarreal,5,1,83,0.9,1,1.08,2019-2020,La Liga
Nolito,Sevilla,15,12,898,10.0,3,0.30,2019-2020,La Liga
Nolito,Celta Vigo,7,1,324,3.6,2,0.56,2019-2020,La Liga
Unai Núñez,Athletic Club,20,16,"1,572",17.5,0,0.00,2019-2020,La Liga
Allan Nyom,Getafe,34,31,"2,422",26.9,2,0.07,2019-2020,La Liga
Jan Oblak,Atlético Madrid,38,38,"3,395",37.7,0,0.00,2019-2020,La Liga
,,,,,,,,2019-2020,La Liga
Rafel Obrador,Mallorca,1,0,4,0.0,0,0.00,2019-2020,La Liga
Lucas Ocampos,Sevilla,33,31,"2,745",30.5,14,0.46,2019-2020,La Liga
Álvaro Odriozola,Real Madrid,4,4,343,3.8,0,0.00,2019-2020,La Liga
Lucas Olaza,Celta Vigo,35,35,"3,144",34.9,1,0.03,2019-2020,La Liga
Oier Olazábal,Espanyol,2,2,180,2.0,0,0.00,2019-2020,La Liga
Kiko Olivas,Valladolid,35,33,"2,943",32.7,2,0.06,2019-2020,La Liga
Paulo Oliveira,Eibar,26,23,"2,090",23.2,1,0.04,2019-2020,La Liga
Mathías Olivera,Getafe,24,21,"1,870",20.8,0,0.00,2019-2020,La Liga
Kenneth Omeruo,Leganés,23,22,"1,874",20.8,1,0.05,2019-2020,La Liga
Javier Ontiveros,Villarreal,30,7,889,9.9,2,0.20,2019-2020,La Liga
Fabián Orellana,Eibar,29,28,"2,390",26.6,8,0.30,2019-2020,La Liga
Aimar Oroz,Osasuna,1,0,11,0.1,0,0.00,2019-2020,La Liga
Mikel Oyarzabal,Real Sociedad,37,36,"3,051",33.9,10,0.29,2019-2020,La Liga
Fernando Pacheco,Alavés,27,27,"2,358",26.2,0,0.00,2019-2020,La Liga
Jon Pacheco,Real Sociedad,1,1,77,0.9,0,0.00,2019-2020,La Liga
Daniel Parejo,Valencia,35,35,"3,024",33.6,8,0.24,2019-2020,La Liga
Miquel Parera,Mallorca,1,1,90,1.0,0,0.00,2019-2020,La Liga
Thomas Partey,Atlético Madrid,35,29,"2,549",28.3,3,0.11,2019-2020,La Liga
Paulino,Alavés,3,0,75,0.8,0,0.00,2019-2020,La Liga
Gabriel Paulista,Valencia,33,31,"2,801",31.1,1,0.03,2019-2020,La Liga
Alfonso Pedraza,Betis,21,15,"1,349",15.0,1,0.07,2019-2020,La Liga
Marc Pedraza,Mallorca,3,2,130,1.4,0,0.00,2019-2020,La Liga
Pedrosa,Espanyol,20,11,"1,087",12.1,1,0.08,2019-2020,La Liga
Rubén Peña,Villarreal,26,21,"1,909",21.2,2,0.09,2019-2020,La Liga
Luis Perea,Osasuna,2,0,21,0.2,0,0.00,2019-2020,La Liga
,,,,,,,,2019-2020,La Liga
Victor Perea,Espanyol,18,14,"1,270",14.1,0,0.00,2019-2020,La Liga
Carles Pérez,Barcelona,10,5,476,5.3,1,0.19,2019-2020,La Liga
Iñigo Pérez,Osasuna,22,11,"1,082",12.0,2,0.17,2019-2020,La Liga
Juan Pérez,Osasuna,2,2,180,2.0,0,0.00,2019-2020,La Liga
Kike Pérez,Valladolid,6,2,218,2.4,0,0.00,2019-2020,La Liga
Lucas Pérez,Alavés,34,29,"2,496",27.7,11,0.40,2019-2020,La Liga
Rubén Pérez,Leganés,26,25,"2,194",24.4,1,0.04,2019-2020,La Liga
Samu Pérez,Valladolid,1,0,26,0.3,0,0.00,2019-2020,La Liga
Pablo Piatti,Espanyol,3,0,56,0.6,0,0.00,2019-2020,La Liga
Cristiano Piccini,Valencia,2,1,75,0.8,0,0.00,2019-2020,La Liga
Tomás Pina Isla,Alavés,20,17,"1,344",14.9,1,0.07,2019-2020,La Liga
Pipa,Espanyol,7,5,473,5.3,0,0.00,2019-2020,La Liga
Gerard Piqué,Barcelona,35,35,"3,092",34.4,1,0.03,2019-2020,La Liga
Óscar Plano,Valladolid,36,28,"2,505",27.8,4,0.14,2019-2020,La Liga
Pere Pons,Alavés,30,7,"1,088",12.1,1,0.08,2019-2020,La Liga
Pedro Porro,Valladolid,13,7,739,8.2,0,0.00,2019-2020,La Liga
Francisco Portillo,Getafe,16,3,376,4.2,0,0.00,2019-2020,La Liga
Portu,Real Sociedad,35,25,"2,393",26.6,7,0.26,2019-2020,La Liga
Sergio Postigo,Levante,28,27,"2,374",26.4,1,0.04,2019-2020,La Liga
Florent Poulolo,Getafe,1,0,1,0.0,0,0.00,2019-2020,La Liga
Darío Poveda,Atlético Madrid,1,0,8,0.1,0,0.00,2019-2020,La Liga
Alejandro Pozo Pozo,Mallorca,19,16,"1,498",16.6,1,0.06,2019-2020,La Liga
Alejandro Pozo Pozo,Sevilla,3,0,37,0.4,0,0.00,2019-2020,La Liga
Abdón Prats,Mallorca,20,0,279,3.1,0,0.00,2019-2020,La Liga
Antonio Puertas,Granada,36,27,"2,563",28.5,7,0.25,2019-2020,La Liga
,,,,,,,,2019-2020,La Liga
Riqui Puig,Barcelona,11,5,510,5.7,0,0.00,2019-2020,La Liga
Quini,Granada,10,8,718,8.0,0,0.00,2019-2020,La Liga
Xavi Quintillà,Villarreal,19,17,"1,573",17.5,0,0.00,2019-2020,La Liga
Quique,Eibar,15,4,490,5.4,0,0.00,2019-2020,La Liga
Nemanja Radoja,Levante,26,22,"1,993",22.1,1,0.05,2019-2020,La Liga
Rafinha,Barcelona,3,2,186,2.1,0,0.00,2019-2020,La Liga
Rafinha,Celta Vigo,29,25,"2,111",23.5,4,0.17,2019-2020,La Liga
Baba Rahman,Mallorca,2,2,108,1.2,0,0.00,2019-2020,La Liga
Antonio Raillo,Mallorca,32,32,"2,775",30.8,1,0.03,2019-2020,La Liga
Ivan Rakitić,Barcelona,31,16,"1,589",17.7,1,0.06,2019-2020,La Liga
Sandro Ramírez,Valladolid,24,15,"1,306",14.5,3,0.21,2019-2020,La Liga
Iván Ramis,Eibar,7,6,457,5.1,1,0.20,2019-2020,La Liga
Adrián Ramos,Granada,7,2,226,2.5,0,0.00,2019-2020,La Liga
Sergio Ramos,Real Madrid,35,35,"3,013",33.5,11,0.33,2019-2020,La Liga
Raúl,Betis,3,0,19,0.2,0,0.00,2019-2020,La Liga
Recio,Leganés,25,18,"1,570",17.4,0,0.00,2019-2020,La Liga
Sergio Reguilón,Sevilla,31,29,"2,509",27.9,2,0.07,2019-2020,La Liga
Manolo Reina,Mallorca,36,36,"3,240",36.0,0,0.00,2019-2020,La Liga
Álex Remiro,Real Sociedad,25,25,"2,250",25.0,0,0.00,2019-2020,La Liga
Nico Ribaudo,Espanyol,6,2,182,2.0,0,0.00,2019-2020,La Liga
Luis Rioja,Alavés,28,19,"1,634",18.2,0,0.00,2019-2020,La Liga
Rodrigo Riquelme,Atlético Madrid,1,0,13,0.1,0,0.00,2019-2020,La Liga
Cristian Rivera,Leganés,5,3,311,3.5,0,0.00,2019-2020,La Liga
Rober,Levante,4,2,191,2.1,0,0.00,2019-2020,La Liga
Roberto,Alavés,9,8,790,8.8,0,0.00,2019-2020,La Liga
,,,,,,,,2019-2020,La Liga
Sergi Roberto,Barcelona,30,27,"2,339",26.0,1,0.04,2019-2020,La Liga
Joel Robles,Betis,33,33,"2,887",32.1,0,0.00,2019-2020,La Liga
Marc Roca,Espanyol,35,35,"3,008",33.4,2,0.06,2019-2020,La Liga
Rubén Rochina,Levante,28,22,"1,875",20.8,4,0.19,2019-2020,La Liga
Rodrigo,Valencia,27,23,"1,880",20.9,4,0.19,2019-2020,La Liga
Kévin Rodrigues,Leganés,26,22,"1,931",21.5,1,0.05,2019-2020,La Liga
Kévin Rodrigues,Real Sociedad,1,0,6,0.1,0,0.00,2019-2020,La Liga
Ángel Rodríguez,Getafe,32,9,"1,407",15.6,10,0.64,2019-2020,La Liga
Óscar Rodríguez Arnaiz,Leganés,30,22,"1,914",21.3,9,0.42,2019-2020,La Liga
Dani Rodríguez,Mallorca,37,36,"3,039",33.8,5,0.15,2019-2020,La Liga
Guido Rodríguez,Betis,14,11,936,10.4,1,0.10,2019-2020,La Liga
James Rodríguez,Real Madrid,8,5,419,4.7,1,0.21,2019-2020,La Liga
Mario Rodriguez,Granada,1,0,2,0.0,0,0.00,2019-2020,La Liga
Rodrygo,Real Madrid,19,12,"1,019",11.3,2,0.18,2019-2020,La Liga
Luka Romero,Mallorca,1,0,8,0.1,0,0.00,2019-2020,La Liga
Facundo Roncaglia,Osasuna,16,15,"1,277",14.2,1,0.07,2019-2020,La Liga
Roberto Rosales,Leganés,25,21,"1,871",20.8,0,0.00,2019-2020,La Liga
Rubén,Osasuna,19,18,"1,583",17.6,0,0.00,2019-2020,La Liga
Waldo Rubio,Valladolid,21,9,878,9.8,0,0.00,2019-2020,La Liga
Aitor Ruibal,Leganés,25,13,"1,220",13.6,0,0.00,2019-2020,La Liga
Jorge Sáenz,Celta Vigo,7,5,371,4.1,0,0.00,2019-2020,La Liga
Borja Sainz,Alavés,19,5,573,6.4,1,0.16,2019-2020,La Liga
Yannis Salibur,Mallorca,4,0,82,0.9,0,0.00,2019-2020,La Liga
Mohammed Salisu,Valladolid,31,30,"2,725",30.3,1,0.03,2019-2020,La Liga
Fede San Emeterio,Valladolid,25,20,"1,751",19.5,0,0.00,2019-2020,La Liga
,,,,,,,,2019-2020,La Liga
Mikel San José,Athletic Club,9,3,359,4.0,0,0.00,2019-2020,La Liga
Oihan Sancet,Athletic Club,17,9,741,8.2,1,0.12,2019-2020,La Liga
Germán Sánchez,Granada,28,26,"2,293",25.5,2,0.08,2019-2020,La Liga
Javi Sánchez,Valladolid,8,6,497,5.5,0,0.00,2019-2020,La Liga
Manuel Sánchez,Atlético Madrid,5,4,325,3.6,0,0.00,2019-2020,La Liga
Víctor Sánchez,Espanyol,25,20,"1,688",18.8,0,0.00,2019-2020,La Liga
Luca Sangalli,Real Sociedad,11,5,372,4.1,0,0.00,2019-2020,La Liga
Oier Sanjurjo,Osasuna,29,27,"2,320",25.8,2,0.08,2019-2020,La Liga
Ivan Šaponjić,Atlético Madrid,2,0,6,0.1,0,0.00,2019-2020,La Liga
Joan Sastre Vanrell,Mallorca,19,16,"1,360",15.1,0,0.00,2019-2020,La Liga
Stefan Savić,Atlético Madrid,22,22,"1,980",22.0,0,0.00,2019-2020,La Liga
Aleksandar Sedlar,Mallorca,12,9,814,9.0,0,0.00,2019-2020,La Liga
Nélson Semedo,Barcelona,32,24,"2,097",23.3,1,0.04,2019-2020,La Liga
Josep Señé,Mallorca,6,1,150,1.7,0,0.00,2019-2020,La Liga
Salva Sevilla,Mallorca,35,31,"2,568",28.5,5,0.18,2019-2020,La Liga
Sidnei,Betis,14,14,"1,175",13.1,1,0.08,2019-2020,La Liga
Jonathan Silva,Leganés,33,32,"2,785",30.9,1,0.03,2019-2020,La Liga
Rui Silva,Granada,35,35,"3,150",35.0,0,0.00,2019-2020,La Liga
Unai Simón,Athletic Club,34,34,"2,991",33.2,0,0.00,2019-2020,La Liga
Dimitris Siovas,Leganés,24,23,"1,918",21.3,0,0.00,2019-2020,La Liga
Pione Sisto,Celta Vigo,21,8,891,9.9,2,0.20,2019-2020,La Liga
Antonio Sivera,Alavés,3,3,270,3.0,0,0.00,2019-2020,La Liga
Fyodor Smolov,Celta Vigo,14,10,743,8.3,2,0.24,2019-2020,La Liga
Rafa Soares,Eibar,6,6,435,4.8,0,0.00,2019-2020,La Liga
Rubén Sobrino,Valencia,13,1,170,1.9,1,0.53,2019-2020,La Liga
,,,,,,,,2019-2020,La Liga
Roberto Soldado,Granada,33,30,"2,347",26.1,7,0.27,2019-2020,La Liga
Carlos Soler,Valencia,28,24,"2,066",23.0,2,0.09,2019-2020,La Liga
Kévin Soni,Espanyol,1,0,4,0.0,0,0.00,2019-2020,La Liga
David Soria,Getafe,38,38,"3,420",38.0,0,0.00,2019-2020,La Liga
Bruno Soriano,Villarreal,7,1,263,2.9,0,0.00,2019-2020,La Liga
Juan Soriano,Leganés,11,11,990,11.0,0,0.00,2019-2020,La Liga
Damián Suárez,Getafe,30,30,"2,592",28.8,1,0.03,2019-2020,La Liga
Denis Suárez,Celta Vigo,26,20,"1,630",18.1,1,0.06,2019-2020,La Liga
Luis Suárez,Barcelona,28,22,"1,998",22.2,16,0.72,2019-2020,La Liga
Ki Sung-yueng,Mallorca,1,0,9,0.1,0,0.00,2019-2020,La Liga
Suso,Sevilla,17,8,785,8.7,1,0.11,2019-2020,La Liga
Tachi,Alavés,6,2,238,2.6,0,0.00,2019-2020,La Liga
Rodrigo Tarín,Leganés,14,12,951,10.6,0,0.00,2019-2020,La Liga
Álvaro Tejero,Eibar,18,16,"1,447",16.1,0,0.00,2019-2020,La Liga
Cristian Tello,Betis,27,5,787,8.7,2,0.23,2019-2020,La Liga
Marc-André ter Stegen,Barcelona,36,36,"3,240",36.0,0,0.00,2019-2020,La Liga
David Timor,Getafe,22,10,943,10.5,3,0.29,2019-2020,La Liga
Jean-Clair Todibo,Barcelona,2,1,77,0.9,0,0.00,2019-2020,La Liga
Karl Toko Ekambi,Villarreal,18,11,993,11.0,6,0.54,2019-2020,La Liga
Raúl de Tomás,Espanyol,14,11,"1,075",11.9,4,0.33,2019-2020,La Liga
Toño,Levante,20,18,"1,589",17.7,0,0.00,2019-2020,La Liga
Ferrán Torres,Valencia,34,26,"2,251",25.0,4,0.16,2019-2020,La Liga
Óliver Torres,Sevilla,28,21,"1,596",17.7,3,0.17,2019-2020,La Liga
Pau Torres,Villarreal,34,33,"2,971",33.0,2,0.06,2019-2020,La Liga
Roberto Torres,Osasuna,36,31,"2,717",30.2,7,0.23,2019-2020,La Liga
,,,,,,,,2019-2020,La Liga
Aleksandar Trajkovski,Mallorca,14,1,330,3.7,0,0.00,2019-2020,La Liga
Manu Trigueros,Villarreal,29,17,"1,547",17.2,2,0.12,2019-2020,La Liga
Kieran Trippier,Atlético Madrid,25,23,"1,979",22.0,0,0.00,2019-2020,La Liga
Samuel Umtiti,Barcelona,13,10,949,10.5,0,0.00,2019-2020,La Liga
Enes Ünal,Valladolid,35,23,"2,344",26.0,6,0.23,2019-2020,La Liga
Tomáš Vaclík,Sevilla,33,33,"2,925",32.5,0,0.00,2019-2020,La Liga
Álvaro Vadillo,Granada,22,15,"1,218",13.5,3,0.22,2019-2020,La Liga
Germán Valera,Atlético Madrid,1,0,4,0.0,0,0.00,2019-2020,La Liga
Martin Valjent,Mallorca,36,36,"3,182",35.4,0,0.00,2019-2020,La Liga
Jesús Vallejo,Granada,11,7,629,7.0,0,0.00,2019-2020,La Liga
Manu Vallejo,Valencia,11,3,418,4.6,2,0.43,2019-2020,La Liga
Federico Valverde,Real Madrid,33,21,"1,907",21.2,2,0.09,2019-2020,La Liga
Raphaël Varane,Real Madrid,32,32,"2,822",31.4,2,0.06,2019-2020,La Liga
Matías Vargas,Espanyol,21,10,"1,024",11.4,0,0.00,2019-2020,La Liga
Franco Vázquez,Sevilla,31,11,"1,098",12.2,3,0.25,2019-2020,La Liga
Kevin Vázquez,Celta Vigo,17,16,"1,325",14.7,0,0.00,2019-2020,La Liga
Lucas Vázquez,Real Madrid,18,8,848,9.4,2,0.21,2019-2020,La Liga
Koke Vegas,Levante,2,2,180,2.0,0,0.00,2019-2020,La Liga
Unai Vencedor Paris,Athletic Club,1,1,73,0.8,0,0.00,2019-2020,La Liga
Mikel Vesga,Athletic Club,20,13,"1,269",14.1,0,0.00,2019-2020,La Liga
Rúben Vezo,Levante,29,29,"2,610",29.0,1,0.03,2019-2020,La Liga
Fede Vico,Granada,18,11,876,9.7,2,0.21,2019-2020,La Liga
Aleix Vidal,Alavés,29,26,"2,165",24.1,2,0.08,2019-2020,La Liga
Arturo Vidal,Barcelona,33,16,"1,671",18.6,8,0.43,2019-2020,La Liga
Nacho Vidal,Osasuna,30,26,"2,332",25.9,0,0.00,2019-2020,La Liga
,,,,,,,,2019-2020,La Liga
Dídac Vilà,Espanyol,30,28,"2,492",27.7,0,0.00,2019-2020,La Liga
Toni Villa,Valladolid,23,18,"1,354",15.0,0,0.00,2019-2020,La Liga
Asier Villalibre,Athletic Club,19,5,531,5.9,3,0.51,2019-2020,La Liga
Iván Villar,Celta Vigo,4,3,280,3.1,0,0.00,2019-2020,La Liga
Juan Villar,Osasuna,10,2,240,2.7,1,0.37,2019-2020,La Liga
Vitolo,Atlético Madrid,28,11,"1,227",13.6,3,0.22,2019-2020,La Liga
Šime Vrsaljko,Atlético Madrid,5,4,362,4.0,0,0.00,2019-2020,La Liga
Nikola Vukčević,Levante,30,20,"1,569",17.4,0,0.00,2019-2020,La Liga
Moussa Wagué,Barcelona,1,1,90,1.0,0,0.00,2019-2020,La Liga
Wakaso,Alavés,16,15,"1,283",14.3,0,0.00,2019-2020,La Liga
Daniel Wass,Valencia,35,30,"2,733",30.4,1,0.03,2019-2020,La Liga
Iñaki Williams,Athletic Club,38,34,"2,939",32.7,6,0.18,2019-2020,La Liga
Yoel,Eibar,3,3,270,3.0,0,0.00,2019-2020,La Liga
Okay Yokuşlu,Celta Vigo,26,24,"1,973",21.9,0,0.00,2019-2020,La Liga
Joseba Zaldúa,Real Sociedad,30,29,"2,545",28.3,0,0.00,2019-2020,La Liga
Andre-Frank Zambo Anguissa,Villarreal,36,28,"2,583",28.7,2,0.07,2019-2020,La Liga
Igor Zubeldia,Real Sociedad,33,29,"2,640",29.3,0,0.00,2019-2020,La Liga
Martín Zubimendi,Real Sociedad,9,6,524,5.8,0,0.00,2019-2020,La Liga
David Zurutuza,Real Sociedad,5,2,157,1.7,0,0.00,2019-2020,La Liga
Martin Ødegaard,Real Sociedad,31,29,"2,527",28.1,4,0.14,2019-2020,La Liga
Sabit Abdulai,Getafe,3,0,60,0.7,0,0.00,2020-2021,La Liga
Marcos Acuña,Sevilla,30,26,"2,330",25.9,1,0.04,2020-2021,La Liga
Bobby Adekanye,Cádiz,3,0,36,0.4,0,0.00,2020-2021,La Liga
Martin Agirregabiria,Alavés,26,16,"1,558",17.3,0,0.00,2020-2021,La Liga
Joseph Aidoo,Celta Vigo,25,14,"1,289",14.3,0,0.00,2020-2021,La Liga
Carlos Akapo,Cádiz,13,10,865,9.6,1,0.10,2020-2021,La Liga
Paul Akouokou,Betis,10,4,378,4.2,0,0.00,2020-2021,La Liga
Jony Álamo,Elche,1,1,73,0.8,0,0.00,2020-2021,La Liga
Jordi Alba,Barcelona,35,34,"3,025",33.6,3,0.09,2020-2021,La Liga
Raúl Albiol,Villarreal,35,35,"3,115",34.6,0,0.00,2020-2021,La Liga
Paco Alcácer,Villarreal,27,19,"1,544",17.2,6,0.35,2020-2021,La Liga
Pedro Alcalá,Cádiz,13,8,909,10.1,0,0.00,2020-2021,La Liga
Rubén Alcaraz,Valladolid,30,25,"2,165",24.1,1,0.04,2020-2021,La Liga
Iván Alejo,Cádiz,22,6,827,9.2,1,0.11,2020-2021,La Liga
Carles Aleñá,Barcelona,2,0,48,0.5,0,0.00,2020-2021,La Liga
Carles Aleñá,Getafe,22,15,"1,366",15.2,2,0.13,2020-2021,La Liga
Alfon,Celta Vigo,2,0,34,0.4,0,0.00,2020-2021,La Liga
Sergio Álvarez,Eibar,27,17,"1,568",17.4,0,0.00,2020-2021,La Liga
Yeray Álvarez,Athletic Club,23,22,"1,948",21.6,1,0.05,2020-2021,La Liga
Emmanuel Amankwaa Akurugu,Getafe,1,0,45,0.5,0,0.00,2020-2021,La Liga
Jon Ander Garrido,Cádiz,23,7,800,8.9,0,0.00,2020-2021,La Liga
Ángel,Granada,1,1,90,1.0,0,0.00,2020-2021,La Liga
José Ángel,Eibar,14,11,901,10.0,0,0.00,2020-2021,La Liga
Miguel Ángel Rubio,Valladolid,2,1,135,1.5,0,0.00,2020-2021,La Liga
José Antonio Miranda,Getafe,4,0,26,0.3,0,0.00,2020-2021,La Liga
,,,,,,,,2020-2021,La Liga
Aritz Arambarri,Real Sociedad,1,0,26,0.3,0,0.00,2020-2021,La Liga
Mauro Arambarri,Getafe,34,33,"2,983",33.1,3,0.09,2020-2021,La Liga
Néstor Araujo,Celta Vigo,33,26,"2,426",27.0,0,0.00,2020-2021,La Liga
Ronald Araújo,Barcelona,24,16,"1,510",16.8,2,0.12,2020-2021,La Liga
Anaitz Arbilla,Eibar,34,30,"2,807",31.2,0,0.00,2020-2021,La Liga
Unai Arietaleanizbeaskoa,Eibar,4,0,47,0.5,0,0.00,2020-2021,La Liga
Sergio Arribas,Real Madrid,8,0,135,1.5,0,0.00,2020-2021,La Liga
Sergio Asenjo,Villarreal,36,36,"3,240",36.0,0,0.00,2020-2021,La Liga
Marco Asensio,Real Madrid,35,21,"1,869",20.8,5,0.24,2020-2021,La Liga
Iago Aspas,Celta Vigo,33,33,"2,864",31.8,14,0.44,2020-2021,La Liga
Miguel Atienza,Eibar,12,9,838,9.3,0,0.00,2020-2021,La Liga
Ezequiel Ávila,Osasuna,8,2,202,2.2,0,0.00,2020-2021,La Liga
Ramon Azeez,Granada,2,1,101,1.1,0,0.00,2020-2021,La Liga
Carlos Bacca,Villarreal,23,9,786,8.7,5,0.57,2020-2021,La Liga
Édgar Badía,Elche,30,30,"2,700",30.0,0,0.00,2020-2021,La Liga
Alex Baena,Villarreal,6,2,137,1.5,0,0.00,2020-2021,La Liga
Miguel Baeza,Celta Vigo,22,4,543,6.0,1,0.17,2020-2021,La Liga
Mikel Balenziaga,Athletic Club,23,17,"1,689",18.8,0,0.00,2020-2021,La Liga
Barcia,Granada,1,1,90,1.0,0,0.00,2020-2021,La Liga
Enis Bardhi,Levante,26,19,"1,682",18.7,1,0.05,2020-2021,La Liga
Kike Barja,Osasuna,33,17,"1,433",15.9,2,0.13,2020-2021,La Liga
Marc Baró,Cádiz,1,1,90,1.0,0,0.00,2020-2021,La Liga
Antonio Barragán,Elche,27,26,"2,235",24.8,0,0.00,2020-2021,La Liga
Ander Barrenetxea,Real Sociedad,31,13,"1,307",14.5,3,0.21,2020-2021,La Liga
Marc Bartra,Betis,19,19,"1,694",18.8,0,0.00,2020-2021,La Liga
,,,,,,,,2020-2021,La Liga
Álvaro Bastida,Cádiz,1,0,35,0.4,0,0.00,2020-2021,La Liga
Rodrigo Battaglia,Alavés,32,29,"2,492",27.7,1,0.04,2020-2021,La Liga
Jon Bautista,Real Sociedad,21,0,370,4.1,0,0.00,2020-2021,La Liga
Fran Beltrán,Celta Vigo,32,13,"1,399",15.5,3,0.19,2020-2021,La Liga
Sergio Benito,Valladolid,1,0,2,0.0,0,0.00,2020-2021,La Liga
Karim Benzema,Real Madrid,34,33,"2,894",32.2,23,0.72,2020-2021,La Liga
Yuri Berchiche,Athletic Club,23,21,"1,682",18.7,1,0.05,2020-2021,La Liga
Álex Berenguer,Athletic Club,35,27,"2,278",25.3,8,0.32,2020-2021,La Liga
Pedro Bigas,Eibar,21,19,"1,529",17.0,0,0.00,2020-2021,La Liga
Blanco,Real Madrid,4,2,220,2.4,0,0.00,2020-2021,La Liga
Alejandro Blanco,Valencia,13,6,580,6.4,1,0.16,2020-2021,La Liga
