Player,Squad,MP,Starts,Min,90s,Goals,Goals,Seasons,League
,,,,,,,,2018-2019,La Liga
Bernardo Espinosa,Girona,31,31,"2,727",30.3,1,0.03,2018-2019,La Liga
Beñat Etxebarria,Athletic Club,27,25,"2,031",22.6,1,0.04,2018-2019,La Liga
Xabier Etxeita,Huesca,31,30,"2,677",29.7,4,0.13,2018-2019,La Liga
Zouhair Feddal,Betis,21,19,"1,702",18.9,1,0.05,2018-2019,La Liga
Aitor Fernández,Levante,16,16,"1,440",16.0,0,0.00,2018-2019,La Liga
Andrés Fernández,Villarreal,6,6,540,6.0,0,0.00,2018-2019,La Liga
Borja Fernández,Valladolid,19,10,841,9.3,0,0.00,2018-2019,La Liga
Joaquín Fernández,Valladolid,13,9,839,9.3,1,0.11,2018-2019,La Liga
David Ferreiro,Huesca,35,23,"2,280",25.3,1,0.04,2018-2019,La Liga
Facundo Ferreyra,Espanyol,9,1,211,2.3,1,0.43,2018-2019,La Liga
Junior Firpo,Betis,24,22,"1,937",21.5,3,0.14,2018-2019,La Liga
Mathieu Flamini,Getafe,10,4,453,5.0,0,0.00,2018-2019,La Liga
Pablo Fornals,Villarreal,35,28,"2,479",27.5,2,0.07,2018-2019,La Liga
Dimitri Foulquier,Getafe,25,23,"1,799",20.0,3,0.15,2018-2019,La Liga
Javi Fuego,Villarreal,5,3,233,2.6,0,0.00,2018-2019,La Liga
Ramiro Funes Mori,Villarreal,31,29,"2,627",29.2,2,0.07,2018-2019,La Liga
Javi Galán,Huesca,16,16,"1,440",16.0,0,0.00,2018-2019,La Liga
Álex Gallar,Huesca,25,10,"1,009",11.2,4,0.36,2018-2019,La Liga
Enric Gallego,Huesca,19,17,"1,539",17.1,5,0.29,2018-2019,La Liga
Álex Gálvez,Rayo Vallecano,17,17,"1,412",15.7,1,0.06,2018-2019,La Liga
Kévin Gameiro,Valencia,33,16,"1,612",17.9,6,0.33,2018-2019,La Liga
Cristian Ganea,Athletic Club,1,1,49,0.5,0,0.00,2018-2019,La Liga
Ezequiel Garay,Valencia,24,24,"2,136",23.7,2,0.08,2018-2019,La Liga
Borja Garcés,Atlético Madrid,1,0,20,0.2,1,4.50,2018-2019,La Liga
Alberto García,Rayo Vallecano,17,17,"1,530",17.0,0,0.00,2018-2019,La Liga
,,,,,,,,2018-2019,La Liga
Aleix García,Girona,31,20,"1,663",18.5,2,0.11,2018-2019,La Liga
Álvaro García,Rayo Vallecano,35,17,"1,766",19.6,4,0.20,2018-2019,La Liga
Borja García,Girona,33,30,"2,629",29.2,1,0.03,2018-2019,La Liga
Dani García,Athletic Club,29,29,"2,476",27.5,0,0.00,2018-2019,La Liga
Javi García,Betis,13,6,524,5.8,0,0.00,2018-2019,La Liga
Manu García,Alavés,34,25,"2,330",25.9,1,0.04,2018-2019,La Liga
Raúl García,Athletic Club,33,27,"2,369",26.3,9,0.34,2018-2019,La Liga
Raúl García,Leganés,5,4,381,4.2,0,0.00,2018-2019,La Liga
Raúl García,Girona,10,10,850,9.4,0,0.00,2018-2019,La Liga
Sergio García,Espanyol,29,17,"1,486",16.5,2,0.12,2018-2019,La Liga
Mario Gaspar,Villarreal,31,30,"2,599",28.9,1,0.03,2018-2019,La Liga
Joris Gnagnon,Sevilla,7,4,446,5.0,0,0.00,2018-2019,La Liga
Diego Godín,Atlético Madrid,30,28,"2,509",27.9,3,0.11,2018-2019,La Liga
Ibai Gómez,Athletic Club,14,6,580,6.4,0,0.00,2018-2019,La Liga
Ibai Gómez,Alavés,18,17,"1,449",16.1,3,0.19,2018-2019,La Liga
Maxi Gómez,Celta Vigo,35,33,"2,960",32.9,13,0.40,2018-2019,La Liga
Moi Gómez,Huesca,36,35,"3,055",33.9,2,0.06,2018-2019,La Liga
Sergi Gómez,Sevilla,32,31,"2,765",30.7,0,0.00,2018-2019,La Liga
Maxime Gonalons,Sevilla,10,5,540,6.0,0,0.00,2018-2019,La Liga
Álvaro González,Villarreal,33,33,"2,964",32.9,1,0.03,2018-2019,La Liga
Bruno González,Getafe,23,18,"1,701",18.9,0,0.00,2018-2019,La Liga
Cristo González,Real Madrid,1,0,45,0.5,0,0.00,2018-2019,La Liga
Andoni Gorosabel,Real Sociedad,7,6,455,5.1,0,0.00,2018-2019,La Liga
Álex Granell,Girona,32,26,"2,391",26.6,0,0.00,2018-2019,La Liga
Esteban Granero,Espanyol,28,24,"2,013",22.4,3,0.13,2018-2019,La Liga
,,,,,,,,2018-2019,La Liga
Antoine Griezmann,Atlético Madrid,37,37,"3,198",35.5,15,0.42,2018-2019,La Liga
Andrés Guardado,Betis,31,27,"2,335",25.9,0,0.00,2018-2019,La Liga
Sergi Guardiola,Valladolid,17,17,"1,514",16.8,3,0.18,2018-2019,La Liga
Sergi Guardiola,Getafe,3,0,30,0.3,0,0.00,2018-2019,La Liga
Gonçalo Guedes,Valencia,25,18,"1,465",16.3,5,0.31,2018-2019,La Liga
Javi Guerra,Rayo Vallecano,8,1,236,2.6,0,0.00,2018-2019,La Liga
Francis Guerrero,Betis,22,22,"1,778",19.8,0,0.00,2018-2019,La Liga
Ander Guevara,Real Sociedad,1,1,90,1.0,0,0.00,2018-2019,La Liga
John Guidetti,Alavés,22,6,631,7.0,2,0.29,2018-2019,La Liga
Gerard Gumbau,Leganés,16,13,"1,199",13.3,1,0.08,2018-2019,La Liga
Serdar Gürler,Huesca,13,5,482,5.4,0,0.00,2018-2019,La Liga
Gorka Guruzeta,Athletic Club,6,0,50,0.6,0,0.00,2018-2019,La Liga
Hacen,Valladolid,1,0,3,0.0,0,0.00,2018-2019,La Liga
Munir El Haddadi,Barcelona,7,1,152,1.7,1,0.59,2018-2019,La Liga
Munir El Haddadi,Sevilla,16,12,"1,042",11.6,5,0.43,2018-2019,La Liga
Uche Henry Agbo,Rayo Vallecano,6,5,372,4.1,0,0.00,2018-2019,La Liga
Mario Hermoso,Espanyol,32,31,"2,806",31.2,3,0.10,2018-2019,La Liga
Lucas Hernández,Atlético Madrid,14,13,"1,117",12.4,1,0.08,2018-2019,La Liga
Theo Hernández,Real Sociedad,24,22,"1,976",22.0,1,0.05,2018-2019,La Liga
Yangel Herrera,Huesca,16,14,"1,154",12.8,0,0.00,2018-2019,La Liga
Iago Herrerín,Athletic Club,31,31,"2,790",31.0,0,0.00,2018-2019,La Liga
Pablo Hervías,Valladolid,3,2,160,1.8,0,0.00,2018-2019,La Liga
Pablo Hervías,Eibar,3,2,180,2.0,0,0.00,2018-2019,La Liga
Andrew Hjulsager,Celta Vigo,15,2,359,4.0,0,0.00,2018-2019,La Liga
Wesley Hoedt,Celta Vigo,10,9,893,9.9,0,0.00,2018-2019,La Liga
,,,,,,,,2018-2019,La Liga
Robert Ibáñez,Getafe,7,0,76,0.8,0,0.00,2018-2019,La Liga
Vicente Iborra,Villarreal,19,19,"1,665",18.5,3,0.16,2018-2019,La Liga
Borja Iglesias,Espanyol,37,35,"3,075",34.2,17,0.50,2018-2019,La Liga
Asier Illarramendi,Real Sociedad,23,20,"1,821",20.2,1,0.05,2018-2019,La Liga
Giannelli Imbula,Rayo Vallecano,22,21,"1,732",19.2,1,0.05,2018-2019,La Liga
Pablo Insua,Huesca,10,10,776,8.6,0,0.00,2018-2019,La Liga
Takashi Inui,Alavés,12,10,828,9.2,2,0.22,2018-2019,La Liga
Takashi Inui,Betis,8,5,377,4.2,0,0.00,2018-2019,La Liga
Gorka Iraizoz,Girona,7,6,559,6.2,0,0.00,2018-2019,La Liga
Carlos Isaac,Atlético Madrid,1,1,90,1.0,0,0.00,2018-2019,La Liga
Isco,Real Madrid,27,11,"1,192",13.2,3,0.23,2018-2019,La Liga
Manuel Iturra,Villarreal,3,1,74,0.8,0,0.00,2018-2019,La Liga
Ander Iturraspe,Athletic Club,3,1,98,1.1,0,0.00,2018-2019,La Liga
Ivi,Valladolid,3,0,20,0.2,0,0.00,2018-2019,La Liga
Adnan Januzaj,Real Sociedad,20,13,"1,254",13.9,1,0.07,2018-2019,La Liga
Jason,Levante,30,26,"2,330",25.9,2,0.08,2018-2019,La Liga
Mathias Jensen,Celta Vigo,6,3,235,2.6,0,0.00,2018-2019,La Liga
Jesé,Betis,14,9,779,8.7,2,0.23,2018-2019,La Liga
Joaquín,Betis,30,17,"1,696",18.8,6,0.32,2018-2019,La Liga
Jony,Alavés,36,34,"2,971",33.0,5,0.15,2018-2019,La Liga
Joan Jordán,Eibar,36,32,"2,875",31.9,4,0.13,2018-2019,La Liga
Willian José,Real Sociedad,31,28,"2,367",26.3,11,0.42,2018-2019,La Liga
Aleksandar Jovanović,Huesca,12,12,"1,080",12.0,0,0.00,2018-2019,La Liga
Jozabed,Celta Vigo,20,14,"1,155",12.8,0,0.00,2018-2019,La Liga
Miguel Juan Llambrich,Villarreal,8,5,544,6.0,0,0.00,2018-2019,La Liga
,,,,,,,,2018-2019,La Liga
Juanfran,Leganés,23,17,"1,459",16.2,1,0.06,2018-2019,La Liga
Juanfran,Atlético Madrid,22,18,"1,609",17.9,0,0.00,2018-2019,La Liga
Juanmi,Real Sociedad,30,16,"1,523",16.9,5,0.30,2018-2019,La Liga
Juanpe,Girona,33,31,"2,767",30.7,0,0.00,2018-2019,La Liga
Juanpi,Huesca,14,8,670,7.4,2,0.27,2018-2019,La Liga
David Juncà,Celta Vigo,21,21,"1,754",19.5,0,0.00,2018-2019,La Liga
Vinicius Júnior,Real Madrid,18,9,869,9.7,2,0.21,2018-2019,La Liga
Gaël Kakuta,Rayo Vallecano,12,9,717,8.0,1,0.13,2018-2019,La Liga
Nikola Kalinić,Atlético Madrid,17,7,642,7.1,2,0.28,2018-2019,La Liga
Lee Kangin,Valencia,3,0,24,0.3,0,0.00,2018-2019,La Liga
Wilfrid Kaptoum,Betis,10,9,773,8.6,0,0.00,2018-2019,La Liga
Keko,Valladolid,26,20,"1,533",17.0,2,0.12,2018-2019,La Liga
Kike,Eibar,30,15,"1,298",14.4,3,0.21,2018-2019,La Liga
Simon Kjær,Sevilla,26,25,"2,008",22.3,0,0.00,2018-2019,La Liga
Kenan Kodro,Athletic Club,11,0,161,1.8,1,0.56,2018-2019,La Liga
Koke,Atlético Madrid,30,29,"2,586",28.7,3,0.10,2018-2019,La Liga
Geoffrey Kondogbia,Valencia,19,14,"1,245",13.8,1,0.07,2018-2019,La Liga
Vasyl Kravets,Leganés,6,6,481,5.3,0,0.00,2018-2019,La Liga
Toni Kroos,Real Madrid,28,26,"2,221",24.7,0,0.00,2018-2019,La Liga
Víctor Laguardia,Alavés,36,36,"3,240",36.0,1,0.03,2018-2019,La Liga
Diego Lainez,Betis,12,3,353,3.9,0,0.00,2018-2019,La Liga
Toni Lato,Valencia,4,3,270,3.0,0,0.00,2018-2019,La Liga
Miguel Layún,Villarreal,8,5,506,5.6,0,0.00,2018-2019,La Liga
Robin Le Normand,Real Sociedad,4,3,284,3.2,0,0.00,2018-2019,La Liga
Wu Lei,Espanyol,16,12,"1,061",11.8,3,0.25,2018-2019,La Liga
,,,,,,,,2018-2019,La Liga
Iñigo Lekue,Athletic Club,4,2,211,2.3,0,0.00,2018-2019,La Liga
Thomas Lemar,Atlético Madrid,31,22,"1,817",20.2,3,0.15,2018-2019,La Liga
Clément Lenglet,Barcelona,23,22,"1,933",21.5,1,0.05,2018-2019,La Liga
Pedro León,Eibar,9,5,425,4.7,1,0.21,2018-2019,La Liga
Sergio León,Betis,16,6,638,7.1,0,0.00,2018-2019,La Liga
Diego Llorente,Real Sociedad,21,20,"1,752",19.5,0,0.00,2018-2019,La Liga
Marcos Llorente,Real Madrid,7,6,540,6.0,0,0.00,2018-2019,La Liga
Giovani Lo Celso,Betis,32,27,"2,397",26.6,9,0.34,2018-2019,La Liga
Stanislav Lobotka,Celta Vigo,31,27,"2,489",27.7,0,0.00,2018-2019,La Liga
Samuele Longo,Huesca,15,6,556,6.2,1,0.16,2018-2019,La Liga
Alejandro López,Espanyol,4,1,112,1.2,0,0.00,2018-2019,La Liga
David López,Espanyol,21,21,"1,819",20.2,0,0.00,2018-2019,La Liga
Diego López,Espanyol,38,38,"3,420",38.0,0,0.00,2018-2019,La Liga
Javi López,Espanyol,23,21,"1,948",21.6,0,0.00,2018-2019,La Liga
Lluis López,Espanyol,6,5,521,5.8,0,0.00,2018-2019,La Liga
Pedro López Muñoz,Levante,8,4,465,5.2,0,0.00,2018-2019,La Liga
Pau López,Betis,33,33,"2,970",33.0,0,0.00,2018-2019,La Liga
Roberto López,Real Sociedad,1,0,29,0.3,0,0.00,2018-2019,La Liga
Unai López,Athletic Club,7,3,328,3.6,0,0.00,2018-2019,La Liga
Anthony Lozano,Girona,20,7,730,8.1,0,0.00,2018-2019,La Liga
Filipe Luís,Atlético Madrid,27,24,"2,030",22.6,2,0.09,2018-2019,La Liga
José Luis Gayà,Valencia,35,35,"3,137",34.9,1,0.03,2018-2019,La Liga
José Luis Morales,Levante,37,35,"3,195",35.5,12,0.34,2018-2019,La Liga
Luisinho,Huesca,7,6,507,5.6,0,0.00,2018-2019,La Liga
Douglas Luiz,Girona,23,16,"1,490",16.6,0,0.00,2018-2019,La Liga
,,,,,,,,2018-2019,La Liga
Antonio Luna,Levante,16,14,"1,258",14.0,0,0.00,2018-2019,La Liga
Andriy Lunin,Leganés,5,4,365,4.1,0,0.00,2018-2019,La Liga
Nemanja Maksimović,Getafe,36,36,"3,209",35.7,1,0.03,2018-2019,La Liga
Malcom,Barcelona,15,6,614,6.8,1,0.15,2018-2019,La Liga
Hugo Mallo,Celta Vigo,35,35,"3,092",34.4,1,0.03,2018-2019,La Liga
Aïssa Mandi,Betis,35,34,"3,059",34.0,1,0.03,2018-2019,La Liga
Martín Mantovani,Huesca,9,6,701,7.8,2,0.26,2018-2019,La Liga
Fran Manzanara,Levante,4,1,157,1.7,0,0.00,2018-2019,La Liga
Marcelo,Real Madrid,23,21,"1,853",20.6,2,0.10,2018-2019,La Liga
Óscar de Marcos,Athletic Club,30,28,"2,421",26.9,1,0.04,2018-2019,La Liga
Miguel Marí,Eibar,2,0,69,0.8,0,0.00,2018-2019,La Liga
José María Giménez,Atlético Madrid,21,19,"1,772",19.7,0,0.00,2018-2019,La Liga
Mariano,Real Madrid,13,3,447,5.0,3,0.60,2018-2019,La Liga
Adrián Marín,Alavés,6,2,290,3.2,0,0.00,2018-2019,La Liga
Guillermo Maripán,Alavés,23,22,"2,008",22.3,2,0.09,2018-2019,La Liga
Roger Martí,Levante,31,23,"1,887",21.0,13,0.62,2018-2019,La Liga
Iñigo Martínez,Athletic Club,33,33,"2,902",32.2,0,0.00,2018-2019,La Liga
Gelson Martins,Atlético Madrid,8,1,229,2.5,0,0.00,2018-2019,La Liga
Jordi Masip,Valladolid,35,35,"3,150",35.0,0,0.00,2018-2019,La Liga
Jaime Mata,Getafe,34,27,"2,432",27.0,14,0.52,2018-2019,La Liga
Borja Mayoral,Levante,29,16,"1,621",18.0,3,0.17,2018-2019,La Liga
Róbert Mazáň,Celta Vigo,1,1,90,1.0,0,0.00,2018-2019,La Liga
Álvaro Medrán,Rayo Vallecano,21,12,"1,149",12.8,3,0.23,2018-2019,La Liga
Óscar Melendo,Espanyol,32,22,"1,997",22.2,0,0.00,2018-2019,La Liga
Gonzalo Melero,Huesca,22,14,"1,345",14.9,2,0.13,2018-2019,La Liga
,,,,,,,,2018-2019,La Liga
Arthur Melo,Barcelona,27,19,"1,430",15.9,0,0.00,2018-2019,La Liga
Brais Méndez,Celta Vigo,31,27,"2,349",26.1,6,0.23,2018-2019,La Liga
Gabriel Mercado,Sevilla,23,19,"1,738",19.3,2,0.10,2018-2019,La Liga
Mikel Merino,Real Sociedad,29,24,"2,055",22.8,3,0.13,2018-2019,La Liga
Sabin Merino,Leganés,12,2,295,3.3,0,0.00,2018-2019,La Liga
Martín Merquelanz,Real Sociedad,1,0,6,0.1,0,0.00,2018-2019,La Liga
Roque Mesa,Sevilla,31,20,"1,746",19.4,2,0.10,2018-2019,La Liga
Lionel Messi,Barcelona,34,29,"2,713",30.1,36,1.19,2018-2019,La Liga
Míchel,Valladolid,35,27,"2,553",28.4,1,0.04,2018-2019,La Liga
Miguel,Valladolid,2,0,12,0.1,0,0.00,2018-2019,La Liga
Pere Milla,Eibar,5,5,341,3.8,0,0.00,2018-2019,La Liga
Santi Mina,Valencia,30,23,"1,852",20.6,7,0.34,2018-2019,La Liga
Ignasi Miquel,Getafe,7,4,316,3.5,0,0.00,2018-2019,La Liga
Jorge Miramón,Huesca,30,30,"2,492",27.7,1,0.04,2018-2019,La Liga
Luka Modrić,Real Madrid,34,31,"2,608",29.0,3,0.10,2018-2019,La Liga
Johan Mojica,Girona,1,0,20,0.2,0,0.00,2018-2019,La Liga
Jorge Molina,Getafe,38,28,"2,648",29.4,14,0.48,2018-2019,La Liga
Victor Mollejo,Atlético Madrid,4,0,65,0.7,0,0.00,2018-2019,La Liga
Francisco Montero,Atlético Madrid,9,4,404,4.5,0,0.00,2018-2019,La Liga
Emre Mor,Celta Vigo,10,4,369,4.1,0,0.00,2018-2019,La Liga
Álvaro Morata,Atlético Madrid,15,13,"1,083",12.0,6,0.50,2018-2019,La Liga
Álex Moreno,Rayo Vallecano,36,36,"3,136",34.8,1,0.03,2018-2019,La Liga
Gerard Moreno,Villarreal,35,25,"2,315",25.7,8,0.31,2018-2019,La Liga
Héctor Moreno,Real Sociedad,25,21,"1,933",21.5,1,0.05,2018-2019,La Liga
Sergio Moreno,Rayo Vallecano,1,0,14,0.2,0,0.00,2018-2019,La Liga
,,,,,,,,2018-2019,La Liga
Manu Morlanes,Villarreal,10,7,610,6.8,0,0.00,2018-2019,La Liga
Loren Morón,Betis,33,22,"1,957",21.7,6,0.28,2018-2019,La Liga
Toni Moya,Atlético Madrid,1,1,90,1.0,0,0.00,2018-2019,La Liga
Javi Moyano,Valladolid,27,25,"2,098",23.3,0,0.00,2018-2019,La Liga
Iker Muniain,Athletic Club,34,27,"2,383",26.5,7,0.26,2018-2019,La Liga
Marc Muniesa,Girona,19,15,"1,406",15.6,0,0.00,2018-2019,La Liga
Aihen Muñoz,Real Sociedad,11,11,951,10.6,0,0.00,2018-2019,La Liga
Ezequiel Muñoz,Leganés,3,2,211,2.3,0,0.00,2018-2019,La Liga
Joaquín Muñoz,Atlético Madrid,1,0,1,0.0,0,0.00,2018-2019,La Liga
Luis Muriel,Sevilla,6,1,123,1.4,1,0.73,2018-2019,La Liga
Jeison Murillo,Barcelona,2,1,113,1.3,0,0.00,2018-2019,La Liga
Jeison Murillo,Valencia,1,1,90,1.0,0,0.00,2018-2019,La Liga
Damián Musto,Huesca,24,20,"1,686",18.7,0,0.00,2018-2019,La Liga
Nacho,Valladolid,35,35,"3,150",35.0,1,0.03,2018-2019,La Liga
Nacho,Real Madrid,20,19,"1,698",18.9,0,0.00,2018-2019,La Liga
Naldo,Espanyol,16,16,"1,362",15.1,1,0.07,2018-2019,La Liga
Ximo Navarro,Alavés,31,28,"2,533",28.1,2,0.07,2018-2019,La Liga
Jesús Navas,Sevilla,32,31,"2,712",30.1,1,0.03,2018-2019,La Liga
Keylor Navas,Real Madrid,10,10,900,10.0,0,0.00,2018-2019,La Liga
Raúl Navas,Real Sociedad,16,15,"1,310",14.6,0,0.00,2018-2019,La Liga
Neto,Valencia,34,34,"3,060",34.0,0,0.00,2018-2019,La Liga
Saúl Ñíguez,Atlético Madrid,33,32,"2,925",32.5,4,0.12,2018-2019,La Liga
Peru Nolaskoain,Athletic Club,8,4,464,5.2,2,0.39,2018-2019,La Liga
Nolito,Sevilla,4,1,76,0.8,0,0.00,2018-2019,La Liga
Unai Núñez,Athletic Club,12,11,"1,064",11.8,0,0.00,2018-2019,La Liga
,,,,,,,,2018-2019,La Liga
Allan Nyom,Leganés,23,20,"1,708",19.0,1,0.05,2018-2019,La Liga
Jan Oblak,Atlético Madrid,37,37,"3,330",37.0,0,0.00,2018-2019,La Liga
Álvaro Odriozola,Real Madrid,14,14,"1,178",13.1,0,0.00,2018-2019,La Liga
Dani Ojeda,Leganés,5,2,193,2.1,0,0.00,2018-2019,La Liga
Lucas Olaza,Celta Vigo,10,10,897,10.0,0,0.00,2018-2019,La Liga
Oier Olazábal,Levante,21,21,"1,890",21.0,0,0.00,2018-2019,La Liga
Kiko Olivas,Valladolid,35,35,"3,100",34.4,0,0.00,2018-2019,La Liga
Paulo Oliveira,Eibar,28,24,"2,245",24.9,0,0.00,2018-2019,La Liga
Mathías Olivera,Getafe,14,12,"1,007",11.2,0,0.00,2018-2019,La Liga
Kenneth Omeruo,Leganés,28,27,"2,433",27.0,0,0.00,2018-2019,La Liga
Fabián Orellana,Eibar,33,31,"2,733",30.4,3,0.10,2018-2019,La Liga
Mikel Oyarzabal,Real Sociedad,37,36,"3,153",35.0,13,0.37,2018-2019,La Liga
Fernando Pacheco,Alavés,35,35,"3,150",35.0,0,0.00,2018-2019,La Liga
Rubén Pardo,Real Sociedad,24,16,"1,368",15.2,1,0.07,2018-2019,La Liga
Daniel Parejo,Valencia,36,35,"3,061",34.0,9,0.26,2018-2019,La Liga
Thomas Partey,Atlético Madrid,32,22,"2,070",23.0,3,0.13,2018-2019,La Liga
Gabriel Paulista,Valencia,30,30,"2,623",29.1,0,0.00,2018-2019,La Liga
Alfonso Pedraza,Villarreal,34,22,"2,095",23.3,3,0.13,2018-2019,La Liga
Pedrosa,Espanyol,12,8,763,8.5,1,0.12,2018-2019,La Liga
Rubén Peña,Eibar,31,30,"2,674",29.7,1,0.03,2018-2019,La Liga
Carles Pérez,Barcelona,1,0,18,0.2,0,0.00,2018-2019,La Liga
Hernán Pérez,Espanyol,19,10,795,8.8,1,0.11,2018-2019,La Liga
Rubén Pérez,Leganés,31,27,"2,474",27.5,0,0.00,2018-2019,La Liga
Pablo Piatti,Espanyol,20,6,743,8.3,1,0.12,2018-2019,La Liga
Cristiano Piccini,Valencia,23,21,"1,868",20.8,1,0.05,2018-2019,La Liga
,,,,,,,,2018-2019,La Liga
Tomás Pina Isla,Alavés,28,27,"2,340",26.0,2,0.08,2018-2019,La Liga
Gerard Piqué,Barcelona,35,35,"3,150",35.0,4,0.11,2018-2019,La Liga
Carles Planas,Girona,7,4,419,4.7,0,0.00,2018-2019,La Liga
Óscar Plano,Valladolid,33,30,"2,693",29.9,3,0.10,2018-2019,La Liga
Stiven Plaza,Valladolid,2,0,38,0.4,0,0.00,2018-2019,La Liga
Pere Pons,Girona,34,32,"2,792",31.0,1,0.03,2018-2019,La Liga
Pedro Porro,Girona,32,25,"2,211",24.6,0,0.00,2018-2019,La Liga
Francisco Portillo,Getafe,32,19,"1,994",22.2,1,0.05,2018-2019,La Liga
Portu,Girona,34,33,"2,821",31.3,9,0.29,2018-2019,La Liga
Sergio Postigo,Levante,21,17,"1,449",16.1,1,0.06,2018-2019,La Liga
José Pozo,Rayo Vallecano,29,16,"1,617",18.0,3,0.17,2018-2019,La Liga
Sanjin Prcić,Levante,10,6,532,5.9,0,0.00,2018-2019,La Liga
Quincy Promes,Sevilla,33,15,"1,583",17.6,2,0.11,2018-2019,La Liga
Javi Puado,Espanyol,15,2,359,4.0,0,0.00,2018-2019,La Liga
Riqui Puig,Barcelona,2,2,156,1.7,0,0.00,2018-2019,La Liga
Jorge Pulido,Huesca,32,32,"2,785",30.9,3,0.10,2018-2019,La Liga
Xavi Quintillà,Villarreal,7,7,627,7.0,0,0.00,2018-2019,La Liga
Dani Raba,Villarreal,8,2,191,2.1,0,0.00,2018-2019,La Liga
Rafinha,Barcelona,5,3,223,2.5,0,0.00,2018-2019,La Liga
Ivan Rakitić,Barcelona,34,29,"2,643",29.4,3,0.10,2018-2019,La Liga
Jonás Ramalho,Girona,22,18,"1,619",18.0,1,0.06,2018-2019,La Liga
Sandro Ramírez,Real Sociedad,24,10,"1,055",11.7,0,0.00,2018-2019,La Liga
Iván Ramis,Eibar,21,20,"1,677",18.6,0,0.00,2018-2019,La Liga
Chris Ramos,Valladolid,1,1,63,0.7,0,0.00,2018-2019,La Liga
Sergio Ramos,Real Madrid,28,28,"2,474",27.5,6,0.22,2018-2019,La Liga
,,,,,,,,2018-2019,La Liga
Recio,Leganés,18,15,"1,285",14.3,0,0.00,2018-2019,La Liga
Sergio Reguilón,Real Madrid,14,13,"1,119",12.4,0,0.00,2018-2019,La Liga
Diego Reyes,Leganés,6,4,320,3.6,0,0.00,2018-2019,La Liga
Mikel Rico,Athletic Club,4,3,242,2.7,0,0.00,2018-2019,La Liga
Asier Riesgo,Eibar,14,14,"1,260",14.0,0,0.00,2018-2019,La Liga
Cristian Rivera,Huesca,22,19,"1,692",18.8,2,0.11,2018-2019,La Liga
Rober,Levante,33,32,"2,854",31.7,1,0.03,2018-2019,La Liga
Sergi Roberto,Barcelona,29,23,"2,088",23.2,0,0.00,2018-2019,La Liga
Patrick Roberts,Girona,19,6,601,6.7,0,0.00,2018-2019,La Liga
Joel Robles,Betis,5,5,450,5.0,0,0.00,2018-2019,La Liga
Marc Roca,Espanyol,35,35,"3,112",34.6,1,0.03,2018-2019,La Liga
Rubén Rochina,Levante,27,23,"1,800",20.0,4,0.20,2018-2019,La Liga
Rodri,Atlético Madrid,34,32,"2,735",30.4,3,0.10,2018-2019,La Liga
Rodrigo,Valencia,33,29,"2,528",28.1,8,0.28,2018-2019,La Liga
Kévin Rodrigues,Real Sociedad,7,5,484,5.4,0,0.00,2018-2019,La Liga
Ángel Rodríguez,Getafe,37,20,"1,819",20.2,8,0.40,2018-2019,La Liga
Óscar Rodríguez Arnaiz,Leganés,31,29,"2,504",27.8,4,0.14,2018-2019,La Liga
Marko Rog,Sevilla,10,4,357,4.0,0,0.00,2018-2019,La Liga
Diego Rolán,Leganés,6,2,215,2.4,0,0.00,2018-2019,La Liga
Diego Rolán,Alavés,9,3,298,3.3,0,0.00,2018-2019,La Liga
Facundo Roncaglia,Valencia,7,7,601,6.7,0,0.00,2018-2019,La Liga
Facundo Roncaglia,Celta Vigo,12,12,"1,070",11.9,0,0.00,2018-2019,La Liga
Roberto Rosales,Espanyol,21,20,"1,749",19.4,3,0.15,2018-2019,La Liga
Waldo Rubio,Valladolid,8,5,492,5.5,1,0.18,2018-2019,La Liga
Abel Ruiz,Barcelona,1,0,22,0.2,0,0.00,2018-2019,La Liga
,,,,,,,,2018-2019,La Liga
Víctor Ruiz,Villarreal,22,22,"1,975",21.9,0,0.00,2018-2019,La Liga
Gerónimo Rulli,Real Sociedad,27,27,"2,430",27.0,0,0.00,2018-2019,La Liga
Samuel Sáiz,Getafe,10,2,305,3.4,1,0.30,2018-2019,La Liga
Mikel San José,Athletic Club,33,16,"1,733",19.3,0,0.00,2018-2019,La Liga
Antonio Sanabria,Betis,15,8,811,9.0,2,0.22,2018-2019,La Liga
Javi Sánchez,Real Madrid,1,0,46,0.5,0,0.00,2018-2019,La Liga
Víctor Sánchez,Espanyol,24,13,"1,265",14.1,0,0.00,2018-2019,La Liga
Luca Sangalli,Real Sociedad,18,12,999,11.1,1,0.09,2018-2019,La Liga
Nicola Sansone,Villarreal,3,0,37,0.4,1,2.43,2018-2019,La Liga
Roberto Santamaría,Huesca,20,20,"1,800",20.0,0,0.00,2018-2019,La Liga
Michael Santos,Leganés,16,5,557,6.2,1,0.16,2018-2019,La Liga
Pablo Sarabia,Sevilla,33,30,"2,724",30.3,12,0.40,2018-2019,La Liga
Lluís Sastre,Huesca,4,1,120,1.3,0,0.00,2018-2019,La Liga
Stefan Savić,Atlético Madrid,18,17,"1,398",15.5,0,0.00,2018-2019,La Liga
Alfa Semedo,Espanyol,3,0,45,0.5,0,0.00,2018-2019,La Liga
Nélson Semedo,Barcelona,26,20,"1,600",17.8,1,0.06,2018-2019,La Liga
Rúben Semedo,Huesca,11,9,850,9.4,0,0.00,2018-2019,La Liga
