Player,Squad,MP,Starts,Min,90s,Goals,Goals,Seasons,League
James McClean,West Brom,30,14,"1,406",15.6,1,0.06,2017-2018,EPL
Sam McQueen,Southampton,7,1,148,1.6,0,0.00,2017-2018,EPL
Scott McTominay,Manchester Utd,13,7,634,7.0,0,0.00,2017-2018,EPL
Ben Mee,Burnley,29,29,"2,610",29.0,0,0.00,2017-2018,EPL
Benjamin Mendy,Manchester City,7,4,363,4.0,0,0.00,2017-2018,EPL
Mikel Merino,Newcastle Utd,24,14,"1,347",15.0,1,0.07,2017-2018,EPL
Per Mertesacker,Arsenal,6,4,366,4.1,1,0.25,2017-2018,EPL
,,,,,,,,2017-2018,EPL
Roque Mesa,Swansea City,11,9,754,8.4,0,0.00,2017-2018,EPL
Simon Mignolet,Liverpool,19,19,"1,710",19.0,0,0.00,2017-2018,EPL
Luka Milivojević,Crystal Palace,36,35,"3,080",34.2,10,0.29,2017-2018,EPL
James Milner,Liverpool,32,16,"1,775",19.7,0,0.00,2017-2018,EPL
Tyrone Mings,Bournemouth,4,3,201,2.2,0,0.00,2017-2018,EPL
Kevin Mirallas,Everton,5,2,138,1.5,0,0.00,2017-2018,EPL
Aleksandar Mitrović,Newcastle Utd,6,0,95,1.1,1,0.95,2017-2018,EPL
Henrikh Mkhitaryan,Arsenal,11,9,794,8.8,2,0.23,2017-2018,EPL
Henrikh Mkhitaryan,Manchester Utd,15,11,922,10.2,1,0.10,2017-2018,EPL
Nacho Monreal,Arsenal,28,26,"2,243",24.9,5,0.20,2017-2018,EPL
Aaron Mooy,Huddersfield,36,34,"3,067",34.1,4,0.12,2017-2018,EPL
Álvaro Morata,Chelsea,31,24,"2,061",22.9,11,0.48,2017-2018,EPL
Alberto Moreno,Liverpool,16,14,"1,266",14.1,0,0.00,2017-2018,EPL
Wes Morgan,Leicester City,32,32,"2,817",31.3,0,0.00,2017-2018,EPL
James Morrison,West Brom,4,2,207,2.3,1,0.43,2017-2018,EPL
Victor Moses,Chelsea,28,25,"2,110",23.4,3,0.13,2017-2018,EPL
Steve Mounié,Huddersfield,28,21,"1,855",20.6,7,0.34,2017-2018,EPL
Lucas Moura,Tottenham,6,2,210,2.3,0,0.00,2017-2018,EPL
Lys Mousset,Bournemouth,23,4,596,6.6,2,0.30,2017-2018,EPL
Jacob Murphy,Newcastle Utd,25,13,"1,148",12.8,1,0.08,2017-2018,EPL
Jamie Murphy,Brighton,4,1,168,1.9,0,0.00,2017-2018,EPL
Glenn Murray,Brighton,35,25,"2,192",24.4,12,0.49,2017-2018,EPL
Charly Musonda Jr.,Chelsea,3,0,37,0.4,0,0.00,2017-2018,EPL
Shkodran Mustafi,Arsenal,27,25,"2,273",25.3,3,0.12,2017-2018,EPL
Boaz Myhill,West Brom,1,1,90,1.0,0,0.00,2017-2018,EPL
,,,,,,,,2017-2018,EPL
Georges-Kévin N'Koudou,Tottenham,1,0,1,0.0,0,0.00,2017-2018,EPL
Georges-Kévin N'Koudou,Burnley,8,2,228,2.5,0,0.00,2017-2018,EPL
Luciano Narsingh,Swansea City,18,5,625,6.9,1,0.14,2017-2018,EPL
Kyle Naughton,Swansea City,34,34,"3,030",33.7,0,0.00,2017-2018,EPL
Badou Ndiaye,Stoke City,13,13,"1,138",12.6,2,0.16,2017-2018,EPL
Wilfred Ndidi,Leicester City,33,33,"2,898",32.2,0,0.00,2017-2018,EPL
Reiss Nelson,Arsenal,3,2,145,1.6,0,0.00,2017-2018,EPL
Julien Ngoy,Stoke City,1,0,20,0.2,0,0.00,2017-2018,EPL
Oumar Niasse,Everton,22,10,"1,087",12.1,8,0.66,2017-2018,EPL
Eddie Nketiah,Arsenal,3,0,20,0.2,0,0.00,2017-2018,EPL
Lukas Nmecha,Manchester City,2,0,16,0.2,0,0.00,2017-2018,EPL
Mark Noble,West Ham,29,28,"2,400",26.7,4,0.15,2017-2018,EPL
Allan Nyom,West Brom,29,25,"2,310",25.7,0,0.00,2017-2018,EPL
Aiden O'Neill,Burnley,1,0,1,0.0,0,0.00,2017-2018,EPL
Michael Obafemi,Southampton,1,0,9,0.1,0,0.00,2017-2018,EPL
Pedro Obiang,West Ham,21,18,"1,563",17.4,2,0.12,2017-2018,EPL
Angelo Ogbonna,West Ham,32,32,"2,880",32.0,1,0.03,2017-2018,EPL
Stefano Okaka,Watford,15,3,453,5.0,1,0.20,2017-2018,EPL
Shinji Okazaki,Leicester City,27,17,"1,324",14.7,6,0.41,2017-2018,EPL
Martin Olsson,Swansea City,36,36,"3,149",35.0,0,0.00,2017-2018,EPL
Divock Origi,Liverpool,1,0,10,0.1,0,0.00,2017-2018,EPL
David Ospina,Arsenal,5,4,381,4.2,0,0.00,2017-2018,EPL
Nicolás Otamendi,Manchester City,34,33,"2,967",33.0,4,0.12,2017-2018,EPL
Reece Oxford,West Ham,1,0,5,0.1,0,0.00,2017-2018,EPL
Alex Oxlade-Chamberlain,Arsenal,3,3,241,2.7,0,0.00,2017-2018,EPL
,,,,,,,,2017-2018,EPL
Alex Oxlade-Chamberlain,Liverpool,32,14,"1,493",16.6,3,0.18,2017-2018,EPL
Mesut Özil,Arsenal,26,24,"2,163",24.0,4,0.17,2017-2018,EPL
Kasey Palmer,Huddersfield,4,1,170,1.9,0,0.00,2017-2018,EPL
Emerson Palmieri,Chelsea,5,3,280,3.1,0,0.00,2017-2018,EPL
Pedro,Chelsea,31,17,"1,523",16.9,4,0.24,2017-2018,EPL
Roberto Pereyra,Watford,32,18,"1,624",18.0,5,0.28,2017-2018,EPL
Ayoze Pérez,Newcastle Utd,36,28,"2,492",27.7,8,0.29,2017-2018,EPL
Matt Phillips,West Brom,30,23,"2,093",23.3,2,0.09,2017-2018,EPL
Jordan Pickford,Everton,38,38,"3,420",38.0,0,0.00,2017-2018,EPL
Jérémy Pied,Southampton,2,2,180,2.0,0,0.00,2017-2018,EPL
Erik Pieters,Stoke City,31,30,"2,718",30.2,0,0.00,2017-2018,EPL
Paul Pogba,Manchester Utd,27,25,"2,148",23.9,6,0.25,2017-2018,EPL
Nick Pope,Burnley,35,34,"3,115",34.6,0,0.00,2017-2018,EPL
Alex Pritchard,Huddersfield,14,12,998,11.1,1,0.09,2017-2018,EPL
Sebastian Prödl,Watford,21,17,"1,570",17.4,0,0.00,2017-2018,EPL
Davy Pröpper,Brighton,35,35,"3,119",34.7,0,0.00,2017-2018,EPL
Marc Pugh,Bournemouth,20,11,985,10.9,0,0.00,2017-2018,EPL
Jason Puncheon,Crystal Palace,10,6,645,7.2,0,0.00,2017-2018,EPL
Collin Quaner,Huddersfield,26,13,"1,280",14.2,0,0.00,2017-2018,EPL
Sandro Ramírez,Everton,8,3,278,3.1,0,0.00,2017-2018,EPL
Aaron Ramsey,Arsenal,24,21,"1,846",20.5,7,0.34,2017-2018,EPL
Àngel Rangel,Swansea City,4,2,156,1.7,0,0.00,2017-2018,EPL
Marcus Rashford,Manchester Utd,35,17,"1,813",20.1,7,0.35,2017-2018,EPL
Nathan Redmond,Southampton,31,22,"1,945",21.6,1,0.05,2017-2018,EPL
Winston Reid,West Ham,17,17,"1,452",16.1,0,0.00,2017-2018,EPL
,,,,,,,,2017-2018,EPL
Declan Rice,West Ham,26,15,"1,430",15.9,0,0.00,2017-2018,EPL
Richarlison,Watford,38,32,"2,823",31.4,5,0.16,2017-2018,EPL
Jaïro Riedewald,Crystal Palace,12,4,442,4.9,0,0.00,2017-2018,EPL
Matt Ritchie,Newcastle Utd,35,32,"2,804",31.2,3,0.10,2017-2018,EPL
Connor Roberts,Swansea City,4,3,268,3.0,0,0.00,2017-2018,EPL
Andrew Robertson,Liverpool,22,22,"1,940",21.6,1,0.05,2017-2018,EPL
Hal Robson-Kanu,West Brom,21,8,827,9.2,2,0.22,2017-2018,EPL
Jay Rodriguez,West Brom,37,31,"2,812",31.2,7,0.22,2017-2018,EPL
Marcos Rojo,Manchester Utd,9,8,640,7.1,0,0.00,2017-2018,EPL
Sergio Romero,Manchester Utd,1,1,90,1.0,0,0.00,2017-2018,EPL
Oriol Romeu,Southampton,34,34,"2,897",32.2,1,0.03,2017-2018,EPL
Salomón Rondón,West Brom,36,32,"2,767",30.7,7,0.23,2017-2018,EPL
Wayne Rooney,Everton,31,27,"2,268",25.2,10,0.40,2017-2018,EPL
Danny Rose,Tottenham,10,9,800,8.9,0,0.00,2017-2018,EPL
Liam Rosenior,Brighton,3,1,164,1.8,0,0.00,2017-2018,EPL
Wayne Routledge,Swansea City,15,4,429,4.8,0,0.00,2017-2018,EPL
Antonio Rüdiger,Chelsea,27,25,"2,338",26.0,2,0.08,2017-2018,EPL
Mathew Ryan,Brighton,38,38,"3,420",38.0,0,0.00,2017-2018,EPL
Abdelhamid Sabiri,Huddersfield,5,2,220,2.4,0,0.00,2017-2018,EPL
Henri Saivet,Newcastle Utd,1,1,83,0.9,1,1.08,2017-2018,EPL
Diafra Sakho,West Ham,14,0,306,3.4,2,0.59,2017-2018,EPL
Mamadou Sakho,Crystal Palace,19,18,"1,600",17.8,1,0.06,2017-2018,EPL
Bakary Sako,Crystal Palace,16,4,478,5.3,3,0.56,2017-2018,EPL
Mohamed Salah,Liverpool,36,34,"2,907",32.3,32,0.99,2017-2018,EPL
Renato Sanches,Swansea City,12,9,702,7.8,0,0.00,2017-2018,EPL
,,,,,,,,2017-2018,EPL
Alexis Sánchez,Arsenal,19,17,"1,503",16.7,7,0.42,2017-2018,EPL
Alexis Sánchez,Manchester Utd,12,12,"1,043",11.6,2,0.17,2017-2018,EPL
Davinson Sánchez,Tottenham,31,29,"2,534",28.2,0,0.00,2017-2018,EPL
Leroy Sané,Manchester City,32,27,"2,419",26.9,10,0.37,2017-2018,EPL
Ezequiel Schelotto,Brighton,20,15,"1,318",14.6,0,0.00,2017-2018,EPL
Christopher Schindler,Huddersfield,37,37,"3,265",36.3,0,0.00,2017-2018,EPL
Jeffrey Schlupp,Crystal Palace,24,21,"1,745",19.4,0,0.00,2017-2018,EPL
Kasper Schmeichel,Leicester City,33,33,"2,965",32.9,0,0.00,2017-2018,EPL
Morgan Schneiderlin,Everton,30,24,"2,130",23.7,0,0.00,2017-2018,EPL
Xherdan Shaqiri,Stoke City,36,36,"3,039",33.8,8,0.24,2017-2018,EPL
Luke Shaw,Manchester Utd,11,8,790,8.8,0,0.00,2017-2018,EPL
Ryan Shawcross,Stoke City,27,27,"2,371",26.3,1,0.04,2017-2018,EPL
Jonjo Shelvey,Newcastle Utd,30,25,"2,270",25.2,1,0.04,2017-2018,EPL
Gylfi Sigurðsson,Everton,27,25,"2,259",25.1,4,0.16,2017-2018,EPL
Adrien Silva,Leicester City,12,9,761,8.5,0,0.00,2017-2018,EPL
Bernardo Silva,Manchester City,35,15,"1,533",17.0,6,0.35,2017-2018,EPL
David Silva,Manchester City,29,28,"2,430",27.0,9,0.33,2017-2018,EPL
Danny Simpson,Leicester City,28,27,"2,306",25.6,0,0.00,2017-2018,EPL
Jack Simpson,Bournemouth,1,1,71,0.8,0,0.00,2017-2018,EPL
Josh Sims,Southampton,6,1,163,1.8,0,0.00,2017-2018,EPL
Jerome Sinclair,Watford,4,0,31,0.3,0,0.00,2017-2018,EPL
Moussa Sissoko,Tottenham,32,15,"1,386",15.4,1,0.06,2017-2018,EPL
Islam Slimani,Leicester City,12,2,249,2.8,1,0.36,2017-2018,EPL
Islam Slimani,Newcastle Utd,4,1,132,1.5,0,0.00,2017-2018,EPL
Chris Smalling,Manchester Utd,29,28,"2,536",28.2,4,0.14,2017-2018,EPL
,,,,,,,,2017-2018,EPL
Adam Smith,Bournemouth,27,22,"2,071",23.0,1,0.04,2017-2018,EPL
Tommy Smith,Huddersfield,24,21,"1,904",21.2,0,0.00,2017-2018,EPL
Cédric Soares,Southampton,32,32,"2,794",31.0,0,0.00,2017-2018,EPL
Ramadan Sobhi,Stoke City,24,12,"1,238",13.8,2,0.15,2017-2018,EPL
Dominic Solanke,Liverpool,21,5,596,6.6,1,0.15,2017-2018,EPL
Pape Souaré,Crystal Palace,1,0,9,0.1,0,0.00,2017-2018,EPL
Julián Speroni,Crystal Palace,11,11,990,11.0,0,0.00,2017-2018,EPL
Kostas Stafylidis,Stoke City,5,4,335,3.7,0,0.00,2017-2018,EPL
Junior Stanislas,Bournemouth,19,17,"1,286",14.3,5,0.35,2017-2018,EPL
Dale Stephens,Brighton,36,36,"3,240",36.0,0,0.00,2017-2018,EPL
Jack Stephens,Southampton,22,22,"1,980",22.0,2,0.09,2017-2018,EPL
Raheem Sterling,Manchester City,33,29,"2,587",28.7,18,0.63,2017-2018,EPL
John Stones,Manchester City,18,16,"1,302",14.5,0,0.00,2017-2018,EPL
Daniel Sturridge,West Brom,6,2,118,1.3,0,0.00,2017-2018,EPL
Daniel Sturridge,Liverpool,9,5,431,4.8,2,0.42,2017-2018,EPL
Ki Sung-yueng,Swansea City,25,21,"1,868",20.8,2,0.10,2017-2018,EPL
Andrew Surman,Bournemouth,25,20,"1,856",20.6,2,0.10,2017-2018,EPL
Markus Suttner,Brighton,14,13,"1,179",13.1,0,0.00,2017-2018,EPL
Lasse Sørensen,Stoke City,1,1,75,0.8,0,0.00,2017-2018,EPL
Alexander Sørloth,Crystal Palace,4,4,360,4.0,0,0.00,2017-2018,EPL
Dušan Tadić,Southampton,36,34,"2,791",31.0,6,0.19,2017-2018,EPL
Matt Targett,Southampton,2,2,166,1.8,0,0.00,2017-2018,EPL
James Tarkowski,Burnley,31,31,"2,790",31.0,0,0.00,2017-2018,EPL
Charlie Taylor,Burnley,11,10,950,10.6,0,0.00,2017-2018,EPL
James Tomkins,Crystal Palace,28,27,"2,387",26.5,3,0.11,2017-2018,EPL
,,,,,,,,2017-2018,EPL
Cenk Tosun,Everton,14,12,986,11.0,5,0.46,2017-2018,EPL
Yaya Touré,Manchester City,10,1,236,2.6,0,0.00,2017-2018,EPL
Andros Townsend,Crystal Palace,36,35,"3,120",34.7,2,0.06,2017-2018,EPL
Kieran Trippier,Tottenham,24,21,"1,914",21.3,0,0.00,2017-2018,EPL
Axel Tuanzebe,Manchester Utd,1,0,1,0.0,0,0.00,2017-2018,EPL
Josh Tymon,Stoke City,3,2,163,1.8,0,0.00,2017-2018,EPL
Leonardo Ulloa,Leicester City,4,0,22,0.2,0,0.00,2017-2018,EPL
Leonardo Ulloa,Brighton,10,2,267,3.0,1,0.34,2017-2018,EPL
Antonio Valencia,Manchester Utd,31,31,"2,740",30.4,3,0.10,2017-2018,EPL
Virgil van Dijk,Southampton,12,11,994,11.0,0,0.00,2017-2018,EPL
Virgil van Dijk,Liverpool,14,14,"1,260",14.0,0,0.00,2017-2018,EPL
Jamie Vardy,Leicester City,37,37,"3,247",36.1,20,0.55,2017-2018,EPL
Jan Vertonghen,Tottenham,36,36,"3,203",35.6,0,0.00,2017-2018,EPL
Nikola Vlašić,Everton,12,7,576,6.4,0,0.00,2017-2018,EPL
Sam Vokes,Burnley,30,7,998,11.1,4,0.36,2017-2018,EPL
Michel Vorm,Tottenham,1,1,90,1.0,0,0.00,2017-2018,EPL
Molla Wagué,Watford,6,5,438,4.9,1,0.21,2017-2018,EPL
Theo Walcott,Arsenal,6,0,69,0.8,0,0.00,2017-2018,EPL
Theo Walcott,Everton,14,13,"1,152",12.8,3,0.23,2017-2018,EPL
Kyle Walker,Manchester City,32,32,"2,785",30.9,0,0.00,2017-2018,EPL
Kyle Walker-Peters,Tottenham,3,2,189,2.1,0,0.00,2017-2018,EPL
Jonathan Walters,Burnley,3,0,39,0.4,0,0.00,2017-2018,EPL
Aaron Wan-Bissaka,Crystal Palace,7,7,627,7.0,0,0.00,2017-2018,EPL
Victor Wanyama,Tottenham,18,8,846,9.4,1,0.11,2017-2018,EPL
Joel Ward,Crystal Palace,19,19,"1,613",17.9,0,0.00,2017-2018,EPL
,,,,,,,,2017-2018,EPL
Stephen Ward,Burnley,28,28,"2,460",27.3,1,0.04,2017-2018,EPL
James Ward-Prowse,Southampton,30,20,"1,716",19.1,3,0.16,2017-2018,EPL
Ben Watson,Watford,8,6,456,5.1,0,0.00,2017-2018,EPL
Danny Welbeck,Arsenal,28,12,"1,194",13.3,5,0.38,2017-2018,EPL
Nahki Wells,Burnley,9,0,55,0.6,0,0.00,2017-2018,EPL
Ashley Westwood,Burnley,19,12,"1,111",12.3,0,0.00,2017-2018,EPL
Dean Whitehead,Huddersfield,4,0,71,0.8,0,0.00,2017-2018,EPL
Georginio Wijnaldum,Liverpool,33,27,"2,387",26.5,1,0.04,2017-2018,EPL
Ashley Williams,Everton,24,20,"1,834",20.4,1,0.05,2017-2018,EPL
Danny Williams,Huddersfield,20,11,"1,124",12.5,0,0.00,2017-2018,EPL
Willian,Chelsea,36,20,"1,890",21.0,6,0.29,2017-2018,EPL
Joe Willock,Arsenal,2,1,82,0.9,0,0.00,2017-2018,EPL
Jack Wilshere,Arsenal,20,12,"1,193",13.3,1,0.08,2017-2018,EPL
Callum Wilson,Bournemouth,28,23,"1,981",22.0,8,0.36,2017-2018,EPL
Kevin Wimmer,Stoke City,17,14,"1,323",14.7,0,0.00,2017-2018,EPL
Harry Winks,Tottenham,16,9,774,8.6,0,0.00,2017-2018,EPL
Chris Wood,Burnley,24,20,"1,624",18.0,10,0.55,2017-2018,EPL
Ben Woodburn,Liverpool,1,0,7,0.1,0,0.00,2017-2018,EPL
Granit Xhaka,Arsenal,38,37,"3,260",36.2,1,0.03,2017-2018,EPL
Claudio Yacob,West Brom,16,9,903,10.0,0,0.00,2017-2018,EPL
DeAndre Yedlin,Newcastle Utd,34,31,"2,845",31.6,0,0.00,2017-2018,EPL
Maya Yoshida,Southampton,24,23,"2,051",22.8,2,0.09,2017-2018,EPL
Ashley Young,Manchester Utd,30,28,"2,442",27.1,2,0.07,2017-2018,EPL
Pablo Zabaleta,West Ham,37,37,"3,289",36.5,0,0.00,2017-2018,EPL
Wilfried Zaha,Crystal Palace,29,28,"2,549",28.3,9,0.32,2017-2018,EPL
,,,,,,,,2017-2018,EPL
Davide Zappacosta,Chelsea,22,12,"1,098",12.2,1,0.08,2017-2018,EPL
Marvin Zeegelaar,Watford,12,12,994,11.0,0,0.00,2017-2018,EPL
Oleksandr Zinchenko,Manchester City,8,6,532,5.9,0,0.00,2017-2018,EPL
Kurt Zouma,Stoke City,34,32,"2,888",32.1,1,0.03,2017-2018,EPL
Patrick van Aanholt,Crystal Palace,36,36,"3,195",35.5,3,0.08,2018-2019,EPL
Sergio Agüero,Manchester City,33,31,"2,459",27.3,21,0.77,2018-2019,EPL
Nathan Aké,Bournemouth,38,38,"3,411",37.9,4,0.11,2018-2019,EPL
Marc Albrighton,Leicester City,27,18,"1,625",18.1,2,0.11,2018-2019,EPL
Toby Alderweireld,Tottenham,34,33,"2,922",32.5,0,0.00,2018-2019,EPL
Trent Alexander-Arnold,Liverpool,29,27,"2,462",27.4,1,0.04,2018-2019,EPL
Alisson,Liverpool,38,38,"3,420",38.0,0,0.00,2018-2019,EPL
Dele Alli,Tottenham,25,22,"1,825",20.3,5,0.25,2018-2019,EPL
Miguel Almirón,Newcastle Utd,10,9,759,8.4,0,0.00,2018-2019,EPL
Marcos Alonso,Chelsea,31,31,"2,759",30.7,2,0.07,2018-2019,EPL
Daniel Amartey,Leicester City,9,7,641,7.1,0,0.00,2018-2019,EPL
Luke Amos,Tottenham,1,0,3,0.0,0,0.00,2018-2019,EPL
Felipe Anderson,West Ham,36,36,"3,043",33.8,9,0.27,2018-2019,EPL
Florin Andone,Brighton,23,8,881,9.8,3,0.31,2018-2019,EPL
Michail Antonio,West Ham,33,22,"2,103",23.4,6,0.26,2018-2019,EPL
Stuart Armstrong,Southampton,29,16,"1,432",15.9,3,0.19,2018-2019,EPL
Marko Arnautović,West Ham,28,24,"1,990",22.1,10,0.45,2018-2019,EPL
Kepa Arrizabalaga,Chelsea,36,36,"3,240",36.0,0,0.00,2018-2019,EPL
Harry Arter,Cardiff City,25,24,"1,997",22.2,0,0.00,2018-2019,EPL
Christian Atsu,Newcastle Utd,28,15,"1,493",16.6,1,0.06,2018-2019,EPL
Pierre-Emerick Aubameyang,Arsenal,36,30,"2,726",30.3,22,0.73,2018-2019,EPL
Serge Aurier,Tottenham,8,6,564,6.3,0,0.00,2018-2019,EPL
Charlie Austin,Southampton,25,11,983,10.9,2,0.18,2018-2019,EPL
Jordan Ayew,Crystal Palace,20,14,"1,181",13.1,1,0.08,2018-2019,EPL
Floyd Ayité,Fulham,16,3,476,5.3,1,0.19,2018-2019,EPL
,,,,,,,,2018-2019,EPL
César Azpilicueta,Chelsea,38,38,"3,402",37.8,1,0.03,2018-2019,EPL
Ryan Babel,Fulham,16,15,"1,251",13.9,5,0.36,2018-2019,EPL
Juninho Bacuna,Huddersfield,21,16,"1,412",15.7,1,0.06,2018-2019,EPL
Leandro Bacuna,Cardiff City,11,4,561,6.2,0,0.00,2018-2019,EPL
Eric Bailly,Manchester Utd,12,8,638,7.1,0,0.00,2018-2019,EPL
Leighton Baines,Everton,6,5,375,4.2,0,0.00,2018-2019,EPL
Fabián Balbuena,West Ham,23,23,"2,013",22.4,1,0.04,2018-2019,EPL
Leon Balogun,Brighton,8,5,594,6.6,1,0.15,2018-2019,EPL
Sol Bamba,Cardiff City,28,28,"2,474",27.5,4,0.15,2018-2019,EPL
Phil Bardsley,Burnley,19,19,"1,670",18.6,0,0.00,2018-2019,EPL
Ross Barkley,Chelsea,27,13,"1,245",13.8,3,0.22,2018-2019,EPL
Ashley Barnes,Burnley,37,26,"2,388",26.5,12,0.45,2018-2019,EPL
Harvey Barnes,Leicester City,16,11,"1,004",11.2,1,0.09,2018-2019,EPL
Antonio Barreca,Newcastle Utd,1,0,5,0.1,0,0.00,2018-2019,EPL
Michy Batshuayi,Crystal Palace,11,9,750,8.3,5,0.60,2018-2019,EPL
Jan Bednarek,Southampton,25,24,"2,151",23.9,0,0.00,2018-2019,EPL
Asmir Begović,Bournemouth,24,24,"2,160",24.0,0,0.00,2018-2019,EPL
Héctor Bellerín,Arsenal,19,18,"1,533",17.0,0,0.00,2018-2019,EPL
Joe Bennett,Cardiff City,30,30,"2,639",29.3,0,0.00,2018-2019,EPL
Ryan Bennett,Wolves,34,34,"3,060",34.0,1,0.03,2018-2019,EPL
Christian Benteke,Crystal Palace,16,9,814,9.0,1,0.11,2018-2019,EPL
Jóhann Berg Guðmundsson,Burnley,29,19,"1,752",19.5,3,0.15,2018-2019,EPL
Bernard,Everton,34,25,"2,116",23.5,1,0.04,2018-2019,EPL
Bernardo,Brighton,22,19,"1,752",19.5,0,0.00,2018-2019,EPL
Ryan Bertrand,Southampton,24,24,"2,160",24.0,1,0.04,2018-2019,EPL
,,,,,,,,2018-2019,EPL
Marcus Bettinelli,Fulham,7,7,630,7.0,0,0.00,2018-2019,EPL
Philip Billing,Huddersfield,27,25,"2,188",24.3,2,0.08,2018-2019,EPL
Yves Bissouma,Brighton,28,17,"1,774",19.7,0,0.00,2018-2019,EPL
Willy Boly,Wolves,36,36,"3,167",35.2,4,0.11,2018-2019,EPL
Léo Bonatini,Wolves,7,0,135,1.5,0,0.00,2018-2019,EPL
Gaëtan Bong,Brighton,22,19,"1,808",20.1,0,0.00,2018-2019,EPL
Artur Boruc,Bournemouth,12,12,"1,080",12.0,0,0.00,2018-2019,EPL
Robbie Brady,Burnley,16,6,720,8.0,0,0.00,2018-2019,EPL
Miguel Britos,Watford,3,2,185,2.1,0,0.00,2018-2019,EPL
David Brooks,Bournemouth,30,29,"2,261",25.1,7,0.28,2018-2019,EPL
Bruno,Brighton,14,14,"1,131",12.6,0,0.00,2018-2019,EPL
Joe Bryan,Fulham,28,27,"2,345",26.1,0,0.00,2018-2019,EPL
David Button,Brighton,4,4,360,4.0,0,0.00,2018-2019,EPL
Willy Caballero,Chelsea,2,2,180,2.0,0,0.00,2018-2019,EPL
Gary Cahill,Chelsea,2,0,24,0.3,0,0.00,2018-2019,EPL
Tom Cairney,Fulham,31,24,"2,194",24.4,1,0.04,2018-2019,EPL
Dominic Calvert-Lewin,Everton,35,19,"1,784",19.8,6,0.30,2018-2019,EPL
Rafael Camacho,Liverpool,1,0,1,0.0,0,0.00,2018-2019,EPL
Víctor Camarasa,Cardiff City,32,31,"2,569",28.5,5,0.18,2018-2019,EPL
Étienne Capoue,Watford,33,33,"2,944",32.7,1,0.03,2018-2019,EPL
Andy Carroll,West Ham,12,3,461,5.1,0,0.00,2018-2019,EPL
Jonny Castro,Wolves,33,32,"2,771",30.8,1,0.03,2018-2019,EPL
Craig Cathcart,Watford,36,35,"3,096",34.4,3,0.09,2018-2019,EPL
Ivan Cavaleiro,Wolves,23,6,693,7.7,3,0.39,2018-2019,EPL
Petr Čech,Arsenal,7,7,584,6.5,0,0.00,2018-2019,EPL
,,,,,,,,2018-2019,EPL
Nathaniel Chalobah,Watford,9,3,270,3.0,0,0.00,2018-2019,EPL
Calum Chambers,Fulham,31,29,"2,588",28.8,2,0.07,2018-2019,EPL
Ben Chilwell,Leicester City,36,36,"3,240",36.0,0,0.00,2018-2019,EPL
Tahith Chong,Manchester Utd,2,0,38,0.4,0,0.00,2018-2019,EPL
Hamza Choudhury,Leicester City,9,7,595,6.6,0,0.00,2018-2019,EPL
Andreas Christensen,Chelsea,8,6,617,6.9,0,0.00,2018-2019,EPL
Cyrus Christie,Fulham,28,19,"1,948",21.6,0,0.00,2018-2019,EPL
Ibrahima Cissé,Fulham,3,1,88,1.0,0,0.00,2018-2019,EPL
Ciaran Clark,Newcastle Utd,11,9,858,9.5,3,0.31,2018-2019,EPL
Tom Cleverley,Watford,13,4,478,5.3,1,0.19,2018-2019,EPL
Nathaniel Clyne,Bournemouth,14,13,"1,143",12.7,0,0.00,2018-2019,EPL
Nathaniel Clyne,Liverpool,4,1,111,1.2,0,0.00,2018-2019,EPL
Conor Coady,Wolves,38,38,"3,420",38.0,0,0.00,2018-2019,EPL
Joel Coleman,Huddersfield,1,1,90,1.0,0,0.00,2018-2019,EPL
Séamus Coleman,Everton,29,29,"2,558",28.4,2,0.07,2018-2019,EPL
Lewis Cook,Bournemouth,13,8,723,8.0,0,0.00,2018-2019,EPL
Steve Cook,Bournemouth,31,31,"2,786",31.0,1,0.03,2018-2019,EPL
Jack Cork,Burnley,37,37,"3,312",36.8,1,0.03,2018-2019,EPL
Hélder Costa,Wolves,25,16,"1,341",14.9,1,0.07,2018-2019,EPL
Aaron Cresswell,West Ham,20,18,"1,589",17.7,0,0.00,2018-2019,EPL
Peter Crouch,Burnley,6,0,92,1.0,0,0.00,2018-2019,EPL
Greg Cunningham,Cardiff City,7,7,630,7.0,0,0.00,2018-2019,EPL
Diogo Dalot,Manchester Utd,16,12,"1,013",11.3,0,0.00,2018-2019,EPL
Matty Daly,Huddersfield,2,0,75,0.8,0,0.00,2018-2019,EPL
Loïc Damour,Cardiff City,2,0,23,0.3,0,0.00,2018-2019,EPL
,,,,,,,,2018-2019,EPL
Charlie Daniels,Bournemouth,21,17,"1,585",17.6,1,0.06,2018-2019,EPL
Danilo,Manchester City,11,9,807,9.0,1,0.11,2018-2019,EPL
Scott Dann,Crystal Palace,10,7,663,7.4,0,0.00,2018-2019,EPL
Matteo Darmian,Manchester Utd,6,5,443,4.9,0,0.00,2018-2019,EPL
Ben Davies,Tottenham,27,20,"1,844",20.5,0,0.00,2018-2019,EPL
Tom Davies,Everton,16,10,980,10.9,0,0.00,2018-2019,EPL
Steven Davis,Southampton,3,1,98,1.1,0,0.00,2018-2019,EPL
Kevin De Bruyne,Manchester City,19,11,975,10.8,2,0.18,2018-2019,EPL
Troy Deeney,Watford,32,28,"2,545",28.3,9,0.32,2018-2019,EPL
Jermain Defoe,Bournemouth,4,0,25,0.3,0,0.00,2018-2019,EPL
