Player,Squad,MP,Starts,Min,90s,Goals,Goals,Seasons,League
Steven Defour,Burnley,6,6,448,5.0,0,0.00,2018-2019,EPL
Fabian Delph,Manchester City,11,8,725,8.1,0,0.00,2018-2019,EPL
Mousa Dembélé,Tottenham,10,7,515,5.7,0,0.00,2018-2019,EPL
Leander Dendoncker,Wolves,19,17,"1,467",16.3,2,0.12,2018-2019,EPL
Laurent Depoitre,Huddersfield,23,10,"1,068",11.9,0,0.00,2018-2019,EPL
Gerard Deulofeu,Watford,30,26,"2,066",23.0,10,0.44,2018-2019,EPL
Fousseni Diabaté,Leicester City,1,1,54,0.6,0,0.00,2018-2019,EPL
Adama Diakhaby,Huddersfield,12,6,552,6.1,0,0.00,2018-2019,EPL
Mohamed Diamé,Newcastle Utd,29,24,"2,166",24.1,0,0.00,2018-2019,EPL
Grady Diangana,West Ham,17,6,609,6.8,0,0.00,2018-2019,EPL
Eric Dier,Tottenham,20,18,"1,506",16.7,3,0.18,2018-2019,EPL
Lucas Digne,Everton,35,33,"2,965",32.9,4,0.12,2018-2019,EPL
Issa Diop,West Ham,33,33,"2,970",33.0,1,0.03,2018-2019,EPL
Matt Doherty,Wolves,38,35,"3,144",34.9,4,0.11,2018-2019,EPL
Abdoulaye Doucouré,Watford,35,34,"3,062",34.0,5,0.15,2018-2019,EPL
,,,,,,,,2018-2019,EPL
Luke Dreher,Crystal Palace,1,0,1,0.0,0,0.00,2018-2019,EPL
Martin Dúbravka,Newcastle Utd,38,38,"3,420",38.0,0,0.00,2018-2019,EPL
Shane Duffy,Brighton,35,35,"3,087",34.3,5,0.15,2018-2019,EPL
Demeaco Duhaney,Huddersfield,1,1,45,0.5,0,0.00,2018-2019,EPL
Paul Dummett,Newcastle Utd,26,21,"1,990",22.1,0,0.00,2018-2019,EPL
Lewis Dunk,Brighton,36,36,"3,151",35.0,2,0.06,2018-2019,EPL
Erik Durm,Huddersfield,28,21,"2,055",22.8,0,0.00,2018-2019,EPL
Bruno Ecuele Manga,Cardiff City,38,37,"3,376",37.5,0,0.00,2018-2019,EPL
Ederson,Manchester City,38,38,"3,420",38.0,0,0.00,2018-2019,EPL
Harvey Elliott,Fulham,2,0,20,0.2,0,0.00,2018-2019,EPL
Mohamed Elneny,Arsenal,8,5,380,4.2,0,0.00,2018-2019,EPL
Mohamed Elyounoussi,Southampton,16,8,793,8.8,0,0.00,2018-2019,EPL
Christian Eriksen,Tottenham,35,30,"2,774",30.8,8,0.26,2018-2019,EPL
Neil Etheridge,Cardiff City,38,38,"3,420",38.0,0,0.00,2018-2019,EPL
Jonny Evans,Leicester City,24,21,"1,996",22.2,1,0.05,2018-2019,EPL
Łukasz Fabiański,West Ham,38,38,"3,420",38.0,0,0.00,2018-2019,EPL
Fabinho,Liverpool,28,21,"2,017",22.4,1,0.04,2018-2019,EPL
Cesc Fàbregas,Chelsea,6,1,180,2.0,0,0.00,2018-2019,EPL
Fabricio,Fulham,2,2,180,2.0,0,0.00,2018-2019,EPL
Marouane Fellaini,Manchester Utd,14,6,752,8.4,0,0.00,2018-2019,EPL
Kiko Femenía,Watford,29,22,"2,049",22.8,1,0.04,2018-2019,EPL
Federico Fernández,Newcastle Utd,19,17,"1,484",16.5,0,0.00,2018-2019,EPL
Fernandinho,Manchester City,29,27,"2,377",26.4,1,0.04,2018-2019,EPL
Roberto Firmino,Liverpool,34,31,"2,607",29.0,12,0.41,2018-2019,EPL
Phil Foden,Manchester City,13,3,335,3.7,1,0.27,2018-2019,EPL
,,,,,,,,2018-2019,EPL
Fraser Forster,Southampton,1,1,90,1.0,0,0.00,2018-2019,EPL
Ben Foster,Watford,38,38,"3,420",38.0,0,0.00,2018-2019,EPL
Timothy Fosu-Mensah,Fulham,12,10,793,8.8,0,0.00,2018-2019,EPL
Juan Foyth,Tottenham,12,10,888,9.9,1,0.10,2018-2019,EPL
Simon Francis,Bournemouth,17,13,"1,229",13.7,0,0.00,2018-2019,EPL
Ryan Fraser,Bournemouth,38,35,"3,166",35.2,7,0.20,2018-2019,EPL
Fred,Manchester Utd,17,13,"1,041",11.6,1,0.09,2018-2019,EPL
Ryan Fredericks,West Ham,15,12,"1,086",12.1,1,0.08,2018-2019,EPL
Christian Fuchs,Leicester City,3,2,207,2.3,0,0.00,2018-2019,EPL
Manolo Gabbiadini,Southampton,12,4,476,5.3,1,0.19,2018-2019,EPL
Sam Gallagher,Southampton,4,0,34,0.4,0,0.00,2018-2019,EPL
Idrissa Gana Gueye,Everton,33,32,"2,822",31.4,0,0.00,2018-2019,EPL
James Garner,Manchester Utd,1,0,1,0.0,0,0.00,2018-2019,EPL
Paulo Gazzaniga,Tottenham,3,3,270,3.0,0,0.00,2018-2019,EPL
David de Gea,Manchester Utd,38,38,"3,420",38.0,0,0.00,2018-2019,EPL
Rachid Ghezzal,Leicester City,19,8,743,8.3,1,0.12,2018-2019,EPL
Morgan Gibbs-White,Wolves,26,5,663,7.4,0,0.00,2018-2019,EPL
Ben Gibson,Burnley,1,1,62,0.7,1,1.45,2018-2019,EPL
Olivier Giroud,Chelsea,27,7,847,9.4,2,0.21,2018-2019,EPL
André Gomes,Everton,27,24,"1,980",22.0,1,0.05,2018-2019,EPL
Angel Gomes,Manchester Utd,2,0,27,0.3,0,0.00,2018-2019,EPL
Joe Gomez,Liverpool,16,12,"1,063",11.8,0,0.00,2018-2019,EPL
Jon Gorenc Stanković,Huddersfield,11,9,715,7.9,1,0.13,2018-2019,EPL
Dan Gosling,Bournemouth,25,19,"1,739",19.3,2,0.10,2018-2019,EPL
Karlan Grant,Huddersfield,13,9,877,9.7,4,0.41,2018-2019,EPL
,,,,,,,,2018-2019,EPL
Andre Gray,Watford,29,13,"1,366",15.2,7,0.46,2018-2019,EPL
Demarai Gray,Leicester City,34,23,"1,985",22.1,4,0.18,2018-2019,EPL
Mason Greenwood,Manchester Utd,3,1,117,1.3,0,0.00,2018-2019,EPL
Pascal Groß,Brighton,25,24,"1,864",20.7,3,0.14,2018-2019,EPL
Vicente Guaita,Crystal Palace,20,20,"1,754",19.5,0,0.00,2018-2019,EPL
Mattéo Guendouzi,Arsenal,33,23,"2,149",23.9,0,0.00,2018-2019,EPL
İlkay Gündoğan,Manchester City,31,23,"2,137",23.7,6,0.25,2018-2019,EPL
Angus Gunn,Southampton,12,12,"1,080",12.0,0,0.00,2018-2019,EPL
Aron Gunnarsson,Cardiff City,28,27,"2,266",25.2,1,0.04,2018-2019,EPL
Florent Hadergjonaj,Huddersfield,24,19,"1,842",20.5,0,0.00,2018-2019,EPL
Ben Hamer,Huddersfield,7,7,552,6.1,0,0.00,2018-2019,EPL
Kadeem Harris,Cardiff City,13,3,375,4.2,1,0.24,2018-2019,EPL
Joe Hart,Burnley,19,19,"1,710",19.0,0,0.00,2018-2019,EPL
Isaac Hayden,Newcastle Utd,25,21,"1,859",20.7,1,0.05,2018-2019,EPL
Eden Hazard,Chelsea,37,32,"2,923",32.5,16,0.49,2018-2019,EPL
Rhys Healey,Cardiff City,3,0,52,0.6,0,0.00,2018-2019,EPL
Tom Heaton,Burnley,19,19,"1,710",19.0,0,0.00,2018-2019,EPL
Jordan Henderson,Liverpool,32,21,"1,987",22.1,1,0.05,2018-2019,EPL
Jeff Hendrick,Burnley,32,25,"2,063",22.9,3,0.13,2018-2019,EPL
Wayne Hennessey,Crystal Palace,18,17,"1,576",17.5,0,0.00,2018-2019,EPL
Javier Hernández,West Ham,25,14,"1,334",14.8,7,0.47,2018-2019,EPL
Ander Herrera,Manchester Utd,22,16,"1,403",15.6,2,0.13,2018-2019,EPL
Son Heung-min,Tottenham,31,23,"2,039",22.7,12,0.53,2018-2019,EPL
Gonzalo Higuaín,Chelsea,14,13,"1,085",12.1,5,0.41,2018-2019,EPL
Wesley Hoedt,Southampton,13,13,"1,170",13.0,0,0.00,2018-2019,EPL
,,,,,,,,2018-2019,EPL
Jonathan Hogg,Huddersfield,29,29,"2,367",26.3,0,0.00,2018-2019,EPL
Junior Hoilett,Cardiff City,32,23,"2,141",23.8,3,0.13,2018-2019,EPL
Rob Holding,Arsenal,10,9,807,9.0,0,0.00,2018-2019,EPL
José Holebas,Watford,28,27,"2,393",26.6,3,0.11,2018-2019,EPL
Mason Holgate,Everton,5,4,408,4.5,0,0.00,2018-2019,EPL
Callum Hudson-Odoi,Chelsea,10,4,393,4.4,0,0.00,2018-2019,EPL
Will Hughes,Watford,32,31,"2,418",26.9,2,0.07,2018-2019,EPL
Emerson Hyndman,Bournemouth,1,0,38,0.4,0,0.00,2018-2019,EPL
Pierre Højbjerg,Southampton,31,31,"2,760",30.7,4,0.13,2018-2019,EPL
Jordon Ibe,Bournemouth,19,9,797,8.9,1,0.11,2018-2019,EPL
Vicente Iborra,Leicester City,8,3,229,2.5,0,0.00,2018-2019,EPL
Kelechi Iheanacho,Leicester City,30,9,941,10.5,1,0.10,2018-2019,EPL
Danny Ings,Southampton,24,23,"1,651",18.3,7,0.38,2018-2019,EPL
Alex Iwobi,Arsenal,35,22,"1,970",21.9,3,0.14,2018-2019,EPL
José Izquierdo,Brighton,15,9,795,8.8,0,0.00,2018-2019,EPL
Phil Jagielka,Everton,7,4,331,3.7,1,0.27,2018-2019,EPL
Alireza Jahanbakhsh,Brighton,19,12,"1,020",11.3,0,0.00,2018-2019,EPL
Daryl Janmaat,Watford,18,17,"1,520",16.9,0,0.00,2018-2019,EPL
Vincent Janssen,Tottenham,3,0,39,0.4,0,0.00,2018-2019,EPL
Carl Jenkinson,Arsenal,3,2,166,1.8,0,0.00,2018-2019,EPL
Gabriel Jesus,Manchester City,29,8,"1,036",11.5,7,0.61,2018-2019,EPL
Raúl Jiménez,Wolves,38,36,"3,111",34.6,13,0.38,2018-2019,EPL
Stefan Johansen,Fulham,12,4,417,4.6,0,0.00,2018-2019,EPL
Ben Johnson,West Ham,1,1,62,0.7,0,0.00,2018-2019,EPL
Tyreke Johnson,Southampton,1,0,1,0.0,0,0.00,2018-2019,EPL
,,,,,,,,2018-2019,EPL
Phil Jones,Manchester Utd,18,15,"1,263",14.0,0,0.00,2018-2019,EPL
Jorginho,Chelsea,37,37,"3,156",35.1,2,0.06,2018-2019,EPL
Joselu,Newcastle Utd,16,5,596,6.6,2,0.30,2018-2019,EPL
Diogo Jota,Wolves,33,29,"2,355",26.2,9,0.34,2018-2019,EPL
Mathias Jørgensen,Huddersfield,24,24,"2,147",23.9,3,0.13,2018-2019,EPL
Christian Kabasele,Watford,21,19,"1,586",17.6,0,0.00,2018-2019,EPL
Elias Kachunga,Huddersfield,20,13,"1,182",13.1,0,0.00,2018-2019,EPL
Aboubakar Kamara,Fulham,13,5,693,7.7,3,0.39,2018-2019,EPL
Harry Kane,Tottenham,28,27,"2,424",26.9,17,0.63,2018-2019,EPL
N'Golo Kanté,Chelsea,36,36,"3,092",34.4,4,0.12,2018-2019,EPL
Beram Kayal,Brighton,18,9,940,10.4,1,0.10,2018-2019,EPL
Michael Keane,Everton,33,33,"2,969",33.0,1,0.03,2018-2019,EPL
Neeskens Kebano,Fulham,7,0,108,1.2,0,0.00,2018-2019,EPL
Naby Keïta,Liverpool,25,16,"1,390",15.4,2,0.13,2018-2019,EPL
Martin Kelly,Crystal Palace,13,12,"1,111",12.3,0,0.00,2018-2019,EPL
Kenedy,Newcastle Utd,25,14,"1,348",15.0,1,0.07,2018-2019,EPL
Jonjoe Kenny,Everton,10,8,791,8.8,0,0.00,2018-2019,EPL
Max Kilman,Wolves,1,0,1,0.0,0,0.00,2018-2019,EPL
Joshua King,Bournemouth,35,34,"2,961",32.9,12,0.36,2018-2019,EPL
Anthony Knockaert,Brighton,30,18,"1,837",20.4,2,0.10,2018-2019,EPL
Sead Kolašinac,Arsenal,24,22,"1,887",21.0,0,0.00,2018-2019,EPL
Vincent Kompany,Manchester City,17,13,"1,224",13.6,1,0.07,2018-2019,EPL
Terence Kongolo,Huddersfield,32,32,"2,716",30.2,1,0.03,2018-2019,EPL
Laurent Koscielny,Arsenal,17,13,"1,331",14.8,3,0.20,2018-2019,EPL
Cheikhou Kouyaté,Crystal Palace,31,21,"1,899",21.1,0,0.00,2018-2019,EPL
,,,,,,,,2018-2019,EPL
Mateo Kovačić,Chelsea,32,21,"1,735",19.3,0,0.00,2018-2019,EPL
Rajiv van La Parra,Huddersfield,5,5,405,4.5,0,0.00,2018-2019,EPL
Alexandre Lacazette,Arsenal,35,27,"2,502",27.8,13,0.47,2018-2019,EPL
Adam Lallana,Liverpool,13,5,468,5.2,0,0.00,2018-2019,EPL
Érik Lamela,Tottenham,19,9,974,10.8,4,0.37,2018-2019,EPL
Manuel Lanzini,West Ham,10,8,686,7.6,1,0.13,2018-2019,EPL
Aymeric Laporte,Manchester City,35,34,"3,057",34.0,3,0.09,2018-2019,EPL
Jamaal Lascelles,Newcastle Utd,32,32,"2,745",30.5,0,0.00,2018-2019,EPL
Maxime Le Marchand,Fulham,26,25,"2,250",25.0,0,0.00,2018-2019,EPL
Florian Lejeune,Newcastle Utd,12,12,"1,054",11.7,0,0.00,2018-2019,EPL
Mario Lemina,Southampton,21,18,"1,613",17.9,1,0.06,2018-2019,EPL
Aaron Lennon,Burnley,16,14,"1,215",13.5,1,0.07,2018-2019,EPL
Bernd Leno,Arsenal,32,31,"2,836",31.5,0,0.00,2018-2019,EPL
Jefferson Lerma,Bournemouth,30,29,"2,506",27.8,2,0.07,2018-2019,EPL
Stephan Lichtsteiner,Arsenal,14,10,938,10.4,0,0.00,2018-2019,EPL
Victor Lindelöf,Manchester Utd,30,29,"2,601",28.9,1,0.03,2018-2019,EPL
Jesse Lingard,Manchester Utd,27,19,"1,663",18.5,4,0.22,2018-2019,EPL
Fernando Llorente,Tottenham,20,6,694,7.7,1,0.13,2018-2019,EPL
Hugo Lloris,Tottenham,33,33,"2,970",33.0,0,0.00,2018-2019,EPL
Jürgen Locadia,Brighton,26,12,"1,236",13.7,2,0.15,2018-2019,EPL
Ruben Loftus-Cheek,Chelsea,24,6,998,11.1,6,0.54,2018-2019,EPL
Kevin Long,Burnley,6,5,514,5.7,0,0.00,2018-2019,EPL
Shane Long,Southampton,26,12,"1,272",14.1,5,0.35,2018-2019,EPL
Sean Longstaff,Newcastle Utd,9,8,687,7.6,1,0.13,2018-2019,EPL
Ademola Lookman,Everton,21,3,618,6.9,0,0.00,2018-2019,EPL
,,,,,,,,2018-2019,EPL
Jonas Lössl,Huddersfield,31,30,"2,778",30.9,0,0.00,2018-2019,EPL
Dejan Lovren,Liverpool,13,11,986,11.0,1,0.09,2018-2019,EPL
Chris Löwe,Huddersfield,29,23,"2,057",22.9,0,0.00,2018-2019,EPL
Matthew Lowton,Burnley,21,19,"1,750",19.4,0,0.00,2018-2019,EPL
David Luiz,Chelsea,36,36,"3,238",36.0,3,0.08,2018-2019,EPL
Romelu Lukaku,Manchester Utd,32,22,"2,136",23.7,12,0.51,2018-2019,EPL
James Maddison,Leicester City,36,35,"2,831",31.5,7,0.22,2018-2019,EPL
Gary Madine,Cardiff City,5,0,37,0.4,0,0.00,2018-2019,EPL
Harry Maguire,Leicester City,31,31,"2,596",28.8,3,0.10,2018-2019,EPL
Riyad Mahrez,Manchester City,27,14,"1,343",14.9,7,0.47,2018-2019,EPL
Ainsley Maitland-Niles,Arsenal,16,11,987,11.0,1,0.09,2018-2019,EPL
Sadio Mané,Liverpool,36,35,"3,077",34.2,22,0.64,2018-2019,EPL
Javier Manquillo,Newcastle Utd,18,12,"1,101",12.2,0,0.00,2018-2019,EPL
Solly March,Brighton,35,30,"2,463",27.4,1,0.04,2018-2019,EPL
Adrian Mariappa,Watford,26,20,"1,927",21.4,0,0.00,2018-2019,EPL
Lazar Marković,Fulham,1,0,45,0.5,0,0.00,2018-2019,EPL
Anthony Martial,Manchester Utd,27,18,"1,621",18.0,10,0.56,2018-2019,EPL
Adam Masina,Watford,14,11,"1,004",11.2,0,0.00,2018-2019,EPL
Arthur Masuaku,West Ham,23,19,"1,759",19.5,0,0.00,2018-2019,EPL
Juan Mata,Manchester Utd,22,16,"1,289",14.3,3,0.21,2018-2019,EPL
Nemanja Matić,Manchester Utd,28,28,"2,436",27.1,1,0.04,2018-2019,EPL
Joël Matip,Liverpool,22,17,"1,537",17.1,1,0.06,2018-2019,EPL
Konstantinos Mavropanos,Arsenal,4,3,148,1.6,0,0.00,2018-2019,EPL
Alfie Mawson,Fulham,15,13,"1,131",12.6,0,0.00,2018-2019,EPL
Isaac Mbenza,Huddersfield,22,10,986,11.0,1,0.09,2018-2019,EPL
,,,,,,,,2018-2019,EPL
James McArthur,Crystal Palace,38,36,"3,058",34.0,3,0.09,2018-2019,EPL
Alex McCarthy,Southampton,25,25,"2,250",25.0,0,0.00,2018-2019,EPL
James McCarthy,Everton,1,0,15,0.2,0,0.00,2018-2019,EPL
Kevin McDonald,Fulham,15,10,841,9.3,0,0.00,2018-2019,EPL
Dwight McNeil,Burnley,21,19,"1,591",17.7,3,0.17,2018-2019,EPL
Scott McTominay,Manchester Utd,16,9,867,9.6,2,0.21,2018-2019,EPL
Ben Mee,Burnley,38,38,"3,420",38.0,0,0.00,2018-2019,EPL
Nathaniel Mendez-Laing,Cardiff City,20,11,985,10.9,4,0.37,2018-2019,EPL
Benjamin Mendy,Manchester City,10,10,900,10.0,0,0.00,2018-2019,EPL
Nampalys Mendy,Leicester City,31,23,"2,092",23.2,0,0.00,2018-2019,EPL
Chris Mepham,Bournemouth,13,10,850,9.4,0,0.00,2018-2019,EPL
Max Meyer,Crystal Palace,29,15,"1,416",15.7,1,0.06,2018-2019,EPL
Luka Milivojević,Crystal Palace,38,38,"3,420",38.0,12,0.32,2018-2019,EPL
James Milner,Liverpool,31,19,"1,789",19.9,5,0.25,2018-2019,EPL
Yerry Mina,Everton,13,10,892,9.9,1,0.10,2018-2019,EPL
Tyrone Mings,Bournemouth,5,2,143,1.6,0,0.00,2018-2019,EPL
Aleksandar Mitrović,Fulham,37,37,"3,280",36.4,11,0.30,2018-2019,EPL
Henrikh Mkhitaryan,Arsenal,25,19,"1,641",18.2,6,0.33,2018-2019,EPL
Nacho Monreal,Arsenal,22,21,"1,861",20.7,1,0.05,2018-2019,EPL
Martín Montoya,Brighton,25,24,"2,167",24.1,0,0.00,2018-2019,EPL
Aaron Mooy,Huddersfield,29,25,"2,330",25.9,3,0.12,2018-2019,EPL
Álvaro Morata,Chelsea,16,11,941,10.5,5,0.48,2018-2019,EPL
Alberto Moreno,Liverpool,2,2,154,1.7,0,0.00,2018-2019,EPL
Wes Morgan,Leicester City,22,21,"1,925",21.4,3,0.14,2018-2019,EPL
Sean Morrison,Cardiff City,34,34,"3,039",33.8,1,0.03,2018-2019,EPL
,,,,,,,,2018-2019,EPL
Victor Moses,Chelsea,2,0,28,0.3,0,0.00,2018-2019,EPL
Steve Mounié,Huddersfield,31,19,"1,778",19.8,2,0.10,2018-2019,EPL
Lucas Moura,Tottenham,32,25,"2,121",23.6,10,0.42,2018-2019,EPL
Lys Mousset,Bournemouth,24,1,368,4.1,1,0.24,2018-2019,EPL
João Moutinho,Wolves,38,35,"3,032",33.7,1,0.03,2018-2019,EPL
Jacob Murphy,Newcastle Utd,9,3,302,3.4,0,0.00,2018-2019,EPL
Josh Murphy,Cardiff City,29,22,"1,817",20.2,3,0.15,2018-2019,EPL
Glenn Murray,Brighton,38,30,"2,508",27.9,13,0.47,2018-2019,EPL
Shkodran Mustafi,Arsenal,31,31,"2,611",29.0,2,0.07,2018-2019,EPL
Yoshinori Mutō,Newcastle Utd,17,5,524,5.8,1,0.17,2018-2019,EPL
Georges-Kévin N'Koudou,Tottenham,1,0,5,0.1,0,0.00,2018-2019,EPL
Samir Nasri,West Ham,5,3,245,2.7,0,0.00,2018-2019,EPL
Marc Navarro,Watford,2,1,84,0.9,0,0.00,2018-2019,EPL
Wilfred Ndidi,Leicester City,38,37,"3,296",36.6,2,0.05,2018-2019,EPL
Rúben Neves,Wolves,35,34,"3,007",33.4,4,0.12,2018-2019,EPL
Oumar Niasse,Cardiff City,13,12,931,10.3,0,0.00,2018-2019,EPL
Oumar Niasse,Everton,5,0,63,0.7,0,0.00,2018-2019,EPL
Eddie Nketiah,Arsenal,5,0,67,0.7,1,1.34,2018-2019,EPL
Mark Noble,West Ham,31,29,"2,291",25.5,5,0.20,2018-2019,EPL
Håvard Nordtveit,Fulham,5,4,362,4.0,0,0.00,2018-2019,EPL
Will Norris,Wolves,1,0,1,0.0,0,0.00,2018-2019,EPL
Michael Obafemi,Southampton,6,1,137,1.5,1,0.66,2018-2019,EPL
Pedro Obiang,West Ham,24,12,"1,128",12.5,0,0.00,2018-2019,EPL
Denis Odoi,Fulham,31,29,"2,594",28.8,0,0.00,2018-2019,EPL
Angelo Ogbonna,West Ham,24,20,"1,874",20.8,1,0.05,2018-2019,EPL
,,,,,,,,2018-2019,EPL
Stefano Okaka,Watford,2,0,24,0.3,0,0.00,2018-2019,EPL
Shinji Okazaki,Leicester City,21,1,288,3.2,0,0.00,2018-2019,EPL
Divock Origi,Liverpool,12,4,371,4.1,3,0.73,2018-2019,EPL
Nicolás Otamendi,Manchester City,18,14,"1,236",13.7,0,0.00,2018-2019,EPL
Alex Oxlade-Chamberlain,Liverpool,2,0,21,0.2,0,0.00,2018-2019,EPL
Mesut Özil,Arsenal,24,20,"1,735",19.3,5,0.26,2018-2019,EPL
Emerson Palmieri,Chelsea,10,7,663,7.4,0,0.00,2018-2019,EPL
Sokratis Papastathopoulos,Arsenal,25,25,"2,198",24.4,1,0.04,2018-2019,EPL
Callum Paterson,Cardiff City,27,21,"1,998",22.2,4,0.18,2018-2019,EPL
Rui Patrício,Wolves,37,37,"3,329",37.0,0,0.00,2018-2019,EPL
Pedro,Chelsea,31,21,"1,778",19.8,8,0.40,2018-2019,EPL
Lee Peltier,Cardiff City,20,17,"1,544",17.2,0,0.00,2018-2019,EPL
Andreas Pereira,Manchester Utd,15,6,599,6.7,1,0.15,2018-2019,EPL
Ricardo Pereira,Leicester City,35,35,"3,123",34.7,2,0.06,2018-2019,EPL
Roberto Pereyra,Watford,33,33,"2,815",31.3,6,0.19,2018-2019,EPL
Ayoze Pérez,Newcastle Utd,37,34,"2,917",32.4,12,0.37,2018-2019,EPL
Lucas Pérez,West Ham,15,4,475,5.3,3,0.57,2018-2019,EPL
Jordan Pickford,Everton,38,38,"3,420",38.0,0,0.00,2018-2019,EPL
Paul Pogba,Manchester Utd,35,34,"3,006",33.4,13,0.39,2018-2019,EPL
Alex Pritchard,Huddersfield,30,26,"2,081",23.1,2,0.09,2018-2019,EPL
Sebastian Prödl,Watford,1,0,13,0.1,0,0.00,2018-2019,EPL
Davy Pröpper,Brighton,30,30,"2,546",28.3,1,0.04,2018-2019,EPL
Jason Puncheon,Crystal Palace,5,0,13,0.1,0,0.00,2018-2019,EPL
Jason Puncheon,Huddersfield,6,5,382,4.2,0,0.00,2018-2019,EPL
Collin Quaner,Huddersfield,2,0,39,0.4,0,0.00,2018-2019,EPL
,,,,,,,,2018-2019,EPL
Domingos Quina,Watford,8,3,338,3.8,1,0.27,2018-2019,EPL
Joe Ralls,Cardiff City,28,22,"1,959",21.8,0,0.00,2018-2019,EPL
Aaron Ramsey,Arsenal,28,14,"1,331",14.8,4,0.27,2018-2019,EPL
Kayne Ramsey,Southampton,1,1,90,1.0,0,0.00,2018-2019,EPL
Marcus Rashford,Manchester Utd,33,26,"2,334",25.9,10,0.39,2018-2019,EPL
Tim Ream,Fulham,26,25,"2,047",22.7,0,0.00,2018-2019,EPL
Nathan Redmond,Southampton,38,36,"3,270",36.3,6,0.17,2018-2019,EPL
Bobby Reid,Cardiff City,27,16,"1,424",15.8,5,0.32,2018-2019,EPL
Declan Rice,West Ham,34,34,"3,003",33.4,2,0.06,2018-2019,EPL
Jazz Richards,Cardiff City,4,0,132,1.5,0,0.00,2018-2019,EPL
Richarlison,Everton,35,32,"2,665",29.6,13,0.44,2018-2019,EPL
Diego Rico,Bournemouth,12,5,612,6.8,0,0.00,2018-2019,EPL
Sergio Rico,Fulham,29,29,"2,610",29.0,0,0.00,2018-2019,EPL
Matt Ritchie,Newcastle Utd,36,35,"2,928",32.5,2,0.06,2018-2019,EPL
Andrew Robertson,Liverpool,36,36,"3,216",35.7,0,0.00,2018-2019,EPL
Marcos Rojo,Manchester Utd,5,2,212,2.4,0,0.00,2018-2019,EPL
Oriol Romeu,Southampton,31,25,"2,136",23.7,1,0.04,2018-2019,EPL
Salomón Rondón,Newcastle Utd,32,30,"2,603",28.9,11,0.38,2018-2019,EPL
Danny Rose,Tottenham,26,20,"1,798",20.0,0,0.00,2018-2019,EPL
Aaron Rowe,Huddersfield,2,1,69,0.8,0,0.00,2018-2019,EPL
John Ruddy,Wolves,1,1,90,1.0,0,0.00,2018-2019,EPL
Antonio Rüdiger,Chelsea,33,33,"2,871",31.9,1,0.03,2018-2019,EPL
Mathew Ryan,Brighton,34,34,"3,060",34.0,0,0.00,2018-2019,EPL
Abdelhamid Sabiri,Huddersfield,2,1,48,0.5,0,0.00,2018-2019,EPL
Romain Saïss,Wolves,19,12,"1,149",12.8,2,0.16,2018-2019,EPL
,,,,,,,,2018-2019,EPL
Bukayo Saka,Arsenal,1,0,8,0.1,0,0.00,2018-2019,EPL
Mamadou Sakho,Crystal Palace,27,27,"2,416",26.8,0,0.00,2018-2019,EPL
Bakary Sako,Crystal Palace,4,0,29,0.3,0,0.00,2018-2019,EPL
Mohamed Salah,Liverpool,38,37,"3,250",36.1,22,0.61,2018-2019,EPL
Alexis Sánchez,Manchester Utd,20,9,880,9.8,1,0.10,2018-2019,EPL
Carlos Sánchez,West Ham,7,2,245,2.7,0,0.00,2018-2019,EPL
Davinson Sánchez,Tottenham,23,22,"1,942",21.6,1,0.05,2018-2019,EPL
Leroy Sané,Manchester City,31,21,"1,867",20.7,10,0.48,2018-2019,EPL
Fabian Schär,Newcastle Utd,24,22,"1,999",22.2,4,0.18,2018-2019,EPL
Christopher Schindler,Huddersfield,37,37,"3,260",36.2,1,0.03,2018-2019,EPL
Jeffrey Schlupp,Crystal Palace,30,18,"1,670",18.6,4,0.22,2018-2019,EPL
Kasper Schmeichel,Leicester City,38,38,"3,420",38.0,0,0.00,2018-2019,EPL
Morgan Schneiderlin,Everton,14,10,834,9.3,0,0.00,2018-2019,EPL
André Schürrle,Fulham,24,21,"1,641",18.2,6,0.33,2018-2019,EPL
Ken Sema,Watford,17,9,754,8.4,1,0.12,2018-2019,EPL
Jean Seri,Fulham,32,27,"2,244",24.9,1,0.04,2018-2019,EPL
Ryan Sessegnon,Fulham,35,26,"2,300",25.6,2,0.08,2018-2019,EPL
Xherdan Shaqiri,Liverpool,24,11,"1,064",11.8,6,0.51,2018-2019,EPL
Luke Shaw,Manchester Utd,29,29,"2,591",28.8,1,0.03,2018-2019,EPL
Jonjo Shelvey,Newcastle Utd,16,10,948,10.5,1,0.09,2018-2019,EPL
Gylfi Sigurðsson,Everton,38,36,"3,117",34.6,13,0.38,2018-2019,EPL
Adrien Silva,Leicester City,2,1,88,1.0,0,0.00,2018-2019,EPL
Bernardo Silva,Manchester City,36,31,"2,854",31.7,7,0.22,2018-2019,EPL
David Silva,Manchester City,33,28,"2,401",26.7,6,0.22,2018-2019,EPL
Xande Silva,West Ham,1,0,18,0.2,0,0.00,2018-2019,EPL
,,,,,,,,2018-2019,EPL
Danny Simpson,Leicester City,6,3,292,3.2,0,0.00,2018-2019,EPL
Jack Simpson,Bournemouth,6,4,403,4.5,0,0.00,2018-2019,EPL
Josh Sims,Southampton,7,2,212,2.4,0,0.00,2018-2019,EPL
Moussa Sissoko,Tottenham,29,27,"2,330",25.9,0,0.00,2018-2019,EPL
Oliver Skipp,Tottenham,8,2,220,2.4,0,0.00,2018-2019,EPL
