Player,Squad,MP,Starts,Min,90s,Goals,Goals,Seasons,League
Alessandro Florenzi,Roma,29,24,"2,180",24.2,3,0.12,2018-2019,Serie A
Seko Fofana,Udinese,31,31,"2,639",29.3,2,0.07,2018-2019,Serie A
Pierluigi Frattali,Parma,1,1,90,1.0,0,0.00,2018-2019,Serie A
Remo Freuler,Atalanta,35,35,"3,022",33.6,2,0.06,2018-2019,Serie A
Nicolas Frey,Chievo,5,3,227,2.5,0,0.00,2018-2019,Serie A
Manolo Gabbiadini,Sampdoria,18,8,812,9.0,4,0.44,2018-2019,Serie A
Gianluca Gaetano,Napoli,2,0,8,0.1,0,0.00,2018-2019,Serie A
Roberto Gagliardini,Inter,19,13,"1,087",12.1,5,0.41,2018-2019,Serie A
Riccardo Gagliolo,Parma,34,34,"3,045",33.8,0,0.00,2018-2019,Serie A
Marcello Gazzola,Parma,20,9,921,10.2,1,0.10,2018-2019,Serie A
Gerson,Fiorentina,36,27,"2,426",27.0,3,0.11,2018-2019,Serie A
Gervinho,Parma,30,27,"2,304",25.6,11,0.43,2018-2019,Serie A
,,,,,,,,2018-2019,Serie A
Paolo Ghiglione,Frosinone,9,6,514,5.7,1,0.18,2018-2019,Serie A
Faouzi Ghoulam,Napoli,16,12,"1,154",12.8,1,0.08,2018-2019,Serie A
Emanuele Giaccherini,Chievo,26,22,"2,009",22.3,3,0.13,2018-2019,Serie A
Massimo Gobbi,Parma,16,13,"1,183",13.1,0,0.00,2018-2019,Serie A
Edoardo Goldaniga,Frosinone,29,29,"2,610",29.0,1,0.03,2018-2019,Serie A
Pierluigi Gollini,Atalanta,20,20,"1,799",20.0,0,0.00,2018-2019,Serie A
Papu Gómez,Atalanta,35,34,"2,899",32.2,7,0.22,2018-2019,Serie A
Alfred Gomis,SPAL,20,19,"1,724",19.2,0,0.00,2018-2019,Serie A
Giancarlo González,Bologna,12,8,746,8.3,0,0.00,2018-2019,Serie A
Mirko Gori,Frosinone,10,2,329,3.7,0,0.00,2018-2019,Serie A
Robin Gosens,Atalanta,28,23,"1,942",21.6,3,0.14,2018-2019,Serie A
Paolo Gozzi Iweru,Juventus,1,1,90,1.0,0,0.00,2018-2019,Serie A
Alberto Grassi,Parma,7,5,462,5.1,0,0.00,2018-2019,Serie A
Sergej Grubac,Chievo,3,2,157,1.7,0,0.00,2018-2019,Serie A
Guido Guerrieri,Lazio,1,1,90,1.0,0,0.00,2018-2019,Serie A
Koray Günter,Genoa,14,8,835,9.3,0,0.00,2018-2019,Serie A
Emil Hallfreðsson,Udinese,3,1,137,1.5,1,0.66,2018-2019,Serie A
Emil Hallfreðsson,Frosinone,6,5,392,4.4,0,0.00,2018-2019,Serie A
Marek Hamšík,Napoli,13,12,916,10.2,0,0.00,2018-2019,Serie A
Dávid Hancko,Fiorentina,5,3,282,3.1,0,0.00,2018-2019,Serie A
Samir Handanović,Inter,38,38,"3,420",38.0,0,0.00,2018-2019,Serie A
Hans Hateboer,Atalanta,35,33,"2,973",33.0,5,0.15,2018-2019,Serie A
Filip Helander,Bologna,20,19,"1,713",19.0,0,0.00,2018-2019,Serie A
Dalbert Henrique,Inter,11,9,778,8.6,0,0.00,2018-2019,Serie A
Përparim Hetemaj,Chievo,30,25,"2,156",24.0,2,0.08,2018-2019,Serie A
,,,,,,,,2018-2019,Serie A
Gonzalo Higuaín,Milan,15,15,"1,277",14.2,6,0.42,2018-2019,Serie A
Oscar Hiljemark,Genoa,17,15,"1,196",13.3,1,0.08,2018-2019,Serie A
Vitor Hugo,Fiorentina,30,27,"2,470",27.4,0,0.00,2018-2019,Serie A
Elseid Hysaj,Napoli,27,24,"2,107",23.4,0,0.00,2018-2019,Serie A
Simone Iacoponi,Parma,38,38,"3,346",37.2,0,0.00,2018-2019,Serie A
Roger Ibanez,Atalanta,1,0,2,0.0,0,0.00,2018-2019,Serie A
Mauro Icardi,Inter,29,24,"2,267",25.2,11,0.44,2018-2019,Serie A
Salvador Ichazo,Torino,3,2,251,2.8,0,0.00,2018-2019,Serie A
Josip Iličić,Atalanta,31,23,"2,145",23.8,12,0.50,2018-2019,Serie A
Ciro Immobile,Lazio,36,31,"2,859",31.8,15,0.47,2018-2019,Serie A
Svante Ingelsson,Udinese,3,1,97,1.1,0,0.00,2018-2019,Serie A
Roberto Inglese,Parma,25,23,"1,965",21.8,9,0.41,2018-2019,Serie A
Lorenzo Insigne,Napoli,28,24,"2,073",23.0,10,0.43,2018-2019,Serie A
Artur Ioniță,Cagliari,37,34,"2,968",33.0,3,0.09,2018-2019,Serie A
Armando Izzo,Torino,37,37,"3,271",36.3,4,0.11,2018-2019,Serie A
Jandrei,Genoa,1,1,90,1.0,0,0.00,2018-2019,Serie A
Marko Janković,SPAL,4,0,54,0.6,0,0.00,2018-2019,Serie A
Jakub Jankto,Sampdoria,25,7,963,10.7,0,0.00,2018-2019,Serie A
Paweł Jaroszyński,Chievo,19,15,"1,348",15.0,0,0.00,2018-2019,Serie A
Juan Jesus,Roma,20,15,"1,403",15.6,1,0.06,2018-2019,Serie A
Bruno Jordão,Lazio,3,1,88,1.0,0,0.00,2018-2019,Serie A
Hamed Junior Traorè,Empoli,32,26,"2,259",25.1,2,0.08,2018-2019,Serie A
Musa Juwara,Chievo,1,0,12,0.1,0,0.00,2018-2019,Serie A
Yann Karamoh,Inter,1,0,5,0.1,0,0.00,2018-2019,Serie A
Ibrahim Karamoko,Chievo,2,0,65,0.7,0,0.00,2018-2019,Serie A
,,,,,,,,2018-2019,Serie A
Orestis Karnezis,Napoli,9,9,810,9.0,0,0.00,2018-2019,Serie A
Rick Karsdorp,Roma,11,7,593,6.6,0,0.00,2018-2019,Serie A
Grigoris Kastanos,Juventus,1,1,60,0.7,0,0.00,2018-2019,Serie A
Moise Kean,Juventus,13,5,541,6.0,6,1.00,2018-2019,Serie A
Franck Kessié,Milan,34,34,"3,018",33.5,7,0.21,2018-2019,Serie A
Sami Khedira,Juventus,10,8,706,7.8,2,0.25,2018-2019,Serie A
Sofian Kiyine,Chievo,23,9,816,9.1,0,0.00,2018-2019,Serie A
Ragnar Klavan,Cagliari,15,15,"1,230",13.7,0,0.00,2018-2019,Serie A
Justin Kluivert,Roma,29,14,"1,341",14.9,1,0.07,2018-2019,Serie A
Aleksandar Kolarov,Roma,33,32,"2,906",32.3,8,0.25,2018-2019,Serie A
Christian Kouamé,Genoa,38,33,"3,066",34.1,4,0.12,2018-2019,Serie A
Kalidou Koulibaly,Napoli,35,35,"3,132",34.8,2,0.06,2018-2019,Serie A
Dawid Kownacki,Sampdoria,13,0,168,1.9,1,0.54,2018-2019,Serie A
Luka Krajnc,Frosinone,9,9,788,8.8,0,0.00,2018-2019,Serie A
Ladislav Krejčí,Bologna,18,11,"1,065",11.8,0,0.00,2018-2019,Serie A
Rade Krunić,Empoli,33,33,"2,772",30.8,5,0.16,2018-2019,Serie A
Juraj Kucka,Parma,18,17,"1,535",17.1,4,0.23,2018-2019,Serie A
Dejan Kulusevski,Atalanta,3,0,105,1.2,0,0.00,2018-2019,Serie A
Jasmin Kurtić,SPAL,30,29,"2,557",28.4,6,0.21,2018-2019,Serie A
Antonino La Gumina,Empoli,22,12,"1,090",12.1,2,0.17,2018-2019,Serie A
Alban Lafont,Fiorentina,34,34,"3,015",33.5,0,0.00,2018-2019,Serie A
Abdou Lahat Diakhate,Parma,1,0,1,0.0,0,0.00,2018-2019,Serie A
Gianluca Lapadula,Genoa,8,4,404,4.5,1,0.22,2018-2019,Serie A
Danilo Larangeira,Bologna,35,35,"3,077",34.2,1,0.03,2018-2019,Serie A
Kevin Lasagna,Udinese,36,26,"2,453",27.3,6,0.22,2018-2019,Serie A
,,,,,,,,2018-2019,Serie A
Vincent Laurini,Fiorentina,15,10,920,10.2,0,0.00,2018-2019,Serie A
Diego Laxalt,Milan,20,6,651,7.2,0,0.00,2018-2019,Serie A
Darko Lazović,Genoa,33,30,"2,542",28.2,3,0.11,2018-2019,Serie A
Manuel Lazzari,SPAL,33,33,"2,835",31.5,0,0.00,2018-2019,Serie A
Lucas Leiva,Lazio,27,22,"1,987",22.1,0,0.00,2018-2019,Serie A
Mauricio Lemos,Sassuolo,3,3,179,2.0,0,0.00,2018-2019,Serie A
Lukas Lerager,Genoa,14,13,"1,122",12.5,1,0.08,2018-2019,Serie A
Mehdi Léris,Chievo,23,18,"1,607",17.9,0,0.00,2018-2019,Serie A
Karol Linetty,Sampdoria,32,30,"2,507",27.9,3,0.11,2018-2019,Serie A
Pol Lirola,Sassuolo,35,32,"2,975",33.1,2,0.06,2018-2019,Serie A
Adem Ljajić,Torino,1,0,30,0.3,0,0.00,2018-2019,Serie A
Manuel Locatelli,Sassuolo,29,21,"1,847",20.5,2,0.10,2018-2019,Serie A
José Luis Palomino,Atalanta,30,25,"2,261",25.1,1,0.04,2018-2019,Serie A
Everton Luiz,SPAL,10,2,317,3.5,0,0.00,2018-2019,Serie A
Jordan Lukaku,Lazio,7,1,175,1.9,0,0.00,2018-2019,Serie A
Saša Lukić,Torino,24,11,989,11.0,2,0.18,2018-2019,Serie A
Senad Lulić,Lazio,35,34,"2,923",32.5,4,0.12,2018-2019,Serie A
Sebastiano Luperto,Napoli,12,6,728,8.1,0,0.00,2018-2019,Serie A
Lyanco,Torino,2,1,90,1.0,0,0.00,2018-2019,Serie A
Lyanco,Bologna,13,13,"1,119",12.4,1,0.08,2018-2019,Serie A
Charalambos Lykogiannis,Cagliari,11,9,830,9.2,0,0.00,2018-2019,Serie A
Darwin Machís,Udinese,13,4,463,5.1,0,0.00,2018-2019,Serie A
Francesco Magnanelli,Sassuolo,26,21,"1,859",20.7,0,0.00,2018-2019,Serie A
Giangiacomo Magnani,Sassuolo,19,17,"1,516",16.8,0,0.00,2018-2019,Serie A
Raffaele Maiello,Frosinone,29,22,"2,043",22.7,0,0.00,2018-2019,Serie A
,,,,,,,,2018-2019,Serie A
Domenico Maietta,Empoli,21,21,"1,714",19.0,0,0.00,2018-2019,Serie A
Nikola Maksimović,Napoli,17,15,"1,375",15.3,0,0.00,2018-2019,Serie A
Kévin Malcuit,Napoli,24,20,"1,805",20.1,0,0.00,2018-2019,Serie A
Gianluca Mancini,Atalanta,30,25,"2,246",25.0,5,0.20,2018-2019,Serie A
Rolando Mandragora,Udinese,35,33,"2,918",32.4,3,0.09,2018-2019,Serie A
Mario Mandžukić,Juventus,25,23,"2,014",22.4,9,0.40,2018-2019,Serie A
Kostas Manolas,Roma,27,27,"2,324",25.8,1,0.04,2018-2019,Serie A
Juan Manuel Valencia,Bologna,1,0,28,0.3,0,0.00,2018-2019,Serie A
Iván Marcano,Roma,10,9,810,9.0,0,0.00,2018-2019,Serie A
Federico Marchetti,Genoa,4,4,360,4.0,0,0.00,2018-2019,Serie A
Gian Marco Ferrari,Sassuolo,31,31,"2,790",31.0,4,0.13,2018-2019,Serie A
João Mário,Inter,20,12,"1,082",12.0,1,0.08,2018-2019,Serie A
Marlon,Sassuolo,18,18,"1,508",16.8,1,0.06,2018-2019,Serie A
Lautaro Martínez,Inter,27,13,"1,344",14.9,6,0.40,2018-2019,Serie A
Adam Marušić,Lazio,26,24,"2,111",23.5,1,0.04,2018-2019,Serie A
Andrea Masiello,Atalanta,24,22,"1,836",20.4,0,0.00,2018-2019,Serie A
Luca Matarese,Frosinone,2,0,16,0.2,0,0.00,2018-2019,Serie A
Alessandro Matri,Sassuolo,19,6,603,6.7,2,0.30,2018-2019,Serie A
Federico Mattiello,Bologna,17,16,"1,333",14.8,1,0.07,2018-2019,Serie A
Blaise Matuidi,Juventus,31,29,"2,418",26.9,3,0.11,2018-2019,Serie A
José Mauri,Milan,5,2,208,2.3,0,0.00,2018-2019,Serie A
Stephy Mavididi,Juventus,1,0,22,0.2,0,0.00,2018-2019,Serie A
Luca Mazzitelli,Genoa,10,3,323,3.6,0,0.00,2018-2019,Serie A
Ibrahima Mbaye,Bologna,23,22,"2,010",22.3,2,0.09,2018-2019,Serie A
Levan Mchedlidze,Empoli,11,0,208,2.3,0,0.00,2018-2019,Serie A
,,,,,,,,2018-2019,Serie A
Iuri Medeiros,Genoa,2,2,106,1.2,0,0.00,2018-2019,Serie A
Nicky Medja,Fiorentina,1,0,45,0.5,0,0.00,2018-2019,Serie A
Riccardo Meggiorini,Chievo,24,18,"1,548",17.2,3,0.17,2018-2019,Serie A
Soualiho Meïté,Torino,35,30,"2,659",29.5,2,0.07,2018-2019,Serie A
Alex Meret,Napoli,14,13,"1,151",12.8,0,0.00,2018-2019,Serie A
Dries Mertens,Napoli,35,23,"2,252",25.0,16,0.64,2018-2019,Serie A
Petar Mićin,Udinese,1,0,3,0.0,0,0.00,2018-2019,Serie A
Nikola Milenković,Fiorentina,34,34,"3,008",33.4,3,0.09,2018-2019,Serie A
Arkadiusz Milik,Napoli,35,27,"2,396",26.6,17,0.64,2018-2019,Serie A
Sergej Milinković-Savić,Lazio,31,29,"2,396",26.6,5,0.19,2018-2019,Serie A
Vanja Milinković-Savić,SPAL,2,2,164,1.8,0,0.00,2018-2019,Serie A
Vincenzo Millico,Torino,1,0,1,0.0,0,0.00,2018-2019,Serie A
Kevin Mirallas,Fiorentina,27,15,"1,299",14.4,2,0.14,2018-2019,Serie A
Miranda,Inter,14,14,"1,158",12.9,0,0.00,2018-2019,Serie A
Antonio Mirante,Roma,11,11,990,11.0,0,0.00,2018-2019,Serie A
Simone Missiroli,SPAL,34,33,"2,741",30.5,0,0.00,2018-2019,Serie A
Cristian Molinaro,Frosinone,14,13,"1,159",12.9,0,0.00,2018-2019,Serie A
Gabriele Moncini,SPAL,1,0,8,0.1,0,0.00,2018-2019,Serie A
Cristóbal Montiel,Fiorentina,1,0,6,0.1,0,0.00,2018-2019,Serie A
Emiliano Moretti,Torino,24,22,"2,010",22.3,0,0.00,2018-2019,Serie A
Samuel Mráz,Empoli,6,2,170,1.9,1,0.53,2018-2019,Serie A
Gianni Munari,Parma,1,0,3,0.0,0,0.00,2018-2019,Serie A
Alessandro Murgia,SPAL,15,11,"1,072",11.9,0,0.00,2018-2019,Serie A
Alessandro Murgia,Lazio,1,0,9,0.1,0,0.00,2018-2019,Serie A
Luis Muriel,Fiorentina,19,16,"1,441",16.0,6,0.37,2018-2019,Serie A
,,,,,,,,2018-2019,Serie A
Nicola Murru,Sampdoria,35,34,"2,934",32.6,0,0.00,2018-2019,Serie A
Mateo Musacchio,Milan,29,29,"2,610",29.0,1,0.03,2018-2019,Serie A
Juan Musso,Udinese,29,29,"2,610",29.0,0,0.00,2018-2019,Serie A
Ádám Nagy,Bologna,14,10,975,10.8,0,0.00,2018-2019,Serie A
Radja Nainggolan,Inter,29,22,"1,967",21.9,6,0.27,2018-2019,Serie A
Angelo Ndrecka,Chievo,1,1,90,1.0,0,0.00,2018-2019,Serie A
Pedro Neto,Lazio,4,0,46,0.5,0,0.00,2018-2019,Serie A
Hans Nicolussi Caviglia,Juventus,3,0,57,0.6,0,0.00,2018-2019,Serie A
Dimitris Nikolaou,Empoli,4,4,348,3.9,0,0.00,2018-2019,Serie A
Nicolas Nkoulou,Torino,36,36,"3,214",35.7,2,0.06,2018-2019,Serie A
Bram Nuytinck,Udinese,27,24,"2,127",23.6,0,0.00,2018-2019,Serie A
Steven Nzonzi,Roma,30,29,"2,617",29.1,1,0.03,2018-2019,Serie A
Christian Nørgaard,Fiorentina,6,4,323,3.6,0,0.00,2018-2019,Serie A
Dimitri Oberlin,Empoli,5,0,139,1.5,0,0.00,2018-2019,Serie A
Joel Obi,Chievo,11,9,659,7.3,1,0.14,2018-2019,Serie A
Jens Odgaard,Sassuolo,1,0,16,0.2,0,0.00,2018-2019,Serie A
Stefano Okaka,Udinese,16,11,970,10.8,6,0.56,2018-2019,Serie A
Orji Okwonkwo,Bologna,8,2,257,2.9,0,0.00,2018-2019,Serie A
Robin Olsen,Roma,27,27,"2,430",27.0,0,0.00,2018-2019,Serie A
Stephane Omeonga,Genoa,3,0,57,0.6,0,0.00,2018-2019,Serie A
Nicholas Opoku,Udinese,12,9,910,10.1,0,0.00,2018-2019,Serie A
Riccardo Orsolini,Bologna,35,19,"1,964",21.8,8,0.37,2018-2019,Serie A
David Ospina,Napoli,17,16,"1,457",16.2,0,0.00,2018-2019,Serie A
Adam Ounas,Napoli,18,6,538,6.0,3,0.50,2018-2019,Serie A
Simone Padoin,Cagliari,30,22,"1,915",21.3,0,0.00,2018-2019,Serie A
,,,,,,,,2018-2019,Serie A
Luca Paganini,Frosinone,14,12,"1,123",12.5,2,0.16,2018-2019,Serie A
Marko Pajač,Empoli,10,9,738,8.2,2,0.24,2018-2019,Serie A
Marko Pajač,Cagliari,3,0,100,1.1,0,0.00,2018-2019,Serie A
Rodrigo Palacio,Bologna,28,26,"2,329",25.9,3,0.12,2018-2019,Serie A
Alberto Paloschi,SPAL,23,8,863,9.6,2,0.21,2018-2019,Serie A
Goran Pandev,Genoa,26,12,"1,122",12.5,4,0.32,2018-2019,Serie A
Lucas Paquetá,Milan,13,12,842,9.4,1,0.11,2018-2019,Serie A
Vittorio Parigini,Torino,17,2,377,4.2,0,0.00,2018-2019,Serie A
Marco Parolo,Lazio,34,28,"2,563",28.5,4,0.14,2018-2019,Serie A
Mario Pašalić,Atalanta,33,17,"1,618",18.0,5,0.28,2018-2019,Serie A
Manuel Pasqual,Empoli,22,13,"1,342",14.9,1,0.07,2018-2019,Serie A
Javier Pastore,Roma,14,7,597,6.6,3,0.45,2018-2019,Serie A
Patric,Lazio,15,12,"1,085",12.1,0,0.00,2018-2019,Serie A
Leonardo Pavoletti,Cagliari,32,31,"2,734",30.4,16,0.53,2018-2019,Serie A
Nehuén Paz,Bologna,2,1,114,1.3,0,0.00,2018-2019,Serie A
João Pedro,Cagliari,34,30,"2,555",28.4,7,0.25,2018-2019,Serie A
Gianluca Pegolo,Sassuolo,3,2,203,2.3,0,0.00,2018-2019,Serie A
Lorenzo Pellegrini,Roma,25,21,"1,821",20.2,2,0.10,2018-2019,Serie A
Luca Pellegrini,Cagliari,12,11,940,10.4,0,0.00,2018-2019,Serie A
Luca Pellegrini,Roma,4,2,161,1.8,0,0.00,2018-2019,Serie A
Sergio Pellissier,Chievo,19,12,953,10.6,4,0.38,2018-2019,Serie A
Federico Peluso,Sassuolo,16,14,"1,356",15.1,1,0.07,2018-2019,Serie A
Pepín,Parma,2,1,77,0.9,0,0.00,2018-2019,Serie A
Pedro Pereira,Genoa,26,15,"1,384",15.4,0,0.00,2018-2019,Serie A
Stipe Perica,Frosinone,7,6,480,5.3,0,0.00,2018-2019,Serie A
,,,,,,,,2018-2019,Serie A
Mattia Perin,Juventus,9,9,810,9.0,0,0.00,2018-2019,Serie A
Ivan Perišić,Inter,34,30,"2,701",30.0,8,0.27,2018-2019,Serie A
Diego Perotti,Roma,13,6,668,7.4,5,0.67,2018-2019,Serie A
Matteo Pessina,Atalanta,12,1,235,2.6,0,0.00,2018-2019,Serie A
Andrea Petagna,SPAL,36,35,"3,031",33.7,16,0.48,2018-2019,Serie A
Germán Pezzella,Fiorentina,32,32,"2,850",31.7,2,0.06,2018-2019,Serie A
Giuseppe Pezzella,Udinese,4,2,184,2.0,0,0.00,2018-2019,Serie A
Giuseppe Pezzella,Genoa,5,1,112,1.2,0,0.00,2018-2019,Serie A
Krzysztof Piątek,Genoa,19,18,"1,593",17.7,13,0.73,2018-2019,Serie A
Krzysztof Piątek,Milan,18,16,"1,373",15.3,9,0.59,2018-2019,Serie A
Lucas Piazon,Chievo,4,0,84,0.9,0,0.00,2018-2019,Serie A
Roberto Piccoli,Atalanta,2,0,48,0.5,0,0.00,2018-2019,Serie A
Andrea Pinamonti,Frosinone,27,17,"1,625",18.1,5,0.28,2018-2019,Serie A
Carlo Pinsoglio,Juventus,1,1,90,1.0,0,0.00,2018-2019,Serie A
Fabio Pisacane,Cagliari,27,24,"2,266",25.2,1,0.04,2018-2019,Serie A
Marko Pjaca,Fiorentina,19,8,750,8.3,1,0.12,2018-2019,Serie A
Miralem Pjanić,Juventus,31,27,"2,280",25.3,2,0.08,2018-2019,Serie A
Andrea Poli,Bologna,30,23,"1,932",21.5,4,0.19,2018-2019,Serie A
Matteo Politano,Inter,36,31,"2,549",28.3,5,0.18,2018-2019,Serie A
Giacomo Poluzzi,SPAL,1,0,6,0.1,0,0.00,2018-2019,Serie A
Manolo Portanova,Juventus,1,0,33,0.4,0,0.00,2018-2019,Serie A
Dennis Praet,Sampdoria,34,33,"2,890",32.1,2,0.06,2018-2019,Serie A
Silvio Proto,Lazio,2,2,180,2.0,0,0.00,2018-2019,Serie A
Ivan Provedel,Empoli,16,16,"1,440",16.0,0,0.00,2018-2019,Serie A
Manuel Pucciarelli,Chievo,10,3,302,3.4,0,0.00,2018-2019,Serie A
,,,,,,,,2018-2019,Serie A
Erick Pulgar,Bologna,28,27,"2,357",26.2,6,0.23,2018-2019,Serie A
Ignacio Pussetto,Udinese,35,24,"2,178",24.2,4,0.17,2018-2019,Serie A
Fabio Quagliarella,Sampdoria,37,37,"3,199",35.5,26,0.73,2018-2019,Serie A
Ivan Radovanović,Genoa,16,15,"1,278",14.2,0,0.00,2018-2019,Serie A
Ivan Radovanović,Chievo,19,19,"1,706",19.0,0,0.00,2018-2019,Serie A
Ionuț Radu,Genoa,33,33,"2,970",33.0,0,0.00,2018-2019,Serie A
Ștefan Radu,Lazio,28,28,"2,243",24.9,0,0.00,2018-2019,Serie A
Gastón Ramírez,Sampdoria,27,19,"1,578",17.5,4,0.23,2018-2019,Serie A
Andrea Ranocchia,Inter,4,0,62,0.7,0,0.00,2018-2019,Serie A
Jacob Rasmussen,Empoli,14,10,"1,016",11.3,0,0.00,2018-2019,Serie A
Giacomo Raspadori,Sassuolo,1,0,1,0.0,0,0.00,2018-2019,Serie A
Arkadiusz Reca,Atalanta,3,0,49,0.5,0,0.00,2018-2019,Serie A
Vasco Regini,SPAL,4,1,81,0.9,0,0.00,2018-2019,Serie A
Pepe Reina,Milan,4,2,330,3.7,0,0.00,2018-2019,Serie A
Emiliano Rigoni,Atalanta,12,6,522,5.8,3,0.52,2018-2019,Serie A
Luca Rigoni,Parma,23,20,"1,761",19.6,2,0.10,2018-2019,Serie A
Nicola Rigoni,Chievo,24,23,"1,951",21.7,0,0.00,2018-2019,Serie A
Tomás Rincón,Torino,34,32,"2,799",31.1,3,0.10,2018-2019,Serie A
Alejandro Rodríguez,Empoli,1,0,25,0.3,0,0.00,2018-2019,Serie A
Ricardo Rodríguez,Milan,35,35,"3,047",33.9,0,0.00,2018-2019,Serie A
Marko Rog,Napoli,9,4,333,3.7,1,0.27,2018-2019,Serie A
Rogério,Sassuolo,33,29,"2,672",29.7,1,0.03,2018-2019,Serie A
Esteban Rolón,Genoa,19,10,"1,046",11.6,0,0.00,2018-2019,Serie A
Filippo Romagna,Cagliari,18,16,"1,474",16.4,0,0.00,2018-2019,Serie A
Alessio Romagnoli,Milan,32,32,"2,847",31.6,2,0.06,2018-2019,Serie A
,,,,,,,,2018-2019,Serie A
Cristian Romero,Genoa,27,27,"2,336",26.0,2,0.08,2018-2019,Serie A
Rômulo,Genoa,17,17,"1,351",15.0,1,0.07,2018-2019,Serie A
Rômulo,Lazio,10,9,776,8.6,0,0.00,2018-2019,Serie A
Cristiano Ronaldo,Juventus,31,30,"2,688",29.9,21,0.70,2018-2019,Serie A
Marten de Roon,Atalanta,35,34,"2,975",33.1,2,0.06,2018-2019,Serie A
Luca Rossettini,Chievo,21,20,"1,823",20.3,0,0.00,2018-2019,Serie A
Francesco Rossi,Atalanta,1,0,1,0.0,0,0.00,2018-2019,Serie A
Daniele Rugani,Juventus,15,15,"1,350",15.0,2,0.13,2018-2019,Serie A
Mário Rui,Napoli,20,17,"1,417",15.7,1,0.06,2018-2019,Serie A
Fabián Ruiz Peña,Napoli,27,20,"1,992",22.1,5,0.23,2018-2019,Serie A
Jacopo Sala,Sampdoria,21,16,"1,518",16.9,0,0.00,2018-2019,Serie A
Bartosz Salamon,Frosinone,20,19,"1,725",19.2,0,0.00,2018-2019,Serie A
Paolo Sammarco,Frosinone,8,6,553,6.1,1,0.16,2018-2019,Serie A
Antonio Sanabria,Genoa,15,9,766,8.5,3,0.35,2018-2019,Serie A
Sandro,Udinese,12,7,594,6.6,0,0.00,2018-2019,Serie A
Sandro,Genoa,13,9,711,7.9,0,0.00,2018-2019,Serie A
Alex Sandro,Juventus,31,28,"2,387",26.5,1,0.04,2018-2019,Serie A
Nicola Sansone,Bologna,15,13,"1,139",12.7,2,0.16,2018-2019,Serie A
Federico Santander,Bologna,32,23,"2,065",22.9,8,0.35,2018-2019,Serie A
Davide Santon,Roma,17,11,"1,009",11.2,0,0.00,2018-2019,Serie A
Samir Santos,Udinese,21,21,"1,797",20.0,2,0.10,2018-2019,Serie A
Riccardo Saponara,Sampdoria,22,11,905,10.1,2,0.20,2018-2019,Serie A
Marco Sau,Sampdoria,5,0,55,0.6,0,0.00,2018-2019,Serie A
Marco Sau,Cagliari,14,5,558,6.2,1,0.16,2018-2019,Serie A
Ezequiel Schelotto,Chievo,4,2,143,1.6,0,0.00,2018-2019,Serie A
,,,,,,,,2018-2019,Serie A
Nicolás Schiappacasse,Parma,3,1,81,0.9,0,0.00,2018-2019,Serie A
Pasquale Schiattarella,SPAL,28,20,"1,841",20.5,0,0.00,2018-2019,Serie A
Patrik Schick,Roma,24,15,"1,314",14.6,3,0.21,2018-2019,Serie A
Matteo Scozzarella,Parma,22,17,"1,459",16.2,0,0.00,2018-2019,Serie A
Simone Scuffet,Udinese,9,9,810,9.0,0,0.00,2018-2019,Serie A
Andrea Seculin,Chievo,2,1,91,1.0,0,0.00,2018-2019,Serie A
Adrian Šemper,Chievo,6,6,540,6.0,0,0.00,2018-2019,Serie A
Stefano Sensi,Sassuolo,28,23,"1,972",21.9,2,0.09,2018-2019,Serie A
Luigi Sepe,Parma,37,37,"3,330",37.0,0,0.00,2018-2019,Serie A
Leonardo Sernicola,Sassuolo,1,0,6,0.1,0,0.00,2018-2019,Serie A
Stephan El Shaarawy,Roma,28,23,"2,104",23.4,11,0.47,2018-2019,Serie A
Francisco Sierralta,Parma,6,2,269,3.0,0,0.00,2018-2019,Serie A
Luca Siligardi,Parma,29,19,"1,639",18.2,1,0.05,2018-2019,Serie A
Matheus Pereira da Silva,Juventus,3,1,92,1.0,0,0.00,2018-2019,Serie A
Matías Silvestre,Empoli,34,34,"3,060",34.0,2,0.06,2018-2019,Serie A
Giovanni Simeone,Fiorentina,36,27,"2,454",27.3,6,0.22,2018-2019,Serie A
Lorenco Šimić,SPAL,8,2,238,2.6,0,0.00,2018-2019,Serie A
Salvatore Sirigu,Torino,36,36,"3,169",35.2,0,0.00,2018-2019,Serie A
Łukasz Skorupski,Bologna,38,38,"3,420",38.0,0,0.00,2018-2019,Serie A
Milan Škriniar,Inter,35,35,"3,150",35.0,0,0.00,2018-2019,Serie A
Cédric Soares,Inter,4,3,259,2.9,0,0.00,2018-2019,Serie A
Danilo Soddimo,Frosinone,10,1,252,2.8,0,0.00,2018-2019,Serie A
Roberto Soriano,Torino,11,6,468,5.2,0,0.00,2018-2019,Serie A
Roberto Soriano,Bologna,17,17,"1,489",16.5,2,0.12,2018-2019,Serie A
Stefano Sorrentino,Chievo,31,31,"2,789",31.0,0,0.00,2018-2019,Serie A
,,,,,,,,2018-2019,Serie A
Riccardo Sottil,Fiorentina,2,0,20,0.2,0,0.00,2018-2019,Serie A
Leonardo Spinazzola,Juventus,10,6,601,6.7,0,0.00,2018-2019,Serie A
Nicolás Spolli,Genoa,7,7,538,6.0,0,0.00,2018-2019,Serie A
Marco Sportiello,Frosinone,35,35,"3,150",35.0,0,0.00,2018-2019,Serie A
