Player,Squad,MP,Starts,Min,90s,Goals,Goals,Seasons,League
Mert Müldür,Sassuolo,24,13,"1,273",14.1,2,0.14,2019-2020,Serie A
Simone Muratore,Juventus,4,2,165,1.8,0,0.00,2019-2020,Serie A
,,,,,,,,2019-2020,Serie A
Alessandro Murgia,SPAL,25,19,"1,750",19.4,0,0.00,2019-2020,Serie A
Luis Muriel,Atalanta,34,10,"1,260",14.0,18,1.29,2019-2020,Serie A
Jeison Murillo,Sampdoria,10,7,666,7.4,0,0.00,2019-2020,Serie A
Nicola Murru,Sampdoria,28,26,"2,259",25.1,0,0.00,2019-2020,Serie A
Mateo Musacchio,Milan,18,17,"1,466",16.3,0,0.00,2019-2020,Serie A
Juan Musso,Udinese,38,38,"3,420",38.0,0,0.00,2019-2020,Serie A
Radja Nainggolan,Cagliari,26,25,"2,071",23.0,6,0.26,2019-2020,Serie A
Nahitan Nández,Cagliari,35,32,"2,898",32.2,2,0.06,2019-2020,Serie A
Michel Ndary Adopo,Torino,2,0,4,0.0,0,0.00,2019-2020,Serie A
Emanuele Ndoj,Brescia,18,6,555,6.2,0,0.00,2019-2020,Serie A
Ilija Nestorovski,Udinese,28,15,"1,251",13.9,3,0.22,2019-2020,Serie A
Nicolas Nkoulou,Torino,31,30,"2,692",29.9,1,0.03,2019-2020,Serie A
Bram Nuytinck,Udinese,26,26,"2,225",24.7,0,0.00,2019-2020,Serie A
Pedro Obiang,Sassuolo,25,18,"1,674",18.6,1,0.05,2019-2020,Serie A
Stefano Okaka,Udinese,33,28,"2,415",26.8,8,0.30,2019-2020,Serie A
Christian Oliva,Cagliari,11,4,469,5.2,1,0.19,2019-2020,Serie A
Maximiliano Olivera,Fiorentina,1,0,9,0.1,0,0.00,2019-2020,Serie A
Marco Olivieri,Juventus,3,0,30,0.3,0,0.00,2019-2020,Serie A
Robin Olsen,Cagliari,17,17,"1,524",16.9,0,0.00,2019-2020,Serie A
Nicholas Opoku,Udinese,7,6,481,5.3,0,0.00,2019-2020,Serie A
Riccardo Orsolini,Bologna,37,32,"2,681",29.8,8,0.27,2019-2020,Serie A
David Ospina,Napoli,17,17,"1,469",16.3,0,0.00,2019-2020,Serie A
Daniele Padelli,Inter,3,3,270,3.0,0,0.00,2019-2020,Serie A
Marko Pajač,Genoa,11,8,759,8.4,0,0.00,2019-2020,Serie A
Rodrigo Palacio,Bologna,35,28,"2,517",28.0,7,0.25,2019-2020,Serie A
,,,,,,,,2019-2020,Serie A
Alberto Paloschi,SPAL,10,5,438,4.9,0,0.00,2019-2020,Serie A
Alberto Paloschi,Cagliari,7,1,204,2.3,0,0.00,2019-2020,Serie A
Martin Palumbo,Udinese,1,0,1,0.0,0,0.00,2019-2020,Serie A
Goran Pandev,Genoa,34,18,"1,685",18.7,9,0.48,2019-2020,Serie A
Andrea Papetti,Brescia,11,10,917,10.2,1,0.10,2019-2020,Serie A
Lucas Paquetá,Milan,24,12,"1,103",12.3,0,0.00,2019-2020,Serie A
Marco Parolo,Lazio,29,17,"1,700",18.9,1,0.05,2019-2020,Serie A
Mario Pašalić,Atalanta,35,30,"2,417",26.9,9,0.34,2019-2020,Serie A
Javier Pastore,Roma,11,5,514,5.7,0,0.00,2019-2020,Serie A
Patric,Lazio,21,19,"1,670",18.6,0,0.00,2019-2020,Serie A
Leonardo Pavoletti,Cagliari,2,1,45,0.5,0,0.00,2019-2020,Serie A
Nehuén Paz,Bologna,3,1,119,1.3,0,0.00,2019-2020,Serie A
Nehuén Paz,Lecce,13,10,844,9.4,0,0.00,2019-2020,Serie A
Giampaolo Pazzini,Hellas Verona,15,1,307,3.4,4,1.17,2019-2020,Serie A
Pedro,Fiorentina,4,0,63,0.7,0,0.00,2019-2020,Serie A
João Pedro,Cagliari,36,35,"3,151",35.0,18,0.51,2019-2020,Serie A
Daouda Peeters,Juventus,1,0,15,0.2,0,0.00,2019-2020,Serie A
Gianluca Pegolo,Sassuolo,5,5,450,5.0,0,0.00,2019-2020,Serie A
Lorenzo Pellegrini,Roma,27,26,"2,097",23.3,1,0.04,2019-2020,Serie A
Luca Pellegrini,Cagliari,24,22,"1,908",21.2,0,0.00,2019-2020,Serie A
Federico Peluso,Sassuolo,23,17,"1,513",16.8,0,0.00,2019-2020,Serie A
Gastón Pereiro,Cagliari,10,4,348,3.9,1,0.26,2019-2020,Serie A
Bruno Peres,Roma,16,12,"1,056",11.7,2,0.17,2019-2020,Serie A
Carles Pérez,Roma,14,5,566,6.3,1,0.16,2019-2020,Serie A
Mattia Perin,Genoa,21,21,"1,890",21.0,0,0.00,2019-2020,Serie A
,,,,,,,,2019-2020,Serie A
Diego Perotti,Roma,21,10,875,9.7,5,0.51,2019-2020,Serie A
Matteo Pessina,Hellas Verona,35,27,"2,489",27.7,7,0.25,2019-2020,Serie A
Andrea Petagna,SPAL,36,33,"3,032",33.7,12,0.36,2019-2020,Serie A
Jacopo Petriccione,Lecce,31,24,"2,138",23.8,0,0.00,2019-2020,Serie A
Germán Pezzella,Fiorentina,33,33,"2,830",31.4,3,0.10,2019-2020,Serie A
Giuseppe Pezzella,Udinese,1,1,80,0.9,0,0.00,2019-2020,Serie A
Giuseppe Pezzella,Parma,22,8,949,10.5,0,0.00,2019-2020,Serie A
Krzysztof Piątek,Milan,18,14,"1,183",13.1,4,0.30,2019-2020,Serie A
Stefano Piccinini,Sassuolo,1,0,9,0.1,0,0.00,2019-2020,Serie A
Roberto Piccoli,Atalanta,1,0,17,0.2,0,0.00,2019-2020,Serie A
Andrea Pinamonti,Genoa,32,23,"2,236",24.8,5,0.20,2019-2020,Serie A
Simone Pinna,Cagliari,1,1,90,1.0,0,0.00,2019-2020,Serie A
Carlo Pinsoglio,Juventus,1,0,19,0.2,0,0.00,2019-2020,Serie A
Lorenzo Pirola,Inter,1,0,12,0.1,0,0.00,2019-2020,Serie A
Fabio Pisacane,Cagliari,30,28,"2,442",27.1,1,0.04,2019-2020,Serie A
Miralem Pjanić,Juventus,30,28,"2,277",25.3,3,0.12,2019-2020,Serie A
Andrea Poli,Bologna,28,22,"1,919",21.3,2,0.09,2019-2020,Serie A
Matteo Politano,Napoli,15,9,743,8.3,2,0.24,2019-2020,Serie A
Matteo Politano,Inter,11,2,259,2.9,0,0.00,2019-2020,Serie A
Erick Pulgar,Fiorentina,37,32,"2,950",32.8,7,0.21,2019-2020,Serie A
Ignacio Pussetto,Udinese,12,2,341,3.8,1,0.26,2019-2020,Serie A
Fabio Quagliarella,Sampdoria,28,26,"2,275",25.3,11,0.44,2019-2020,Serie A
Adrien Rabiot,Juventus,28,21,"1,912",21.2,1,0.05,2019-2020,Serie A
Ivan Radovanović,Genoa,19,15,"1,318",14.6,0,0.00,2019-2020,Serie A
Ionuț Radu,Genoa,17,17,"1,530",17.0,0,0.00,2019-2020,Serie A
,,,,,,,,2019-2020,Serie A
Ștefan Radu,Lazio,29,28,"2,306",25.6,1,0.04,2019-2020,Serie A
Boris Radunović,Hellas Verona,3,3,270,3.0,0,0.00,2019-2020,Serie A
Rafael,Cagliari,6,5,454,5.0,0,0.00,2019-2020,Serie A
Daniele Ragatzu,Cagliari,13,2,313,3.5,1,0.29,2019-2020,Serie A
Gastón Ramírez,Sampdoria,26,19,"1,392",15.5,7,0.45,2019-2020,Serie A
Aaron Ramsey,Juventus,24,11,"1,051",11.7,3,0.26,2019-2020,Serie A
Luca Ranieri,Fiorentina,3,2,232,2.6,0,0.00,2019-2020,Serie A
Andrea Ranocchia,Inter,7,5,526,5.8,0,0.00,2019-2020,Serie A
Giacomo Raspadori,Sassuolo,11,2,264,2.9,2,0.68,2019-2020,Serie A
Ante Rebić,Milan,26,15,"1,395",15.5,11,0.71,2019-2020,Serie A
Arkadiusz Reca,SPAL,25,22,"1,928",21.4,0,0.00,2019-2020,Serie A
Vasco Regini,Sampdoria,3,2,174,1.9,0,0.00,2019-2020,Serie A
Vasco Regini,Parma,2,0,51,0.6,0,0.00,2019-2020,Serie A
Pepe Reina,Milan,1,1,90,1.0,0,0.00,2019-2020,Serie A
Franck Ribéry,Fiorentina,21,19,"1,409",15.7,3,0.19,2019-2020,Serie A
Davide Riccardi,Lecce,1,0,20,0.2,0,0.00,2019-2020,Serie A
Emiliano Rigoni,Sampdoria,8,4,431,4.8,0,0.00,2019-2020,Serie A
Tomás Rincón,Torino,32,31,"2,702",30.0,1,0.03,2019-2020,Serie A
Andrea Rispoli,Lecce,28,20,"1,909",21.2,0,0.00,2019-2020,Serie A
Ricardo Rodríguez,Milan,5,5,386,4.3,0,0.00,2019-2020,Serie A
Marko Rog,Cagliari,30,28,"2,317",25.7,1,0.04,2019-2020,Serie A
Rogério,Sassuolo,15,12,"1,015",11.3,1,0.09,2019-2020,Serie A
Filippo Romagna,Sassuolo,18,16,"1,477",16.4,0,0.00,2019-2020,Serie A
Alessio Romagnoli,Milan,35,35,"3,091",34.3,1,0.03,2019-2020,Serie A
Cristian Romero,Genoa,30,30,"2,577",28.6,1,0.03,2019-2020,Serie A
,,,,,,,,2019-2020,Serie A
Rômulo,Brescia,22,19,"1,723",19.1,1,0.05,2019-2020,Serie A
Rômulo,Genoa,1,0,20,0.2,0,0.00,2019-2020,Serie A
Cristiano Ronaldo,Juventus,33,33,"2,917",32.4,31,0.96,2019-2020,Serie A
Marten de Roon,Atalanta,35,29,"2,721",30.2,2,0.07,2019-2020,Serie A
Antonio Rosati,Torino,1,1,90,1.0,0,0.00,2019-2020,Serie A
Luca Rossettini,Lecce,26,25,"2,261",25.1,0,0.00,2019-2020,Serie A
Francesco Rossi,Atalanta,1,0,11,0.1,0,0.00,2019-2020,Serie A
Nicolò Rovella,Genoa,2,1,105,1.2,0,0.00,2019-2020,Serie A
Amir Rrahmani,Hellas Verona,36,36,"3,228",35.9,0,0.00,2019-2020,Serie A
Dion Ruffo Luci,Bologna,1,0,1,0.0,0,0.00,2019-2020,Serie A
Daniele Rugani,Juventus,10,7,690,7.7,0,0.00,2019-2020,Serie A
Mário Rui,Napoli,24,22,"1,966",21.8,0,0.00,2019-2020,Serie A
Fabián Ruiz Peña,Napoli,33,30,"2,684",29.8,3,0.10,2019-2020,Serie A
Stefano Sabelli,Brescia,36,36,"3,168",35.2,0,0.00,2019-2020,Serie A
Alexis Saelemaekers,Milan,13,6,684,7.6,1,0.13,2019-2020,Serie A
Jacopo Sala,SPAL,16,9,853,9.5,0,0.00,2019-2020,Serie A
Bartosz Salamon,SPAL,7,3,344,3.8,0,0.00,2019-2020,Serie A
Eddie Salcedo,Hellas Verona,17,7,680,7.6,1,0.13,2019-2020,Serie A
Antonio Sanabria,Genoa,24,16,"1,387",15.4,6,0.39,2019-2020,Serie A
Alexis Sánchez,Inter,22,10,923,10.3,4,0.39,2019-2020,Serie A
Alex Sandro,Juventus,29,27,"2,385",26.5,1,0.04,2019-2020,Serie A
Nicola Sansone,Bologna,33,26,"2,269",25.2,4,0.16,2019-2020,Serie A
Federico Santander,Bologna,24,5,770,8.6,1,0.12,2019-2020,Serie A
Davide Santon,Roma,15,7,619,6.9,0,0.00,2019-2020,Serie A
Samir Santos,Udinese,21,16,"1,546",17.2,1,0.06,2019-2020,Serie A
,,,,,,,,2019-2020,Serie A
Riccardo Saponara,Genoa,4,2,168,1.9,0,0.00,2019-2020,Serie A
Riccardo Saponara,Lecce,13,11,947,10.5,2,0.19,2019-2020,Serie A
Lasse Schöne,Genoa,32,29,"2,427",27.0,2,0.07,2019-2020,Serie A
Jerdy Schouten,Bologna,19,13,"1,082",12.0,0,0.00,2019-2020,Serie A
Matteo Scozzarella,Parma,16,12,920,10.2,0,0.00,2019-2020,Serie A
Ken Sema,Udinese,32,30,"2,453",27.3,2,0.07,2019-2020,Serie A
Alessandro Semprini,Brescia,12,6,629,7.0,1,0.14,2019-2020,Serie A
Stefano Sensi,Inter,12,9,723,8.0,3,0.37,2019-2020,Serie A
Luigi Sepe,Parma,34,34,"3,060",34.0,0,0.00,2019-2020,Serie A
Yevhen Shakhov,Lecce,24,9,"1,085",12.1,1,0.08,2019-2020,Serie A
Luca Siligardi,Parma,12,3,337,3.7,0,0.00,2019-2020,Serie A
André Silva,Milan,1,1,60,0.7,0,0.00,2019-2020,Serie A
Marco Silvestri,Hellas Verona,35,35,"3,150",35.0,0,0.00,2019-2020,Serie A
Giovanni Simeone,Cagliari,37,34,"2,924",32.5,12,0.37,2019-2020,Serie A
Wilfried Singo,Torino,4,1,132,1.5,1,0.68,2019-2020,Serie A
Salvatore Sirigu,Torino,36,36,"3,240",36.0,0,0.00,2019-2020,Serie A
Łukasz Skorupski,Bologna,37,37,"3,330",37.0,0,0.00,2019-2020,Serie A
Andreas Skov Olsen,Bologna,26,7,760,8.4,1,0.12,2019-2020,Serie A
Simon Skrabb,Brescia,10,3,257,2.9,0,0.00,2019-2020,Serie A
Milan Škriniar,Inter,32,30,"2,627",29.2,0,0.00,2019-2020,Serie A
Chris Smalling,Roma,30,29,"2,566",28.5,3,0.11,2019-2020,Serie A
Roberto Soriano,Bologna,29,29,"2,469",27.4,5,0.18,2019-2020,Serie A
Riccardo Sottil,Fiorentina,18,4,514,5.7,0,0.00,2019-2020,Serie A
Adama Soumaoro,Genoa,8,7,637,7.1,1,0.14,2019-2020,Serie A
Nikolas Špalek,Brescia,25,20,"1,579",17.5,2,0.11,2019-2020,Serie A
,,,,,,,,2019-2020,Serie A
Leonardo Spinazzola,Roma,24,18,"1,548",17.2,1,0.06,2019-2020,Serie A
Marco Sportiello,Atalanta,6,5,525,5.8,0,0.00,2019-2020,Serie A
Mattia Sprocati,Parma,20,4,590,6.6,1,0.15,2019-2020,Serie A
Mariusz Stępiński,Hellas Verona,21,7,706,7.8,3,0.38,2019-2020,Serie A
Thomas Strakosha,Lazio,38,38,"3,420",38.0,0,0.00,2019-2020,Serie A
Gabriel Strefezza,SPAL,32,24,"2,110",23.4,1,0.04,2019-2020,Serie A
Jens Stryger Larsen,Udinese,33,32,"2,789",31.0,1,0.03,2019-2020,Serie A
Stefano Sturaro,Genoa,16,15,"1,252",13.9,1,0.07,2019-2020,Serie A
Suso,Milan,16,15,"1,359",15.1,1,0.07,2019-2020,Serie A
Bosko Sutalo,Atalanta,7,3,280,3.1,0,0.00,2019-2020,Serie A
Mattias Svanberg,Bologna,25,12,"1,051",11.7,1,0.09,2019-2020,Serie A
Wojciech Szczęsny,Juventus,29,29,"2,591",28.8,0,0.00,2019-2020,Serie A
Andrea Tabanelli,Lecce,13,11,964,10.7,1,0.09,2019-2020,Serie A
Panagiotis Tachtsidis,Lecce,28,24,"2,003",22.3,0,0.00,2019-2020,Serie A
Adrien Tameze,Atalanta,7,2,211,2.3,0,0.00,2019-2020,Serie A
Łukasz Teodorczyk,Udinese,14,1,222,2.5,0,0.00,2019-2020,Serie A
Hidde ter Avest,Udinese,20,6,686,7.6,0,0.00,2019-2020,Serie A
Pietro Terracciano,Fiorentina,7,7,624,6.9,0,0.00,2019-2020,Serie A
Aleksa Terzić,Fiorentina,2,0,8,0.1,0,0.00,2019-2020,Serie A
Demba Thiam,SPAL,2,2,180,2.0,0,0.00,2019-2020,Serie A
Morten Thorsby,Sampdoria,24,21,"1,865",20.7,1,0.05,2019-2020,Serie A
Jeremy Toljan,Sassuolo,29,25,"2,186",24.3,1,0.04,2019-2020,Serie A
Rafael Tolói,Atalanta,33,29,"2,608",29.0,2,0.07,2019-2020,Serie A
Takehiro Tomiyasu,Bologna,29,29,"2,528",28.1,1,0.04,2019-2020,Serie A
Nenad Tomović,SPAL,23,20,"1,755",19.5,0,0.00,2019-2020,Serie A
,,,,,,,,2019-2020,Serie A
Sandro Tonali,Brescia,35,34,"3,014",33.5,1,0.03,2019-2020,Serie A
Lorenzo Tonelli,Sampdoria,9,9,702,7.8,0,0.00,2019-2020,Serie A
Ernesto Torregrossa,Brescia,25,22,"1,844",20.5,7,0.34,2019-2020,Serie A
Luca Tremolada,Brescia,1,0,15,0.2,0,0.00,2019-2020,Serie A
Alessandro Tripaldelli,Sassuolo,2,1,135,1.5,0,0.00,2019-2020,Serie A
William Troost-Ekong,Udinese,30,29,"2,576",28.6,0,0.00,2019-2020,Serie A
Georgi Tunjov,SPAL,10,3,284,3.2,0,0.00,2019-2020,Serie A
Stefano Turati,Sassuolo,2,2,180,2.0,0,0.00,2019-2020,Serie A
Gennaro Tutino,Hellas Verona,6,2,225,2.5,0,0.00,2019-2020,Serie A
Samir Ujkani,Torino,1,1,90,1.0,0,0.00,2019-2020,Serie A
Cengiz Ünder,Roma,18,10,873,9.7,3,0.31,2019-2020,Serie A
Mirko Valdifiori,SPAL,22,15,"1,400",15.6,0,0.00,2019-2020,Serie A
Borja Valero,Inter,19,9,931,10.3,2,0.19,2019-2020,Serie A
Mattia Valoti,SPAL,27,18,"1,527",17.0,3,0.18,2019-2020,Serie A
Denis Vavro,Lazio,11,1,328,3.6,0,0.00,2019-2020,Serie A
Matías Vecino,Inter,20,14,"1,282",14.2,2,0.14,2019-2020,Serie A
Miguel Veloso,Hellas Verona,34,32,"2,811",31.2,3,0.10,2019-2020,Serie A
Lorenzo Venuti,Fiorentina,16,10,858,9.5,0,0.00,2019-2020,Serie A
Brayan Vera,Lecce,8,1,155,1.7,0,0.00,2019-2020,Serie A
Simone Verdi,Torino,33,26,"2,073",23.0,2,0.09,2019-2020,Serie A
Jordan Veretout,Roma,33,30,"2,629",29.2,6,0.21,2019-2020,Serie A
Valerio Verre,Hellas Verona,32,22,"1,774",19.7,3,0.15,2019-2020,Serie A
Francesco Vicari,SPAL,34,33,"2,898",32.2,0,0.00,2019-2020,Serie A
Ronaldo Vieira,Sampdoria,27,20,"1,819",20.2,0,0.00,2019-2020,Serie A
Mauro Vigorito,Lecce,5,4,423,4.7,0,0.00,2019-2020,Serie A
,,,,,,,,2019-2020,Serie A
Gonzalo Villar,Roma,9,2,299,3.3,0,0.00,2019-2020,Serie A
Luigi Vitale,Hellas Verona,2,0,41,0.5,0,0.00,2019-2020,Serie A
Mattia Viviani,Brescia,8,3,344,3.8,0,0.00,2019-2020,Serie A
Dušan Vlahović,Fiorentina,30,13,"1,499",16.7,6,0.36,2019-2020,Serie A
Stefan de Vrij,Inter,34,32,"2,830",31.4,4,0.13,2019-2020,Serie A
Giacomo Vrioni,Juventus,1,0,12,0.1,0,0.00,2019-2020,Serie A
Walace,Udinese,20,12,"1,139",12.7,0,0.00,2019-2020,Serie A
Sebastian Walukiewicz,Cagliari,14,13,"1,165",12.9,0,0.00,2019-2020,Serie A
Jawad El Yamiq,Genoa,3,2,197,2.2,0,0.00,2019-2020,Serie A
Maya Yoshida,Sampdoria,14,13,"1,187",13.2,0,0.00,2019-2020,Serie A
Amin Younes,Napoli,9,1,176,2.0,1,0.51,2019-2020,Serie A
Ashley Young,Inter,18,13,"1,185",13.2,4,0.30,2019-2020,Serie A
Mattia Zaccagni,Hellas Verona,34,26,"2,114",23.5,2,0.09,2019-2020,Serie A
Luca Zanimacchia,Juventus,2,1,120,1.3,0,0.00,2019-2020,Serie A
Nicolò Zaniolo,Roma,26,16,"1,503",16.7,6,0.36,2019-2020,Serie A
Cristián Zapata,Genoa,20,19,"1,718",19.1,1,0.05,2019-2020,Serie A
Duván Zapata,Atalanta,28,25,"2,026",22.5,18,0.80,2019-2020,Serie A
Davide Zappacosta,Roma,9,3,452,5.0,0,0.00,2019-2020,Serie A
Simone Zaza,Torino,24,16,"1,640",18.2,6,0.33,2019-2020,Serie A
Marvin Zeegelaar,Udinese,13,6,593,6.6,0,0.00,2019-2020,Serie A
Piotr Zieliński,Napoli,37,32,"2,924",32.5,2,0.06,2019-2020,Serie A
Jaromír Zmrhal,Brescia,21,11,"1,125",12.5,2,0.16,2019-2020,Serie A
Ervin Zukanović,SPAL,3,2,204,2.3,0,0.00,2019-2020,Serie A
Szymon Żurkowski,Fiorentina,2,0,12,0.1,0,0.00,2019-2020,Serie A
Filip Đuričić,Sassuolo,29,19,"1,633",18.1,5,0.28,2019-2020,Serie A
,,,,,,,,2019-2020,Serie A
Gennaro Acampora,Spezia,14,2,441,4.9,0,0.00,2020-2021,Serie A
Francesco Acerbi,Lazio,32,32,"2,813",31.3,0,0.00,2020-2021,Serie A
Andrea Adorante,Parma,1,0,10,0.1,0,0.00,2020-2021,Serie A
Lucien Agoume,Spezia,12,9,800,8.9,0,0.00,2020-2021,Serie A
Kevin Agudelo,Spezia,29,14,"1,356",15.1,1,0.07,2020-2021,Serie A
Jean-Daniel Akpa-Akpro,Lazio,32,6,"1,056",11.7,0,0.00,2020-2021,Serie A
Luis Alberto,Lazio,34,33,"2,618",29.1,9,0.31,2020-2021,Serie A
Bruno Alves,Parma,19,18,"1,632",18.1,1,0.06,2020-2021,Serie A
Wisdom Amey,Bologna,1,0,2,0.0,0,0.00,2020-2021,Serie A
Sofyan Amrabat,Fiorentina,31,28,"2,441",27.1,0,0.00,2020-2021,Serie A
Djavan Anderson,Lazio,3,1,72,0.8,0,0.00,2020-2021,Serie A
Nícolas Andrade,Udinese,2,2,180,2.0,0,0.00,2020-2021,Serie A
Davide Angelo Ghislandi,Atalanta,1,0,5,0.1,0,0.00,2020-2021,Serie A
Philip Ankhrah,Hellas Verona,1,0,13,0.1,0,0.00,2020-2021,Serie A
Cristian Ansaldi,Torino,31,20,"1,947",21.6,1,0.05,2020-2021,Serie A
Valentin Antov,Bologna,5,2,232,2.6,0,0.00,2020-2021,Serie A
Nicolò Armini,Lazio,1,0,5,0.1,0,0.00,2020-2021,Serie A
Tolgay Arslan,Udinese,30,25,"1,818",20.2,3,0.15,2020-2021,Serie A
Kwadwo Asamoah,Cagliari,9,1,224,2.5,0,0.00,2020-2021,Serie A
Kristoffer Askildsen,Sampdoria,6,0,95,1.1,0,0.00,2020-2021,Serie A
Emil Audero,Sampdoria,37,37,"3,330",37.0,0,0.00,2020-2021,Serie A
Tommaso Augello,Sampdoria,37,37,"3,216",35.7,1,0.03,2020-2021,Serie A
Kaan Ayhan,Sassuolo,19,7,796,8.8,0,0.00,2020-2021,Serie A
Milan Badelj,Genoa,30,29,"2,408",26.8,1,0.04,2020-2021,Serie A
Tiemoué Bakayoko,Napoli,32,23,"1,964",21.8,2,0.09,2020-2021,Serie A
,,,,,,,,2020-2021,Serie A
Keita Baldé,Sampdoria,25,12,"1,197",13.3,7,0.53,2020-2021,Serie A
Botond Balogh,Parma,3,1,165,1.8,0,0.00,2020-2021,Serie A
Mattia Bani,Genoa,11,10,921,10.2,0,0.00,2020-2021,Serie A
Mattia Bani,Parma,15,14,"1,145",12.7,0,0.00,2020-2021,Serie A
Antonín Barák,Hellas Verona,34,32,"2,765",30.7,7,0.23,2020-2021,Serie A
Federico Barba,Benevento,32,31,"2,659",29.5,0,0.00,2020-2021,Serie A
Nicolò Barella,Inter,36,32,"2,896",32.2,3,0.09,2020-2021,Serie A
Antonio Barreca,Fiorentina,3,1,85,0.9,0,0.00,2020-2021,Serie A
Musa Barrow,Bologna,38,34,"2,921",32.5,8,0.25,2020-2021,Serie A
Paolo Bartolomei,Spezia,6,3,320,3.6,0,0.00,2020-2021,Serie A
Daniele Baselli,Torino,15,3,396,4.4,0,0.00,2020-2021,Serie A
Alessandro Bastoni,Inter,33,33,"2,922",32.5,0,0.00,2020-2021,Serie A
Simone Bastoni,Spezia,22,19,"1,522",16.9,1,0.06,2020-2021,Serie A
Bastos,Lazio,2,0,63,0.7,0,0.00,2020-2021,Serie A
Rodrigo Becão,Udinese,35,32,"2,780",30.9,1,0.03,2020-2021,Serie A
Valon Behrami,Genoa,26,8,892,9.9,0,0.00,2020-2021,Serie A
Andrea Belotti,Torino,35,33,"2,888",32.1,13,0.41,2020-2021,Serie A
Ahmad Benali,Crotone,18,15,"1,214",13.5,0,0.00,2020-2021,Serie A
Ismaël Bennacer,Milan,21,17,"1,326",14.7,0,0.00,2020-2021,Serie A
Rodrigo Bentancur,Juventus,33,27,"2,324",25.8,0,0.00,2020-2021,Serie A
Alessandro Berardi,Hellas Verona,1,0,28,0.3,0,0.00,2020-2021,Serie A
Domenico Berardi,Sassuolo,30,28,"2,475",27.5,17,0.62,2020-2021,Serie A
Álex Berenguer,Torino,2,2,131,1.5,0,0.00,2020-2021,Serie A
Bartosz Bereszyński,Sampdoria,31,29,"2,607",29.0,1,0.03,2020-2021,Serie A
Federico Bernardeschi,Juventus,27,8,972,10.8,0,0.00,2020-2021,Serie A
,,,,,,,,2020-2021,Serie A
Marco Bertini,Lazio,1,0,5,0.1,0,0.00,2020-2021,Serie A
Daniel Bessa,Hellas Verona,18,4,615,6.8,0,0.00,2020-2021,Serie A
Cristiano Biraghi,Fiorentina,35,31,"2,803",31.1,1,0.03,2020-2021,Serie A
Davide Biraschi,Genoa,13,11,915,10.2,0,0.00,2020-2021,Serie A
Jeremie Boga,Sassuolo,27,20,"1,785",19.8,4,0.20,2020-2021,Serie A
Giacomo Bonaventura,Fiorentina,34,27,"2,256",25.1,3,0.12,2020-2021,Serie A
Federico Bonazzoli,Torino,20,4,564,6.3,2,0.32,2020-2021,Serie A
Federico Bonazzoli,Sampdoria,2,2,131,1.5,0,0.00,2020-2021,Serie A
Kevin Bonifazi,Udinese,30,28,"2,469",27.4,0,0.00,2020-2021,Serie A
Leonardo Bonucci,Juventus,26,23,"2,028",22.5,2,0.09,2020-2021,Serie A
Mehdi Bourabia,Sassuolo,15,4,528,5.9,1,0.17,2020-2021,Serie A
Edoardo Bove,Roma,1,0,11,0.1,0,0.00,2020-2021,Serie A
Jayden Braaf,Udinese,4,1,116,1.3,1,0.78,2020-2021,Serie A
Gleison Bremer,Torino,33,33,"2,935",32.6,5,0.15,2020-2021,Serie A
Marcelo Brozović,Inter,33,29,"2,581",28.7,2,0.07,2020-2021,Serie A
Gastón Brugman,Parma,26,21,"1,616",18.0,1,0.06,2020-2021,Serie A
Juan Brunetta,Parma,12,4,475,5.3,1,0.19,2020-2021,Serie A
Gianluigi Buffon,Juventus,8,8,720,8.0,0,0.00,2020-2021,Serie A
Alessandro Buongiorno,Torino,12,9,858,9.5,0,0.00,2020-2021,Serie A
Maxime Busi,Parma,24,11,"1,195",13.3,0,0.00,2020-2021,Serie A
Martín Cáceres,Fiorentina,29,26,"2,238",24.9,2,0.08,2020-2021,Serie A
Felipe Caicedo,Lazio,25,9,929,10.3,8,0.78,2020-2021,Serie A
Arturo Calabresi,Bologna,1,0,20,0.2,0,0.00,2020-2021,Serie A
Arturo Calabresi,Cagliari,2,0,14,0.2,0,0.00,2020-2021,Serie A
Davide Calabria,Milan,32,30,"2,647",29.4,2,0.07,2020-2021,Serie A
,,,,,,,,2020-2021,Serie A
Riccardo Calafiori,Roma,3,1,66,0.7,0,0.00,2020-2021,Serie A
Mattia Caldara,Atalanta,6,1,111,1.2,0,0.00,2020-2021,Serie A
Luca Caldirola,Benevento,25,17,"1,572",17.5,2,0.11,2020-2021,Serie A
Hakan Çalhanoğlu,Milan,33,30,"2,614",29.0,4,0.14,2020-2021,Serie A
Fabrizio Caligara,Cagliari,10,2,183,2.0,0,0.00,2020-2021,Serie A
José Callejón,Fiorentina,20,6,664,7.4,0,0.00,2020-2021,Serie A
Drissa Camara,Parma,1,0,15,0.2,0,0.00,2020-2021,Serie A
Antonio Candreva,Sampdoria,35,28,"2,505",27.8,5,0.18,2020-2021,Serie A
Elio Capradossi,Spezia,1,1,90,1.0,0,0.00,2020-2021,Serie A
Gianluca Caprari,Benevento,30,23,"1,865",20.7,5,0.24,2020-2021,Serie A
Francesco Caputo,Sassuolo,25,19,"1,697",18.9,11,0.58,2020-2021,Serie A
Andrea Carboni,Cagliari,15,12,"1,085",12.1,0,0.00,2020-2021,Serie A
Giuseppe Caso,Genoa,2,0,54,0.6,0,0.00,2020-2021,Serie A
