pred_cluster,Wins,Draws,Losses,Points,Goals_For,Goals_Against,Goal_Differential,Possession,Wages,League
0,19.208333333333332,9.166666666666666,8.625,66.75,66.70833333333333,42.166666666666664,24.541666666666668,55.42083333333333,43283211.75,Ligue1
1,9.474242424242425,8.78030303030303,18.10909090909091,37.2030303030303,37.78181818181818,58.8560606060606,-21.074242424242424,45.503484848484845,7613146.28030303,Ligue1
2,10.860595238095238,10.946071428571429,15.452380952380953,43.527857142857144,41.26273809523809,51.08380952380953,-9.821071428571429,46.85063095238095,11844435.912023809,Ligue1
3,26.625,6.0,4.375,85.875,90.875,29.875,61.0,63.575,224537255.375,Ligue1
4,15.135714285714286,9.985714285714286,11.878571428571428,55.36785714285715,49.082142857142856,43.857142857142854,5.225,52.412857142857135,17526575.846428573,Ligue1
5,8.5,3.5,22.0,29.0,31.0,58.5,-27.5,45.55,6976872.5,Ligue1
