pred_cluster,Wins,Draws,Losses,Points,Goals_For,Goals_Against,Goal_Differential,Possession,Wages,League
0,9.292517006802722,10.12216553287982,14.58531746031746,37.99971655328799,38.12046485260771,52.403344671201815,-14.282879818594106,43.80535714285714,24158422.418650795,Bundesliga
1,17.291666666666664,7.5,9.208333333333332,59.375,64.33333333333333,43.40277777777778,20.930555555555557,55.96041666666667,57009979.23611111,Bundesliga
2,4.625,8.875,20.5,22.75,30.625,70.125,-39.5,43.51666666666667,11326663.625,Bundesliga
3,12.908333333333335,9.213888888888889,11.877777777777776,47.93888888888889,50.583333333333336,50.56944444444444,0.013888888888888928,48.69857142857143,40447486.33055556,Bundesliga
4,26.0,4.222222222222222,3.7777777777777777,82.22222222222223,91.33333333333333,28.77777777777778,62.55555555555556,66.0875,184561016.1111111,Bundesliga
5,10.184920634920635,7.590079365079366,16.225,38.14484126984127,40.68968253968254,56.384523809523806,-15.694841269841271,46.12642857142857,22696209.034920633,Bundesliga
